group,item,user-1,rating-1,user-2,rating-2,user-3,rating-3,user-4,rating-4,user-5,rating-5,user-6,rating-6,user-7,rating-7,user-8,rating-8,user-9,rating-9
4454,63,289,3.0,119,3.5,410,3.5,198,4.0,49,2.5,110,0.5,42,2.0,216,4.0,332,2.0
4454,53,289,2.0,119,3.0,410,3.5,198,3.5,49,1.0,110,2.5,42,2.0,216,4.0,332,2.5
4454,54,289,2.5,119,3.5,410,4.0,198,3.5,49,1.5,110,2.0,42,3.0,216,4.0,332,1.5
4454,13,289,3.0,119,3.5,410,3.0,198,4.0,49,1.5,110,3.0,42,3.0,216,4.0,332,3.0
4455,54,166,1.5,18,3.5,9,1.0,8,4.0,412,3.5,212,4.0,196,3.0,98,4.0,48,2.5
4455,52,166,2.5,18,4.0,9,1.0,8,3.5,412,2.0,212,3.0,196,4.0,98,4.0,48,3.0
4455,61,166,2.0,18,2.5,9,0.5,8,3.5,412,2.5,212,3.5,196,1.5,98,3.0,48,2.5
4455,53,166,1.0,18,2.0,9,2.5,8,4.0,412,1.5,212,4.0,196,4.0,98,4.0,48,3.5
4455,58,166,0.5,18,4.0,9,3.5,8,4.0,412,3.0,212,4.0,196,3.0,98,4.0,48,4.0
4456,59,407,4.0,364,3.0,323,3.5,135,4.0,224,2.0,124,4.0,103,3.5,42,3.5,167,1.5
4456,54,407,4.0,364,2.5,323,3.5,135,3.0,224,3.0,124,3.5,103,2.0,42,3.0,167,1.5
4456,55,407,2.0,364,3.5,323,4.0,135,2.5,224,3.5,124,4.0,103,4.0,42,3.5,167,2.0
4456,53,407,4.0,364,2.0,323,3.5,135,4.0,224,4.0,124,3.5,103,2.5,42,2.0,167,3.5
4456,57,407,4.0,364,0.5,323,3.5,135,4.0,224,2.5,124,1.0,103,4.0,42,3.0,167,2.5
4457,54,20,4.0,197,2.0,406,4.0,79,2.0,267,4.0,60,3.0,409,2.5,247,4.0,259,2.5
4457,63,20,4.0,197,2.5,406,2.0,79,1.0,267,4.0,60,4.0,409,2.0,247,4.0,259,2.0
4457,61,20,3.0,197,2.5,406,2.5,79,1.0,267,4.0,60,3.5,409,2.5,247,4.0,259,4.0
4457,55,20,4.0,197,2.5,406,3.5,79,2.5,267,4.0,60,4.0,409,3.5,247,4.0,259,2.0
4457,59,20,4.0,197,2.0,406,4.0,79,2.0,267,4.0,60,4.0,409,3.0,247,4.0,259,4.0
4458,57,166,2.0,100,1.5,275,2.5,98,3.0,157,2.0,24,1.5,259,1.0,350,2.5,300,1.5
4458,58,166,0.5,100,3.5,275,3.5,98,4.0,157,3.5,24,4.0,259,3.0,350,3.5,300,4.0
4458,61,166,2.0,100,2.5,275,4.0,98,3.0,157,2.5,24,1.5,259,4.0,350,3.5,300,1.5
4458,60,166,3.0,100,2.5,275,2.5,98,4.0,157,1.5,24,3.0,259,3.0,350,3.5,300,4.0
4458,53,166,1.0,100,2.5,275,2.0,98,4.0,157,1.5,24,1.0,259,1.0,350,3.5,300,3.0
4459,54,216,4.0,388,2.0,24,3.5,124,3.5,98,4.0,315,3.0,157,2.0,402,4.0,48,2.5
4459,59,216,4.0,388,1.5,24,4.0,124,4.0,98,4.0,315,4.0,157,2.0,402,3.5,48,4.0
4459,56,216,4.0,388,4.0,24,4.0,124,3.5,98,4.0,315,4.0,157,2.5,402,3.5,48,4.0
4459,60,216,3.5,388,0.5,24,3.0,124,2.5,98,4.0,315,4.0,157,1.5,402,2.0,48,3.0
4459,57,216,4.0,388,0.5,24,1.5,124,1.0,98,3.0,315,4.0,157,2.0,402,2.0,48,2.5
4460,55,106,4.0,247,4.0,325,4.0,212,3.0,300,3.0,275,3.5,8,3.5,224,3.5,20,4.0
4460,53,106,3.0,247,4.0,325,3.0,212,4.0,300,3.0,275,2.0,8,4.0,224,4.0,20,4.0
4460,61,106,3.0,247,4.0,325,3.5,212,3.5,300,1.5,275,4.0,8,3.5,224,3.5,20,3.0
4460,56,106,3.0,247,4.0,325,3.5,212,2.0,300,4.0,275,3.0,8,4.0,224,3.0,20,4.0
4460,60,106,2.5,247,3.5,325,3.5,212,3.5,300,4.0,275,2.5,8,3.5,224,1.0,20,3.5
4461,58,194,3.0,407,4.0,60,3.5,20,3.0,54,4.0,100,3.5,79,1.5,395,3.5,124,3.0
4461,57,194,3.0,407,4.0,60,4.0,20,3.0,54,4.0,100,1.5,79,1.5,395,1.5,124,1.0
4461,61,194,3.5,407,4.0,60,3.5,20,3.0,54,4.0,100,2.5,79,1.0,395,2.5,124,1.0
4461,55,194,4.0,407,2.0,60,4.0,20,4.0,54,4.0,100,4.0,79,2.5,395,3.5,124,4.0
4461,52,194,2.5,407,4.0,60,4.0,20,4.0,54,4.0,100,3.0,79,1.5,395,1.5,124,3.5
4462,13,412,3.5,14,3.5,197,1.0,250,4.0,24,4.0,224,3.0,119,3.5,298,2.5,167,3.0
4462,61,412,2.5,14,3.5,197,2.5,250,2.5,24,1.5,224,3.5,119,3.5,298,2.0,167,2.5
4462,52,412,2.0,14,4.0,197,3.0,250,2.5,24,4.0,224,1.5,119,4.0,298,3.5,167,3.5
4462,57,412,0.5,14,4.0,197,2.0,250,3.5,24,1.5,224,2.5,119,3.0,298,4.0,167,2.5
4462,62,412,2.5,14,3.5,197,2.5,250,4.0,24,3.0,224,3.0,119,3.5,298,3.0,167,3.0
4463,61,129,1.5,198,3.5,49,1.5,413,3.0,157,2.5,9,0.5,136,2.5,142,4.0,38,2.5
4463,55,129,3.5,198,4.0,49,3.0,413,2.0,157,1.5,9,2.0,136,4.0,142,2.5,38,3.5
4463,54,129,2.0,198,3.5,49,1.5,413,2.5,157,2.0,9,1.0,136,4.0,142,2.5,38,3.0
4463,59,129,4.0,198,3.5,49,1.5,413,2.0,157,2.0,9,3.5,136,4.0,142,4.0,38,1.0
4463,60,129,3.0,198,4.0,49,2.0,413,3.5,157,1.5,9,2.5,136,3.5,142,1.0,38,2.0
4464,53,64,3.0,54,4.0,384,4.0,292,2.5,38,2.0,197,2.0,49,1.0,106,3.0,60,3.5
4464,58,64,4.0,54,4.0,384,4.0,292,4.0,38,3.0,197,3.0,49,1.5,106,3.0,60,3.5
4464,54,64,3.0,54,4.0,384,4.0,292,3.0,38,3.0,197,2.0,49,1.5,106,3.0,60,3.0
4464,63,64,1.5,54,4.0,384,3.0,292,2.5,38,2.0,197,2.5,49,2.5,106,3.5,60,4.0
4464,57,64,2.5,54,4.0,384,3.5,292,4.0,38,3.5,197,2.0,49,1.5,106,3.0,60,4.0
4465,61,300,1.5,117,1.0,90,0.5,281,2.0,124,1.0,60,3.5,224,3.5,79,1.0,298,2.0
4465,54,300,4.0,117,3.0,90,2.0,281,4.0,124,3.5,60,3.0,224,3.0,79,2.0,298,2.5
4465,58,300,4.0,117,3.5,90,1.0,281,3.5,124,3.0,60,3.5,224,0.5,79,1.5,298,3.0
4465,57,300,1.5,117,3.0,90,3.0,281,1.5,124,1.0,60,4.0,224,2.5,79,1.5,298,4.0
4465,62,300,4.0,117,3.5,90,4.0,281,4.0,124,3.0,60,4.0,224,3.0,79,3.5,298,3.0
4466,53,215,3.0,157,1.5,409,3.5,250,4.0,319,4.0,247,4.0,410,3.5,332,2.5,100,2.5
4466,59,215,2.0,157,2.0,409,3.0,250,4.0,319,4.0,247,4.0,410,3.5,332,2.5,100,2.0
4466,13,215,2.0,157,3.0,409,3.0,250,4.0,319,4.0,247,4.0,410,3.0,332,3.0,100,2.0
4466,55,215,2.0,157,1.5,409,3.5,250,1.5,319,4.0,247,4.0,410,4.0,332,2.0,100,4.0
4466,56,215,3.5,157,2.5,409,3.5,250,3.0,319,4.0,247,4.0,410,3.5,332,3.0,100,1.5
4467,58,18,4.0,219,3.0,194,3.0,124,3.0,68,2.5,60,3.5,38,3.0,259,3.0,267,4.0
4467,57,18,4.0,219,3.0,194,3.0,124,1.0,68,1.5,60,4.0,38,3.5,259,1.0,267,4.0
4467,52,18,4.0,219,3.0,194,2.5,124,3.5,68,3.5,60,4.0,38,4.0,259,3.5,267,4.0
4467,63,18,2.0,219,4.0,194,3.0,124,1.5,68,1.0,60,4.0,38,2.0,259,2.0,267,4.0
4467,61,18,2.5,219,3.0,194,3.5,124,1.0,68,4.0,60,3.5,38,2.5,259,4.0,267,4.0
4468,62,224,3.0,194,4.0,198,4.0,136,4.0,367,4.0,297,3.5,197,2.5,54,4.0,141,3.5
4468,56,224,3.0,194,2.5,198,3.0,136,4.0,367,3.0,297,3.5,197,3.0,54,4.0,141,3.5
4468,60,224,1.0,194,3.0,198,4.0,136,3.5,367,3.0,297,4.0,197,2.5,54,4.0,141,0.5
4468,58,224,0.5,194,3.0,198,4.0,136,4.0,367,4.0,297,3.0,197,3.0,54,4.0,141,4.0
4468,54,224,3.0,194,2.0,198,3.5,136,4.0,367,4.0,297,2.5,197,2.0,54,4.0,141,3.0
4469,57,250,3.5,135,4.0,306,3.5,90,3.0,409,3.5,42,3.0,20,3.0,79,1.5,298,4.0
4469,60,250,3.5,135,2.0,306,3.5,90,3.5,409,3.0,42,3.0,20,3.5,79,1.5,298,3.0
4469,54,250,4.0,135,3.0,306,3.5,90,2.0,409,2.5,42,3.0,20,4.0,79,2.0,298,2.5
4469,53,250,4.0,135,4.0,306,3.5,90,4.0,409,3.5,42,2.0,20,4.0,79,2.0,298,3.0
4469,59,250,4.0,135,4.0,306,4.0,90,4.0,409,3.0,42,3.5,20,4.0,79,2.0,298,2.0
4470,13,54,4.0,110,3.0,395,3.5,42,3.0,413,2.5,31,3.5,53,4.0,18,2.5,219,3.5
4470,61,54,4.0,110,3.0,395,2.5,42,1.5,413,3.0,31,2.0,53,3.5,18,2.5,219,3.0
4470,53,54,4.0,110,2.5,395,2.0,42,2.0,413,1.5,31,3.0,53,2.5,18,2.0,219,4.0
4470,55,54,4.0,110,3.5,395,3.5,42,3.5,413,2.0,31,3.5,53,4.0,18,3.5,219,4.0
4470,59,54,4.0,110,2.5,395,3.5,42,3.5,413,2.0,31,4.0,53,4.0,18,3.0,219,4.0
4471,53,152,2.5,350,3.5,225,3.0,409,3.5,281,4.0,194,4.0,54,4.0,219,4.0,292,2.5
4471,52,152,3.5,350,2.0,225,4.0,409,1.5,281,4.0,194,2.5,54,4.0,219,3.0,292,4.0
4471,58,152,3.0,350,3.5,225,3.5,409,3.0,281,3.5,194,3.0,54,4.0,219,3.0,292,4.0
4471,62,152,3.0,350,4.0,225,3.0,409,3.5,281,4.0,194,4.0,54,4.0,219,4.0,292,3.0
4471,55,152,4.0,350,4.0,225,3.0,409,3.5,281,4.0,194,4.0,54,4.0,219,4.0,292,3.0
4472,13,167,3.0,98,4.0,303,3.5,307,4.0,407,4.0,275,3.0,196,2.0,142,1.5,158,2.0
4472,60,167,2.5,98,4.0,303,3.5,307,3.0,407,4.0,275,2.5,196,4.0,142,1.0,158,4.0
4472,55,167,2.0,98,3.0,303,0.5,307,3.0,407,2.0,275,3.5,196,3.5,142,2.5,158,3.5
4472,62,167,3.0,98,2.5,303,3.5,307,2.5,407,1.0,275,1.0,196,3.5,142,3.5,158,3.5
4472,56,167,3.0,98,4.0,303,1.0,307,4.0,407,4.0,275,3.0,196,2.5,142,4.0,158,3.5
4473,55,247,4.0,105,4.0,198,4.0,31,3.5,90,4.0,166,2.5,8,3.5,413,2.0,267,4.0
4473,52,247,4.0,105,3.5,198,3.5,31,4.0,90,4.0,166,2.5,8,3.5,413,2.5,267,4.0
4473,60,247,3.5,105,4.0,198,4.0,31,3.5,90,3.5,166,3.0,8,3.5,413,3.5,267,4.0
4473,58,247,0.5,105,3.0,198,4.0,31,3.0,90,1.0,166,0.5,8,4.0,413,3.5,267,4.0
4473,56,247,4.0,105,3.0,198,3.0,31,3.0,90,3.5,166,1.5,8,4.0,413,2.0,267,4.0
4474,57,48,2.5,413,4.0,100,1.5,37,3.5,129,3.0,60,4.0,106,3.0,31,2.5,407,4.0
4474,13,48,3.5,413,2.5,100,2.0,37,3.0,129,1.5,60,3.0,106,3.5,31,3.5,407,4.0
4474,62,48,4.0,413,2.0,100,3.5,37,4.0,129,4.0,60,4.0,106,3.5,31,4.0,407,1.0
4474,61,48,2.5,413,3.0,100,2.5,37,3.5,129,1.5,60,3.5,106,3.0,31,2.0,407,4.0
4474,56,48,4.0,413,2.0,100,1.5,37,4.0,129,2.0,60,4.0,106,3.0,31,3.0,407,4.0
4475,59,215,2.0,2,3.0,106,4.0,48,4.0,319,4.0,9,3.5,18,3.0,407,4.0,98,4.0
4475,63,215,2.5,2,2.0,106,3.5,48,3.0,319,4.0,9,0.5,18,2.0,407,4.0,98,3.0
4475,58,215,3.5,2,3.5,106,3.0,48,4.0,319,2.5,9,3.5,18,4.0,407,4.0,98,4.0
4475,56,215,3.5,2,4.0,106,3.0,48,4.0,319,4.0,9,4.0,18,3.5,407,4.0,98,4.0
4475,60,215,1.5,2,3.0,106,2.5,48,3.0,319,3.0,9,2.5,18,3.0,407,4.0,98,4.0
4476,61,281,2.0,224,3.5,225,3.5,409,2.5,197,2.5,48,2.5,250,2.5,212,3.5,2,3.5
4476,58,281,3.5,224,0.5,225,3.5,409,3.0,197,3.0,48,4.0,250,4.0,212,4.0,2,3.5
4476,52,281,4.0,224,1.5,225,4.0,409,1.5,197,3.0,48,3.0,250,2.5,212,3.0,2,2.5
4476,60,281,4.0,224,1.0,225,2.5,409,3.0,197,2.5,48,3.0,250,3.5,212,3.5,2,3.0
4476,59,281,4.0,224,2.0,225,3.0,409,3.0,197,2.0,48,4.0,250,4.0,212,3.5,2,3.0
4477,59,196,4.0,157,2.0,53,4.0,38,1.0,300,4.0,165,3.5,412,0.5,303,1.5,158,3.5
4477,62,196,3.5,157,1.0,53,3.5,38,3.0,300,4.0,165,4.0,412,2.5,303,3.5,158,3.5
4477,63,196,2.0,157,2.0,53,2.0,38,2.0,300,3.0,165,2.5,412,2.0,303,1.0,158,3.5
4477,13,196,2.0,157,3.0,53,4.0,38,2.0,300,3.0,165,3.5,412,3.5,303,3.5,158,2.0
4477,60,196,4.0,157,1.5,53,3.0,38,2.0,300,4.0,165,2.5,412,2.5,303,3.5,158,4.0
4478,63,68,1.0,409,2.0,49,2.5,413,3.0,225,3.0,54,4.0,98,3.0,359,2.0,370,3.5
4478,60,68,2.5,409,3.0,49,2.0,413,3.5,225,2.5,54,4.0,98,4.0,359,3.5,370,3.0
4478,52,68,3.5,409,1.5,49,3.5,413,2.5,225,4.0,54,4.0,98,4.0,359,2.5,370,3.0
4478,53,68,0.5,409,3.5,49,1.0,413,1.5,225,3.0,54,4.0,98,4.0,359,2.0,370,3.5
4478,54,68,2.5,409,2.5,49,1.5,413,2.5,225,2.0,54,4.0,98,4.0,359,2.5,370,3.0
4479,58,310,2.0,79,1.5,298,3.0,43,3.5,136,4.0,412,3.0,351,4.0,14,4.0,167,3.5
4479,61,310,1.5,79,1.0,298,2.0,43,2.5,136,2.5,412,2.5,351,4.0,14,3.5,167,2.5
4479,55,310,4.0,79,2.5,298,2.0,43,3.0,136,4.0,412,3.5,351,4.0,14,4.0,167,2.0
4479,52,310,2.0,79,1.5,298,3.5,43,2.5,136,4.0,412,2.0,351,3.0,14,4.0,167,3.5
4479,56,310,3.5,79,3.5,298,2.0,43,4.0,136,4.0,412,3.5,351,3.0,14,3.0,167,3.0
4480,59,167,1.5,306,4.0,169,3.5,319,4.0,92,4.0,38,1.0,198,3.5,215,2.0,24,4.0
4480,58,167,3.5,306,4.0,169,3.0,319,2.5,92,4.0,38,3.0,198,4.0,215,3.5,24,4.0
4480,54,167,1.5,306,3.5,169,3.5,319,4.0,92,3.0,38,3.0,198,3.5,215,1.5,24,3.5
4480,13,167,3.0,306,4.0,169,3.5,319,4.0,92,4.0,38,2.0,198,4.0,215,2.0,24,4.0
4480,55,167,2.0,306,3.5,169,3.0,319,4.0,92,4.0,38,3.5,198,4.0,215,2.0,24,2.5
4481,61,198,3.5,325,3.5,37,3.5,275,4.0,20,3.0,100,2.5,160,2.0,406,2.5,31,2.0
4481,55,198,4.0,325,4.0,37,4.0,275,3.5,20,4.0,100,4.0,160,3.0,406,3.5,31,3.5
4481,54,198,3.5,325,3.5,37,3.5,275,2.0,20,4.0,100,2.5,160,2.5,406,4.0,31,3.0
4481,52,198,3.5,325,4.0,37,3.0,275,4.0,20,4.0,100,3.0,160,1.5,406,4.0,31,4.0
4481,13,198,4.0,325,3.5,37,3.0,275,3.0,20,4.0,100,2.0,160,3.0,406,4.0,31,3.5
4482,57,14,4.0,83,4.0,48,2.5,275,2.5,319,1.0,144,2.5,20,3.0,8,4.0,110,3.5
4482,53,14,3.0,83,4.0,48,3.5,275,2.0,319,4.0,144,0.5,20,4.0,8,4.0,110,2.5
4482,55,14,4.0,83,2.5,48,3.0,275,3.5,319,4.0,144,3.0,20,4.0,8,3.5,110,3.5
4482,59,14,4.0,83,3.0,48,4.0,275,3.0,319,4.0,144,3.5,20,4.0,8,4.0,110,2.5
4482,61,14,3.5,83,4.0,48,2.5,275,4.0,319,3.5,144,4.0,20,3.0,8,3.5,110,3.0
4483,55,127,1.5,310,4.0,267,4.0,144,3.0,298,2.0,101,3.0,24,2.5,413,2.0,359,2.5
4483,62,127,1.0,310,3.5,267,4.0,144,4.0,298,3.0,101,3.0,24,3.0,413,2.0,359,4.0
4483,52,127,3.5,310,2.0,267,4.0,144,3.5,298,3.5,101,3.5,24,4.0,413,2.5,359,2.5
4483,63,127,1.5,310,3.5,267,4.0,144,1.5,298,2.5,101,2.5,24,2.0,413,3.0,359,2.0
4483,56,127,2.0,310,3.5,267,4.0,144,4.0,298,2.0,101,1.0,24,4.0,413,2.0,359,4.0
4484,52,90,4.0,225,4.0,407,4.0,166,2.5,247,4.0,250,2.5,117,3.5,209,2.0,275,4.0
4484,61,90,0.5,225,3.5,407,4.0,166,2.0,247,4.0,250,2.5,117,1.0,209,3.0,275,4.0
4484,57,90,3.0,225,3.0,407,4.0,166,2.0,247,4.0,250,3.5,117,3.0,209,2.5,275,2.5
4484,58,90,1.0,225,3.5,407,4.0,166,0.5,247,0.5,250,4.0,117,3.5,209,3.5,275,3.5
4484,53,90,4.0,225,3.0,407,4.0,166,1.0,247,4.0,250,4.0,117,2.5,209,1.5,275,2.0
4485,57,198,3.5,367,2.5,90,3.0,48,2.5,260,0.5,169,4.0,212,3.0,247,4.0,281,1.5
4485,54,198,3.5,367,4.0,90,2.0,48,2.5,260,2.5,169,3.5,212,4.0,247,4.0,281,4.0
4485,58,198,4.0,367,4.0,90,1.0,48,4.0,260,0.5,169,3.0,212,4.0,247,0.5,281,3.5
4485,13,198,4.0,367,3.5,90,1.5,48,3.5,260,2.5,169,3.5,212,3.5,247,4.0,281,4.0
4485,59,198,3.5,367,4.0,90,4.0,48,4.0,260,2.5,169,3.5,212,3.5,247,4.0,281,4.0
4486,60,367,3.0,42,3.0,413,3.5,298,3.0,409,3.0,336,3.5,136,3.5,18,3.0,306,3.5
4486,58,367,4.0,42,4.0,413,3.5,298,3.0,409,3.0,336,3.0,136,4.0,18,4.0,306,4.0
4486,13,367,3.5,42,3.0,413,2.5,298,2.5,409,3.0,336,3.0,136,3.0,18,2.5,306,4.0
4486,62,367,4.0,42,4.0,413,2.0,298,3.0,409,3.5,336,3.0,136,4.0,18,3.5,306,3.5
4486,53,367,4.0,42,2.0,413,1.5,298,3.0,409,3.5,336,4.0,136,4.0,18,2.0,306,3.5
4487,59,409,3.0,319,4.0,157,2.0,388,1.5,407,4.0,196,4.0,20,4.0,412,0.5,250,4.0
4487,58,409,3.0,319,2.5,157,3.5,388,4.0,407,4.0,196,3.0,20,3.0,412,3.0,250,4.0
4487,52,409,1.5,319,0.5,157,3.5,388,4.0,407,4.0,196,4.0,20,4.0,412,2.0,250,2.5
4487,61,409,2.5,319,3.5,157,2.5,388,1.0,407,4.0,196,1.5,20,3.0,412,2.5,250,2.5
4487,54,409,2.5,319,4.0,157,2.0,388,2.0,407,4.0,196,3.0,20,4.0,412,3.5,250,4.0
4488,54,100,2.5,110,2.0,409,2.5,315,3.0,298,2.5,415,4.0,260,2.5,225,2.0,197,2.0
4488,13,100,2.0,110,3.0,409,3.0,315,1.0,298,2.5,415,4.0,260,2.5,225,3.0,197,1.0
4488,62,100,3.5,110,4.0,409,3.5,315,4.0,298,3.0,415,3.5,260,0.5,225,3.0,197,2.5
4488,52,100,3.0,110,3.0,409,1.5,315,4.0,298,3.5,415,4.0,260,0.5,225,4.0,197,3.0
4488,53,100,2.5,110,2.5,409,3.5,315,4.0,298,3.0,415,4.0,260,0.5,225,3.0,197,2.0
4489,62,196,3.5,98,2.5,289,3.0,194,4.0,9,3.0,79,3.5,300,4.0,129,4.0,404,3.5
4489,13,196,2.0,98,4.0,289,3.0,194,3.0,9,1.0,79,1.0,300,3.0,129,1.5,404,3.5
4489,61,196,1.5,98,3.0,289,1.5,194,3.5,9,0.5,79,1.0,300,1.5,129,1.5,404,2.0
4489,56,196,2.5,98,4.0,289,2.5,194,2.5,9,4.0,79,3.5,300,4.0,129,2.0,404,3.5
4489,55,196,3.5,98,3.0,289,3.5,194,4.0,9,2.0,79,2.5,300,3.0,129,3.5,404,3.0
4490,60,53,3.0,250,3.5,216,3.5,54,4.0,31,3.5,165,2.5,219,3.5,367,3.0,413,3.5
4490,63,53,2.0,250,3.5,216,4.0,54,4.0,31,3.0,165,2.5,219,4.0,367,2.5,413,3.0
4490,59,53,4.0,250,4.0,216,4.0,54,4.0,31,4.0,165,3.5,219,4.0,367,4.0,413,2.0
4490,58,53,4.0,250,4.0,216,4.0,54,4.0,31,3.0,165,4.0,219,3.0,367,4.0,413,3.5
4490,52,53,3.5,250,2.5,216,3.5,54,4.0,31,4.0,165,3.0,219,3.0,367,4.0,413,2.5
4491,63,79,1.0,395,2.5,409,2.0,275,3.5,212,4.0,38,2.0,8,4.0,9,0.5,24,2.0
4491,52,79,1.5,395,1.5,409,1.5,275,4.0,212,3.0,38,4.0,8,3.5,9,1.0,24,4.0
4491,60,79,1.5,395,3.0,409,3.0,275,2.5,212,3.5,38,2.0,8,3.5,9,2.5,24,3.0
4491,61,79,1.0,395,2.5,409,2.5,275,4.0,212,3.5,38,2.5,8,3.5,9,0.5,24,1.5
4491,13,79,1.0,395,3.5,409,3.0,275,3.0,212,3.5,38,2.0,8,3.5,9,1.0,24,4.0
4492,62,142,3.5,410,4.0,105,3.5,54,4.0,136,4.0,60,4.0,233,4.0,124,3.0,415,3.5
4492,55,142,2.5,410,4.0,105,4.0,54,4.0,136,4.0,60,4.0,233,2.0,124,4.0,415,2.5
4492,56,142,4.0,410,3.5,105,3.0,54,4.0,136,4.0,60,4.0,233,3.0,124,3.5,415,4.0
4492,53,142,0.5,410,3.5,105,3.0,54,4.0,136,4.0,60,3.5,233,4.0,124,3.5,415,4.0
4492,59,142,4.0,410,3.5,105,3.0,54,4.0,136,4.0,60,4.0,233,4.0,124,4.0,415,4.0
4493,13,198,4.0,165,3.5,159,2.5,53,4.0,196,2.0,31,3.5,289,3.0,144,3.0,323,3.5
4493,52,198,3.5,165,3.0,159,4.0,53,3.5,196,4.0,31,4.0,289,0.5,144,3.5,323,4.0
4493,56,198,3.0,165,3.0,159,4.0,53,4.0,196,2.5,31,3.0,289,2.5,144,4.0,323,3.0
4493,59,198,3.5,165,3.5,159,4.0,53,4.0,196,4.0,31,4.0,289,3.0,144,3.5,323,3.5
4493,58,198,4.0,165,4.0,159,3.0,53,4.0,196,3.0,31,3.0,289,4.0,144,3.5,323,3.5
4494,58,129,4.0,103,2.0,165,4.0,297,3.0,226,4.0,24,4.0,106,3.0,289,4.0,110,2.0
4494,62,129,4.0,103,3.0,165,4.0,297,3.5,226,3.0,24,3.0,106,3.5,289,3.0,110,4.0
4494,56,129,2.0,103,1.0,165,3.0,297,3.5,226,2.5,24,4.0,106,3.0,289,2.5,110,3.0
4494,59,129,4.0,103,3.5,165,3.5,297,4.0,226,3.5,24,4.0,106,4.0,289,3.0,110,2.5
4494,54,129,2.0,103,2.0,165,2.5,297,2.5,226,3.0,24,3.5,106,3.0,289,2.5,110,2.0
4495,54,267,4.0,14,2.5,215,1.5,142,2.5,167,1.5,20,4.0,298,2.5,212,4.0,409,2.5
4495,13,267,4.0,14,3.5,215,2.0,142,1.5,167,3.0,20,4.0,298,2.5,212,3.5,409,3.0
4495,56,267,4.0,14,3.0,215,3.5,142,4.0,167,3.0,20,4.0,298,2.0,212,2.0,409,3.5
4495,55,267,4.0,14,4.0,215,2.0,142,2.5,167,2.0,20,4.0,298,2.0,212,3.0,409,3.5
4495,61,267,4.0,14,3.5,215,2.5,142,4.0,167,2.5,20,3.0,298,2.0,212,3.5,409,2.5
4496,52,20,4.0,325,4.0,144,3.5,132,4.0,196,4.0,64,2.5,247,4.0,215,3.0,38,4.0
4496,62,20,3.0,325,4.0,144,4.0,132,2.5,196,3.5,64,3.5,247,4.0,215,2.5,38,3.0
4496,55,20,4.0,325,4.0,144,3.0,132,4.0,196,3.5,64,3.0,247,4.0,215,2.0,38,3.5
4496,58,20,3.0,325,3.5,144,3.5,132,4.0,196,3.0,64,4.0,247,0.5,215,3.5,38,3.0
4496,63,20,4.0,325,3.0,144,1.5,132,3.0,196,2.0,64,1.5,247,4.0,215,2.5,38,2.0
4497,13,54,4.0,410,3.0,60,3.0,196,2.0,53,4.0,209,4.0,254,0.5,332,3.0,42,3.0
4497,59,54,4.0,410,3.5,60,4.0,196,4.0,53,4.0,209,4.0,254,2.5,332,2.5,42,3.5
4497,55,54,4.0,410,4.0,60,4.0,196,3.5,53,4.0,209,4.0,254,3.0,332,2.0,42,3.5
4497,62,54,4.0,410,4.0,60,4.0,196,3.5,53,3.5,209,4.0,254,2.5,332,2.5,42,4.0
4497,58,54,4.0,410,3.5,60,3.5,196,3.0,53,4.0,209,3.5,254,2.5,332,3.0,42,4.0
4498,55,404,3.0,402,3.0,31,3.5,197,2.5,53,4.0,79,2.5,119,3.5,90,4.0,319,4.0
4498,57,404,2.5,402,2.0,31,2.5,197,2.0,53,3.5,79,1.5,119,3.0,90,3.0,319,1.0
4498,61,404,2.0,402,0.5,31,2.0,197,2.5,53,3.5,79,1.0,119,3.5,90,0.5,319,3.5
4498,53,404,4.0,402,0.5,31,3.0,197,2.0,53,2.5,79,2.0,119,3.0,90,4.0,319,4.0
4498,60,404,3.5,402,2.0,31,3.5,197,2.5,53,3.0,79,1.5,119,3.0,90,3.5,319,3.0
4499,52,281,4.0,98,4.0,413,2.5,209,2.0,323,4.0,60,4.0,105,3.5,142,1.0,119,4.0
4499,53,281,4.0,98,4.0,413,1.5,209,1.5,323,3.5,60,3.5,105,3.0,142,0.5,119,3.0
4499,62,281,4.0,98,2.5,413,2.0,209,4.0,323,2.0,60,4.0,105,3.5,142,3.5,119,3.5
4499,56,281,4.0,98,4.0,413,2.0,209,4.0,323,3.0,60,4.0,105,3.0,142,4.0,119,4.0
4499,61,281,2.0,98,3.0,413,3.0,209,3.0,323,0.5,60,3.5,105,2.0,142,4.0,119,3.5
4500,55,384,4.0,395,3.5,159,4.0,407,2.0,197,2.5,100,4.0,216,4.0,127,1.5,68,4.0
4500,56,384,4.0,395,3.0,159,4.0,407,4.0,197,3.0,100,1.5,216,4.0,127,2.0,68,3.5
4500,13,384,4.0,395,3.5,159,2.5,407,4.0,197,1.0,100,2.0,216,4.0,127,2.0,68,2.5
4500,60,384,3.5,395,3.0,159,4.0,407,4.0,197,2.5,100,2.5,216,3.5,127,3.5,68,2.5
4500,62,384,4.0,395,4.0,159,4.0,407,1.0,197,2.5,100,3.5,216,3.0,127,1.0,68,2.0
4501,58,98,4.0,129,4.0,79,1.5,18,4.0,332,3.0,100,3.5,8,4.0,24,4.0,310,2.0
