item,user-1,rating-1,user-2,rating-2,user-3,rating-3,user-4,rating-4
280,561,4.0,741,5.0,1253,3.0,974,
23,1168,5.0,979,,1508,4.0,168,4.0
246,576,5.0,163,5.0,1491,,214,5.0
16,1621,,85,2.0,906,4.0,1198,4.0
33,1441,4.0,1732,4.0,265,,447,5.0
38,306,5.0,834,3.0,1096,4.0,478,
8,1442,,789,5.0,1479,4.0,29,5.0
72,772,4.0,1254,5.0,1417,5.0,61,
129,657,5.0,690,4.0,723,4.0,40,
200,433,4.0,178,,790,4.0,488,5.0
51,357,5.0,1367,5.0,568,,364,5.0
81,1536,3.0,1718,4.0,359,5.0,1707,5.0
81,864,5.0,309,5.0,182,,566,5.0
208,1738,,221,4.0,238,3.0,1182,4.0
113,632,4.0,1753,5.0,1193,5.0,1708,
11,1497,,557,4.0,270,5.0,190,5.0
1,97,3.0,1441,3.0,1175,3.0,586,
190,1351,5.0,1450,3.0,1310,,1071,3.0
51,473,4.0,347,5.0,862,4.0,1710,
352,1718,,1096,3.0,187,4.0,1182,4.0
173,1602,4.0,375,4.0,1357,3.0,1167,
129,1441,5.0,1720,4.0,938,,1294,5.0
0,372,4.0,564,4.0,1653,4.0,811,
208,963,5.0,1581,4.0,1261,,1327,5.0
129,1141,4.0,1077,5.0,714,4.0,506,
119,256,5.0,530,3.0,741,,1195,5.0
44,468,5.0,868,3.0,37,,234,4.0
106,471,4.0,1576,,521,4.0,1502,4.0
197,177,4.0,1417,3.0,1611,2.0,845,4.0
129,1041,5.0,359,,1274,5.0,988,2.0
334,865,5.0,309,4.0,840,2.0,445,
127,51,4.0,775,,124,3.0,558,4.0
49,88,5.0,1400,5.0,348,4.0,13,3.0
207,1536,4.0,789,3.0,229,5.0,632,
33,1556,,539,4.0,284,4.0,1182,3.0
119,1059,5.0,1638,3.0,942,5.0,1342,
109,1344,4.0,1077,4.0,11,,860,3.0
26,353,5.0,678,,696,4.0,1433,4.0
81,387,5.0,248,,154,4.0,122,5.0
43,513,4.0,1138,5.0,4,5.0,873,
149,772,3.0,757,,310,3.0,830,5.0
129,387,,537,4.0,1182,4.0,863,5.0
15,1300,5.0,1065,5.0,683,4.0,1214,
43,517,,1065,3.0,1514,4.0,383,5.0
197,16,4.0,804,,1608,2.0,1561,4.0
183,1122,3.0,726,4.0,1436,4.0,972,5.0
129,1296,5.0,266,5.0,1581,4.0,750,
15,1312,,1204,4.0,998,4.0,937,4.0
86,208,,1364,5.0,1748,4.0,278,5.0
54,1601,4.0,278,4.0,295,,971,4.0
81,593,5.0,1427,4.0,1352,,154,4.0
598,801,4.0,681,4.0,203,,411,3.0
1,480,5.0,932,4.0,157,4.0,1711,4.0
109,310,5.0,729,2.0,396,,1358,5.0
43,914,4.0,1029,,1293,3.0,1295,5.0
15,32,4.0,688,5.0,144,3.0,983,3.0
203,402,,167,4.0,184,4.0,555,3.0
8,978,,710,5.0,475,4.0,703,5.0
54,596,,1480,2.0,970,5.0,1086,4.0
33,1077,4.0,747,3.0,270,3.0,1375,
26,864,4.0,850,3.0,467,,773,5.0
180,225,4.0,692,4.0,424,4.0,1290,
193,1345,4.0,1713,5.0,707,4.0,1235,2.0
61,326,4.0,1559,4.0,600,,1679,4.0
0,97,3.0,834,5.0,1602,,136,4.0
223,321,3.0,306,4.0,756,,585,3.0
43,230,5.0,1544,5.0,1068,5.0,687,
83,867,3.0,1465,,955,4.0,732,4.0
129,802,5.0,1222,4.0,922,,1084,5.0
200,1091,3.0,1476,3.0,870,,1455,5.0
270,897,4.0,1079,4.0,1591,3.0,666,
129,36,5.0,1463,,170,3.0,954,5.0
86,917,,567,3.0,652,4.0,271,4.0
23,913,5.0,391,5.0,730,2.0,172,5.0
23,22,4.0,951,5.0,984,4.0,92,4.0
166,602,2.0,188,4.0,1006,5.0,1679,
213,454,,1703,1.0,648,3.0,1100,4.0
63,580,5.0,612,4.0,1128,3.0,159,
81,1648,5.0,806,4.0,1306,,795,5.0
89,405,3.0,774,,375,3.0,254,2.0
208,471,,888,5.0,539,5.0,894,5.0
26,594,,85,4.0,332,5.0,174,5.0
49,912,4.0,1236,,315,4.0,1101,5.0
149,519,3.0,153,4.0,1308,,623,3.0
122,1552,3.0,1513,,555,3.0,252,3.0
128,1046,4.0,810,4.0,795,5.0,1646,
26,928,5.0,681,3.0,1228,4.0,1676,
33,1684,3.0,908,5.0,348,,973,4.0
8,1417,5.0,1228,5.0,317,4.0,175,
62,1717,4.0,230,5.0,152,5.0,1485,
244,322,4.0,453,3.0,587,3.0,591,
83,1184,5.0,883,4.0,1638,5.0,839,
375,882,,855,5.0,1417,4.0,1706,5.0
8,1317,5.0,1557,5.0,54,5.0,73,
23,1698,,659,3.0,1304,5.0,779,5.0
15,404,5.0,1655,4.0,1596,5.0,685,
81,1273,5.0,1003,5.0,412,,1165,5.0
73,864,5.0,906,5.0,843,,987,5.0
208,276,5.0,1001,3.0,906,4.0,1468,
11,819,3.0,579,3.0,1591,3.0,636,4.0
43,54,5.0,537,5.0,314,5.0,1709,
208,1010,4.0,290,4.0,467,4.0,1173,
42,1553,,228,3.0,1111,4.0,284,5.0
145,1250,4.0,1635,1.0,253,4.0,575,3.0
8,961,5.0,1251,,1398,4.0,815,5.0
1,64,4.0,259,3.0,502,4.0,1117,
16,546,5.0,39,3.0,249,4.0,379,
76,8,4.0,1722,,251,4.0,44,2.0
1,626,4.0,122,3.0,603,4.0,125,3.0
81,1696,5.0,1537,2.0,274,,1690,5.0
157,1123,,469,4.0,987,5.0,1503,4.0
23,1682,4.0,1436,3.0,525,5.0,1134,
81,1458,5.0,1273,5.0,1082,,1644,4.0
8,540,3.0,1677,,78,4.0,1551,4.0
288,1602,,1043,4.0,280,4.0,1486,4.0
15,804,5.0,375,,1688,1.0,731,4.0
143,107,1.0,284,3.0,655,1.0,367,
157,1553,1.0,364,3.0,45,,1134,3.0
49,1041,4.0,1704,4.0,410,,525,5.0
146,148,,520,2.0,636,5.0,1054,4.0
149,710,4.0,508,3.0,574,,270,4.0
208,502,3.0,1339,4.0,171,,1374,3.0
188,1731,,789,3.0,520,4.0,473,5.0
15,656,5.0,1508,,41,5.0,1307,4.0
0,944,,276,4.0,1604,5.0,1098,5.0
268,897,2.0,52,2.0,838,,1181,2.0
32,1700,,233,2.0,874,4.0,1500,3.0
207,561,4.0,1684,3.0,806,4.0,680,
113,468,5.0,409,3.0,1193,5.0,267,
44,1193,5.0,425,,234,4.0,603,4.0
200,769,4.0,884,,732,4.0,622,2.0
8,1154,4.0,1267,,910,4.0,159,3.0
272,486,3.0,391,,599,3.0,280,5.0
185,1680,4.0,64,,146,2.0,1245,4.0
71,67,,51,5.0,842,4.0,1132,5.0
535,405,3.0,697,2.0,1243,,254,3.0
208,788,5.0,1464,,72,3.0,589,4.0
253,54,4.0,550,4.0,408,,143,5.0
183,564,,1175,5.0,1754,5.0,1612,4.0
0,1235,1.0,100,2.0,1578,,223,4.0
16,1475,,963,4.0,83,3.0,68,5.0
61,884,4.0,1320,4.0,745,,269,2.0
40,17,,865,4.0,1460,5.0,77,4.0
54,199,,1432,4.0,1484,5.0,925,5.0
44,884,,965,5.0,263,3.0,504,4.0
44,1732,3.0,598,4.0,1194,5.0,1612,
343,904,3.0,1210,3.0,75,,1532,3.0
471,1556,2.0,988,2.0,589,,622,3.0
76,997,4.0,1173,2.0,1351,,1210,3.0
200,1572,4.0,116,3.0,539,,1549,3.0
111,1728,,865,5.0,1619,5.0,1353,3.0
63,1588,5.0,1637,4.0,598,4.0,908,
76,54,4.0,521,5.0,443,2.0,511,
274,576,5.0,1361,5.0,1003,,78,4.0
43,453,5.0,790,2.0,375,,281,4.0
44,1555,,341,3.0,941,3.0,1357,4.0
81,1300,4.0,1367,5.0,1066,,1677,5.0
379,625,,1334,4.0,604,4.0,446,3.0
172,103,2.0,1195,3.0,460,,78,3.0
200,568,,1017,4.0,602,2.0,1228,3.0
32,146,5.0,1450,4.0,1277,,78,3.0
103,1314,2.0,1333,4.0,182,3.0,589,
11,434,5.0,1270,5.0,87,3.0,360,
122,96,,1410,1.0,987,5.0,846,5.0
282,993,,1364,1.0,1222,4.0,1196,3.0
26,966,5.0,630,4.0,503,,619,4.0
23,945,4.0,950,5.0,348,4.0,493,
141,1280,4.0,740,5.0,1014,5.0,796,
16,546,5.0,756,4.0,1626,,107,4.0
49,1552,4.0,1330,4.0,1543,,651,5.0
15,1284,4.0,1028,3.0,455,4.0,1180,
26,1713,5.0,1378,,804,5.0,662,4.0
223,1620,3.0,1398,,166,5.0,983,4.0
85,1015,,633,3.0,572,4.0,1470,4.0
107,306,2.0,1235,4.0,1339,,1276,4.0
19,1744,,293,2.0,101,4.0,311,4.0
44,259,,228,3.0,1094,4.0,88,5.0
44,965,5.0,952,,1544,5.0,588,4.0
208,466,5.0,858,5.0,666,4.0,221,4.0
190,1495,3.0,1448,,106,3.0,540,3.0
193,887,5.0,251,5.0,974,5.0,1167,
81,1584,,1748,5.0,468,5.0,436,4.0
11,179,4.0,613,5.0,248,,1353,5.0
11,67,,325,2.0,216,5.0,539,5.0
86,979,4.0,309,5.0,1708,3.0,1741,
51,1058,5.0,1588,3.0,374,4.0,1163,
180,1254,3.0,922,3.0,1147,3.0,1487,
44,225,5.0,1140,5.0,909,5.0,381,
39,337,5.0,690,4.0,259,,1084,5.0
81,594,,1154,4.0,603,4.0,1404,4.0
120,228,3.0,1701,,539,2.0,237,1.0
81,1057,3.0,501,,1047,5.0,1146,5.0
11,1520,3.0,34,3.0,661,,1181,5.0
11,514,4.0,509,,589,5.0,1503,4.0
207,562,,87,4.0,856,4.0,298,3.0
49,1346,,1205,5.0,1254,4.0,1239,5.0
81,322,5.0,1603,5.0,483,3.0,975,
62,1732,4.0,647,,713,4.0,1370,2.0
139,832,3.0,834,3.0,1554,,1364,3.0
174,227,3.0,374,4.0,1499,,589,5.0
152,1728,4.0,1611,4.0,397,5.0,477,
8,336,4.0,498,5.0,1627,4.0,1662,4.0
178,82,4.0,599,3.0,1703,2.0,892,
266,1203,4.0,598,3.0,1722,,1611,3.0
61,1682,4.0,739,,230,2.0,1711,5.0
430,1638,3.0,1448,4.0,747,,1391,2.0
0,1570,3.0,967,4.0,137,,507,5.0
375,118,,201,4.0,943,3.0,623,4.0
68,1649,4.0,1554,5.0,491,,573,5.0
16,341,,106,5.0,1146,4.0,1694,4.0
15,227,3.0,168,5.0,411,5.0,1022,
49,403,,377,4.0,539,4.0,271,5.0
26,1697,5.0,1281,5.0,1319,,332,5.0
222,1057,2.0,1368,1.0,282,,237,5.0
15,1058,5.0,820,5.0,37,,1654,5.0
140,549,4.0,888,1.0,1177,,1514,2.0
81,915,,728,5.0,152,5.0,31,5.0
129,625,4.0,1428,,1670,4.0,573,5.0
26,64,4.0,275,5.0,1029,,952,3.0
8,146,5.0,1428,5.0,297,5.0,863,
129,1141,4.0,1222,4.0,1417,,1071,5.0
43,1313,5.0,229,4.0,85,3.0,825,
23,385,,897,5.0,674,5.0,954,3.0
49,1314,4.0,146,4.0,722,4.0,1119,4.0
113,1209,5.0,764,,1581,4.0,271,2.0
16,576,4.0,457,4.0,654,,1183,4.0
15,208,5.0,888,4.0,394,4.0,13,3.0
134,1267,4.0,298,,1246,4.0,1054,5.0
287,1538,,1314,3.0,708,3.0,1448,5.0
119,1476,4.0,1030,4.0,473,,124,4.0
246,1651,4.0,54,5.0,1420,3.0,1004,
228,1750,,316,1.0,461,5.0,1599,3.0
16,1232,,337,2.0,500,5.0,221,5.0
81,1433,5.0,11,4.0,303,4.0,1711,3.0
214,1254,5.0,215,,799,4.0,1615,2.0
15,851,5.0,1203,5.0,1077,5.0,1542,3.0
1,1217,4.0,965,3.0,247,4.0,1450,2.0
11,402,,1588,4.0,1210,4.0,1339,4.0
202,34,4.0,118,,123,4.0,1740,3.0
85,630,4.0,855,,1068,4.0,143,5.0
8,1062,5.0,759,4.0,504,3.0,1481,
109,1747,5.0,309,4.0,424,4.0,493,
218,96,,832,1.0,747,3.0,223,4.0
377,1106,4.0,1161,,1563,3.0,1388,3.0
81,954,5.0,1180,4.0,764,,1614,5.0
23,1651,5.0,308,5.0,263,5.0,799,
86,1270,4.0,119,3.0,237,,1006,3.0
43,466,,856,5.0,907,5.0,879,5.0
42,820,4.0,1478,3.0,89,3.0,1577,4.0
15,422,,679,4.0,1148,4.0,1054,4.0
49,1512,5.0,874,5.0,1707,4.0,1583,5.0
185,1287,4.0,1735,3.0,361,4.0,1294,
401,1349,3.0,454,5.0,604,3.0,814,4.0
86,501,,1303,4.0,1561,5.0,1274,2.0
129,1699,5.0,968,5.0,766,,863,5.0
69,1317,5.0,1512,,1181,3.0,1389,5.0
49,1025,2.0,51,4.0,666,4.0,623,4.0
334,786,4.0,1203,5.0,214,4.0,1614,
81,1481,4.0,747,4.0,61,5.0,1406,4.0
1,968,2.0,1705,,107,4.0,1052,4.0
1,1537,,1492,3.0,1541,4.0,1307,3.0
49,1281,,690,5.0,517,4.0,1295,4.0
274,1481,4.0,1051,5.0,461,5.0,93,
81,544,5.0,177,,921,5.0,587,4.0
149,673,,1556,5.0,694,4.0,695,5.0
83,1713,5.0,883,4.0,1671,,922,4.0
49,641,,676,5.0,954,3.0,1131,3.0
44,1444,4.0,84,,1176,4.0,125,5.0
33,528,4.0,0,4.0,411,4.0,813,
11,1440,4.0,149,4.0,717,5.0,285,
42,1251,3.0,1141,4.0,454,5.0,889,
40,532,4.0,826,5.0,859,,236,5.0
438,1057,,961,4.0,851,4.0,1711,3.0
190,242,4.0,1660,4.0,159,,1711,2.0
49,273,,1057,4.0,295,4.0,648,5.0
69,1223,4.0,1128,2.0,729,1.0,811,
1,867,3.0,1075,5.0,756,,1269,4.0
127,774,,1015,5.0,936,5.0,107,3.0
310,146,5.0,581,4.0,1606,4.0,153,
8,64,5.0,758,4.0,167,4.0,409,
85,1750,,504,2.0,492,4.0,334,1.0
43,1745,3.0,322,5.0,1237,,854,5.0
145,611,,820,3.0,1606,5.0,713,3.0
16,370,,772,4.0,329,2.0,826,2.0
37,181,,1606,4.0,717,5.0,271,3.0
358,52,5.0,983,5.0,393,,860,4.0
109,595,5.0,1095,5.0,1353,3.0,318,
334,1676,,222,2.0,943,4.0,447,5.0
266,1684,5.0,1292,,1246,3.0,558,3.0
183,947,4.0,1078,2.0,744,5.0,1401,
83,992,,1524,3.0,631,4.0,570,4.0
0,163,3.0,604,3.0,142,,447,3.0
43,64,4.0,1201,,1512,5.0,249,5.0
129,1312,,722,5.0,1513,5.0,1036,5.0
44,373,,552,4.0,1052,5.0,686,4.0
110,1491,3.0,1091,1.0,665,,447,4.0
1,705,,1124,3.0,263,4.0,1167,3.0
16,656,,1616,4.0,1751,2.0,1406,4.0
49,1233,,185,3.0,555,4.0,559,5.0
93,643,,554,5.0,140,3.0,332,3.0
49,1578,1.0,507,4.0,1324,5.0,1021,
81,880,5.0,1588,3.0,108,4.0,687,
43,1443,,133,5.0,1660,5.0,573,5.0
1,817,4.0,673,,1153,4.0,1663,4.0
354,323,3.0,997,3.0,650,,378,5.0
49,133,5.0,570,,252,3.0,351,4.0
12,806,4.0,843,,1534,5.0,1743,5.0
43,1426,,247,4.0,107,5.0,461,5.0
339,1282,3.0,195,,215,3.0,733,3.0
44,1250,4.0,468,5.0,1079,4.0,539,
48,530,3.0,1635,4.0,740,5.0,1159,
274,390,4.0,887,4.0,1113,3.0,1630,
43,1753,,1196,4.0,461,5.0,221,4.0
44,304,,1410,3.0,922,3.0,1146,4.0
153,530,3.0,714,,1484,2.0,623,2.0
249,1281,,865,4.0,254,1.0,1615,2.0
18,1008,,1034,4.0,1310,5.0,1454,5.0
149,1587,4.0,796,4.0,78,3.0,846,
42,1520,4.0,34,4.0,71,5.0,1385,
379,449,5.0,1405,,141,5.0,735,4.0
11,1184,4.0,277,5.0,1465,,1162,5.0
71,145,,339,5.0,1034,5.0,1711,4.0
23,775,,219,5.0,1196,4.0,1084,4.0
42,338,,852,3.0,713,4.0,109,4.0
54,1634,5.0,277,5.0,71,5.0,1272,
133,896,1.0,883,3.0,613,,860,4.0
153,1235,5.0,1144,1.0,1357,,461,2.0
26,1441,4.0,18,4.0,163,5.0,1620,
49,1749,,709,3.0,1638,5.0,455,5.0
113,243,4.0,1045,,508,3.0,444,3.0
222,1698,,1469,4.0,1358,4.0,1231,3.0
183,1540,,221,5.0,207,5.0,127,5.0
49,1207,3.0,841,,985,5.0,1578,1.0
114,51,3.0,1559,4.0,840,4.0,1002,
83,881,4.0,1707,,142,4.0,735,4.0
15,583,4.0,62,4.0,495,4.0,591,4.0
205,192,3.0,1493,,236,2.0,1694,4.0
321,18,3.0,468,4.0,68,,1591,1.0
81,803,5.0,454,5.0,1736,5.0,939,3.0
43,800,4.0,1208,,921,5.0,11,5.0
38,1730,5.0,166,5.0,954,,942,5.0
51,675,5.0,950,4.0,1630,5.0,287,
129,1584,5.0,1322,2.0,1371,,1165,5.0
44,394,,860,5.0,829,5.0,1182,4.0
68,977,4.0,407,,603,5.0,461,5.0
23,755,,309,5.0,361,4.0,172,5.0
15,672,,1607,3.0,1624,5.0,859,4.0
54,1026,5.0,406,5.0,969,5.0,270,
218,561,3.0,1095,5.0,937,4.0,1502,
44,1397,3.0,1161,3.0,1020,4.0,1390,
145,1632,,513,3.0,259,3.0,182,4.0
208,242,,666,4.0,315,5.0,237,5.0
183,1136,3.0,1713,4.0,1579,,1436,4.0
61,1600,3.0,977,5.0,1428,4.0,407,
200,1360,5.0,289,,314,4.0,383,3.0
11,842,4.0,811,4.0,284,5.0,701,
181,834,5.0,324,5.0,822,,605,4.0
26,281,4.0,26,4.0,717,2.0,1501,5.0
81,1329,5.0,70,,1368,3.0,461,5.0
54,1168,4.0,1605,,262,4.0,1084,5.0
15,384,,1381,4.0,1020,5.0,620,4.0
83,1058,5.0,964,4.0,647,,890,2.0
208,1559,4.0,1223,,1210,3.0,494,5.0
15,560,4.0,1216,,680,5.0,521,5.0
107,1621,4.0,1687,2.0,554,,334,3.0
180,731,3.0,254,3.0,94,,1182,4.0
149,613,5.0,376,4.0,908,3.0,797,
8,881,4.0,505,5.0,765,,1246,4.0
190,896,3.0,1025,2.0,906,4.0,331,
428,832,,705,3.0,1697,5.0,1694,5.0
23,261,,1238,4.0,1580,5.0,1356,3.0
208,1019,,845,5.0,365,5.0,63,3.0
62,436,,324,3.0,101,5.0,1708,4.0
183,1026,5.0,708,4.0,1204,4.0,268,
149,1393,4.0,484,5.0,1581,4.0,1742,
15,371,5.0,503,,1192,5.0,394,4.0
26,1460,5.0,1621,5.0,1468,,894,4.0
169,280,4.0,809,,1721,4.0,1564,4.0
0,1680,4.0,696,4.0,937,,139,3.0
43,345,5.0,858,5.0,251,4.0,1357,5.0
462,1588,4.0,1527,,759,4.0,1326,4.0
598,913,4.0,867,,726,4.0,504,4.0
86,1346,2.0,1300,4.0,874,3.0,1068,3.0
183,411,4.0,748,,1357,4.0,847,5.0
11,1025,5.0,1194,4.0,1274,4.0,827,
200,912,2.0,566,5.0,919,5.0,1498,
15,932,5.0,317,4.0,1598,4.0,1310,
61,1408,3.0,280,,1084,3.0,1356,4.0
32,501,5.0,971,4.0,683,5.0,1468,
112,690,4.0,1539,3.0,1577,3.0,1692,
54,887,,1513,4.0,585,3.0,542,5.0
113,480,4.0,1427,,1556,3.0,1030,1.0
377,1666,,248,4.0,106,2.0,1135,2.0
81,993,,1635,5.0,1732,4.0,998,5.0
146,1056,3.0,1014,5.0,894,4.0,1134,
15,726,3.0,505,5.0,1578,4.0,1100,4.0
183,756,,1318,4.0,136,4.0,972,5.0
19,451,5.0,566,4.0,284,4.0,174,
25,1125,5.0,1734,4.0,1098,5.0,45,1.0
43,1584,,963,5.0,1290,5.0,269,5.0
86,1619,3.0,1235,4.0,1561,5.0,190,
169,1698,5.0,985,5.0,1675,2.0,381,
62,1732,4.0,725,,470,4.0,265,4.0
438,1490,2.0,1716,4.0,1158,5.0,1375,
183,1058,4.0,1077,5.0,328,,207,5.0
76,547,5.0,1336,5.0,265,5.0,1626,
1,1217,4.0,692,3.0,683,,445,2.0
44,912,2.0,1219,,8,4.0,1069,5.0
129,1752,,1610,5.0,1307,5.0,1535,5.0
26,1424,5.0,644,5.0,854,,1095,3.0
208,1636,4.0,132,4.0,629,,199,5.0
85,1680,2.0,1697,5.0,630,4.0,711,4.0
144,230,4.0,378,,1210,1.0,1498,4.0
16,153,,1577,5.0,1323,4.0,319,4.0
208,1521,,1041,5.0,662,5.0,604,5.0
85,1698,,1474,4.0,1549,2.0,719,4.0
48,1303,4.0,1227,,1132,4.0,1677,3.0
200,310,5.0,492,,1084,3.0,781,2.0
23,821,,22,4.0,1209,3.0,734,4.0
89,1314,3.0,630,,1224,1.0,1036,3.0
8,816,3.0,1025,5.0,1177,4.0,1678,
62,947,5.0,932,5.0,1019,5.0,1341,4.0
141,1684,5.0,855,4.0,1735,,378,4.0
127,897,4.0,306,3.0,249,,907,4.0
15,1601,3.0,1587,5.0,829,4.0,639,4.0
16,1075,4.0,1068,2.0,1596,5.0,127,
177,922,4.0,476,,477,2.0,1054,3.0
11,981,3.0,949,4.0,999,5.0,1463,4.0
105,1635,5.0,405,5.0,506,3.0,717,
129,1136,5.0,1625,5.0,1692,,175,5.0
129,146,5.0,1410,4.0,469,,1608,3.0
129,1010,5.0,851,5.0,566,5.0,1132,
202,166,4.0,566,,1079,5.0,330,4.0
193,1699,2.0,1748,4.0,726,5.0,523,4.0
81,23,4.0,1529,4.0,10,,621,4.0
44,1685,5.0,743,,159,5.0,1327,5.0
49,388,5.0,679,5.0,923,,30,5.0
62,1425,,1641,4.0,74,5.0,814,5.0
85,352,,1253,4.0,133,3.0,1006,5.0
42,656,,1011,4.0,166,4.0,542,3.0
11,535,4.0,858,3.0,779,,1485,3.0
0,468,5.0,1093,5.0,1228,3.0,780,
246,821,4.0,645,4.0,1324,,1694,4.0
11,1587,5.0,1381,4.0,824,2.0,1353,5.0
26,657,5.0,1281,5.0,1314,4.0,645,5.0
33,1617,5.0,488,,1674,4.0,46,5.0
149,656,4.0,225,4.0,1027,4.0,568,
207,561,4.0,1382,,762,3.0,269,3.0
16,113,4.0,1604,4.0,1125,5.0,1149,
223,741,5.0,537,5.0,1389,3.0,927,
183,849,4.0,1682,,500,5.0,799,4.0
16,1670,4.0,920,4.0,109,3.0,413,
120,976,2.0,761,1.0,1068,,623,1.0
51,913,4.0,1133,,398,4.0,1503,5.0
11,641,5.0,116,3.0,292,,494,3.0
49,321,4.0,835,5.0,596,,907,4.0
8,1313,4.0,1016,5.0,59,,1276,5.0
81,929,5.0,758,5.0,316,4.0,1101,5.0
111,1287,,1356,3.0,205,4.0,623,5.0
245,336,4.0,1666,,332,3.0,61,5.0
44,386,,1128,4.0,475,5.0,143,3.0
8,1027,5.0,1556,,540,3.0,1375,3.0
16,456,3.0,1305,1.0,155,,415,3.0
149,1168,5.0,212,5.0,87,4.0,456,1.0
177,592,5.0,1559,5.0,729,,1242,5.0
108,965,5.0,1333,5.0,584,,1324,4.0
85,1442,5.0,1592,4.0,429,3.0,430,
127,1632,5.0,1269,5.0,613,,1514,4.0
26,323,4.0,901,3.0,87,5.0,1498,
152,960,,806,4.0,344,4.0,1068,4.0
129,1394,3.0,87,,795,5.0,575,5.0
39,1377,2.0,1030,3.0,413,,1295,3.0
43,1541,5.0,1338,4.0,1405,,607,4.0
205,1635,3.0,805,,1606,5.0,1291,3.0
238,1077,4.0,136,5.0,1609,4.0,811,
49,1360,,690,5.0,406,5.0,1692,4.0
61,1299,,828,4.0,109,3.0,351,1.0
49,1541,5.0,902,,1241,4.0,1450,3.0
246,324,5.0,1221,5.0,923,,572,4.0
49,167,5.0,586,5.0,685,3.0,415,3.0
106,1539,4.0,39,,233,1.0,1694,4.0
16,70,3.0,871,,539,5.0,1564,3.0
208,610,3.0,1385,4.0,1225,,1470,3.0
61,1268,,1398,4.0,794,4.0,573,5.0
358,1170,4.0,184,4.0,1241,3.0,1465,
51,378,4.0,122,5.0,540,5.0,1006,5.0
62,144,4.0,547,4.0,1491,,140,1.0
190,996,4.0,215,5.0,714,,1615,3.0
190,497,,692,5.0,471,4.0,1593,3.0
44,1079,4.0,428,4.0,1406,,990,3.0
43,883,,1287,5.0,314,5.0,1647,4.0
436,632,4.0,233,5.0,748,4.0,799,
1,1364,4.0,1446,,855,4.0,1099,4.0
8,803,3.0,473,5.0,697,5.0,445,4.0
23,738,5.0,1418,5.0,1722,,1583,4.0
39,1441,4.0,1158,3.0,282,,922,3.0
193,372,5.0,167,5.0,1068,,734,5.0
11,1058,5.0,515,,1096,5.0,1177,3.0
44,981,,922,3.0,926,5.0,1327,5.0
193,1361,5.0,73,,186,5.0,606,4.0
26,1475,4.0,1731,,437,5.0,973,5.0
8,1062,5.0,1158,4.0,855,5.0,1289,
44,1746,,1267,4.0,1619,4.0,1180,5.0
16,962,4.0,610,3.0,55,,459,5.0
54,194,5.0,1179,,319,2.0,943,4.0
278,1552,4.0,728,4.0,1561,3.0,908,
26,769,,1652,4.0,1534,4.0,302,5.0
63,1667,,277,4.0,405,4.0,734,4.0
69,496,,409,3.0,1052,4.0,61,5.0
431,309,4.0,197,5.0,1338,,1531,4.0
76,1632,4.0,1728,5.0,912,,803,4.0
83,1013,5.0,441,,1722,4.0,237,2.0
0,0,4.0,1608,4.0,873,,429,4.0
11,229,4.0,9,,494,3.0,143,5.0
1,1606,5.0,1718,,1547,4.0,572,5.0
129,995,5.0,1604,,1195,5.0,1071,5.0
207,208,5.0,1184,4.0,585,4.0,747,3.0
23,148,5.0,998,5.0,461,5.0,446,
54,1523,5.0,1635,3.0,502,3.0,310,
11,161,4.0,19,5.0,901,4.0,250,
181,982,3.0,936,4.0,1644,4.0,13,
113,1169,2.0,725,,200,3.0,670,2.0
23,1122,,840,1.0,1356,3.0,973,5.0
43,1616,4.0,1078,,1463,4.0,907,5.0
8,112,4.0,835,4.0,692,4.0,907,
113,0,,616,4.0,254,4.0,671,4.0
185,1539,4.0,519,5.0,269,5.0,95,
354,384,4.0,880,5.0,993,,999,2.0
15,1393,,1041,5.0,594,5.0,1381,4.0
1,562,5.0,1635,4.0,856,2.0,1498,
208,599,4.0,283,3.0,524,,717,5.0
349,1461,2.0,1702,,999,1.0,1279,3.0
245,1267,3.0,1461,,184,3.0,636,4.0
199,229,4.0,1450,,875,4.0,428,3.0
11,1745,3.0,740,,229,4.0,591,3.0
375,1010,4.0,594,,1530,5.0,1450,3.0
33,773,2.0,1703,,924,4.0,717,5.0
44,64,4.0,1313,5.0,1410,3.0,1091,4.0
11,451,2.0,487,4.0,729,3.0,908,5.0
92,1666,,18,3.0,1113,4.0,588,4.0
183,275,,1475,4.0,1001,4.0,697,5.0
193,619,,1757,4.0,1070,5.0,271,5.0
246,65,4.0,530,4.0,1082,4.0,1598,
11,1472,4.0,769,4.0,12,4.0,1678,
81,448,5.0,1712,4.0,803,5.0,362,
127,1154,5.0,290,5.0,1589,,1301,4.0
172,18,4.0,166,3.0,105,,1113,3.0
39,1632,4.0,1717,,1017,4.0,1611,3.0
222,1033,2.0,459,3.0,1532,,1757,4.0
54,369,,505,5.0,1642,5.0,1242,5.0
81,582,4.0,473,5.0,651,4.0,1660,
15,724,5.0,1065,5.0,1513,4.0,1196,
15,2,2.0,962,5.0,859,4.0,190,
25,208,3.0,1552,4.0,290,,520,2.0
85,258,3.0,694,4.0,475,5.0,143,5.0
51,1410,5.0,1638,4.0,778,,123,4.0
27,1200,3.0,1555,,1513,5.0,1647,5.0
68,576,3.0,1362,2.0,408,,123,4.0
15,1428,5.0,532,4.0,215,4.0,1607,3.0
11,868,5.0,1398,5.0,584,3.0,236,
16,1557,3.0,1493,,806,1.0,95,3.0
