item,user-1,rating-1,user-2,rating-2,user-3,rating-3,user-4,rating-4,user-5,rating-5,user-6,rating-6,user-7,rating-7,user-8,rating-8,user-9,rating-9,user-10,rating-10
16,368,3.0,464,3.0,1232,,897,3.0,979,4.0,1443,3.0,1238,,283,4.0,155,,1580,2.0
180,577,,273,4.0,290,4.0,1429,4.0,758,3.0,1638,4.0,1160,,142,,239,5.0,127,
129,1505,,197,3.0,838,,1622,5.0,1559,5.0,1207,5.0,1752,,984,5.0,987,5.0,1115,
26,1520,5.0,1025,1.0,1282,4.0,1604,,361,5.0,1513,,1114,5.0,875,,1739,,844,4.0
11,16,4.0,1490,1.0,131,,1652,5.0,1098,4.0,171,4.0,1355,,798,4.0,190,5.0,527,
26,1344,4.0,1169,,289,4.0,1445,3.0,87,5.0,1178,,362,4.0,1003,5.0,460,3.0,1503,4.0
222,912,3.0,1520,4.0,691,,676,,1364,4.0,245,4.0,57,,1564,3.0,716,4.0,1149,
11,1,,963,5.0,259,4.0,85,,582,4.0,183,5.0,1565,4.0,1629,5.0,1085,,1070,5.0
223,1184,3.0,353,4.0,306,4.0,1366,,55,,522,,1516,,1550,3.0,831,4.0,1631,1.0
26,1344,4.0,384,,529,5.0,1506,,4,2.0,952,3.0,1609,3.0,12,,1101,1.0,158,
11,1745,3.0,82,4.0,978,4.0,163,4.0,806,4.0,1704,,618,3.0,220,5.0,1532,,1375,
49,260,,1253,4.0,1142,,1191,,231,,521,5.0,1225,4.0,1179,5.0,974,5.0,1343,5.0
11,1504,,1171,5.0,517,3.0,1623,,664,4.0,457,,186,5.0,1707,4.0,1021,4.0,590,
8,880,5.0,1617,5.0,609,,33,5.0,1729,,513,4.0,659,,1590,,1223,4.0,1224,3.0
16,1536,3.0,323,,419,4.0,1187,5.0,292,3.0,1556,5.0,790,,1110,5.0,599,3.0,1463,
11,624,,657,4.0,1187,5.0,325,2.0,104,,793,4.0,810,,44,,734,5.0,398,5.0
11,384,,1732,4.0,1078,4.0,1545,,185,,876,3.0,109,4.0,141,5.0,606,3.0,1407,
16,833,,1314,3.0,914,3.0,99,4.0,436,3.0,1563,4.0,637,,717,,158,3.0,638,4.0
15,1426,,498,,1269,5.0,1157,,535,4.0,1304,,602,3.0,219,5.0,735,4.0,271,3.0
44,896,4.0,481,,1538,,1653,4.0,1319,,1337,5.0,1499,,987,4.0,1083,4.0,1533,4.0
43,800,4.0,325,5.0,54,5.0,822,,1288,,1657,,378,5.0,699,,1085,5.0,877,4.0
16,976,3.0,800,,146,3.0,1125,5.0,1016,,217,3.0,186,4.0,971,,315,4.0,862,
81,1316,,742,,1736,5.0,1466,3.0,828,3.0,1405,5.0,1421,5.0,397,2.0,61,5.0,1263,
16,1696,4.0,769,4.0,34,4.0,1170,4.0,818,,467,4.0,515,4.0,580,4.0,1038,,543,
282,243,5.0,213,,197,,358,,1446,4.0,744,5.0,681,5.0,1433,3.0,890,3.0,525,5.0
81,1217,,1729,,530,5.0,34,4.0,467,3.0,826,,59,,971,4.0,461,5.0,589,4.0
8,1089,,322,2.0,1027,5.0,1479,4.0,121,,602,5.0,362,,1146,5.0,1307,5.0,1468,
49,1200,4.0,33,,534,,1351,5.0,599,4.0,279,,1050,3.0,332,2.0,573,3.0,1246,
15,160,5.0,1712,5.0,1027,5.0,212,5.0,420,,405,4.0,1096,,1276,5.0,1037,,589,
193,338,,994,5.0,308,5.0,1428,5.0,664,5.0,634,3.0,362,,779,,638,5.0,1279,
145,881,,1651,5.0,915,4.0,1717,,697,3.0,1401,,1259,4.0,972,5.0,1644,4.0,1181,4.0
81,1490,5.0,1155,,502,2.0,1318,4.0,758,5.0,182,,935,5.0,1164,5.0,1725,,110,
48,755,,356,,1332,,888,5.0,1320,1.0,73,,1372,5.0,717,5.0,623,5.0,319,4.0
23,1216,5.0,852,5.0,1318,4.0,1110,5.0,279,5.0,280,,571,,1004,,878,4.0,623,5.0
180,176,,1364,4.0,1670,3.0,311,4.0,951,,281,3.0,329,3.0,153,2.0,1611,,1212,
8,402,4.0,866,,1172,4.0,116,4.0,1317,5.0,1542,3.0,118,,649,,315,,1070,4.0
16,1072,4.0,1298,,1683,5.0,453,4.0,1254,3.0,1304,2.0,953,,589,,126,5.0,574,
16,1266,5.0,292,3.0,1637,3.0,1429,,23,,839,4.0,1481,,1644,5.0,1597,3.0,189,
15,1728,5.0,657,4.0,1425,4.0,70,,168,5.0,1017,,1578,4.0,122,4.0,1484,5.0,893,
208,1168,5.0,608,,1410,4.0,1604,5.0,1431,,568,4.0,717,5.0,1566,,990,4.0,478,
127,1297,,1475,4.0,996,5.0,229,4.0,1750,3.0,182,,695,4.0,891,,1342,,270,5.0
23,1300,3.0,1364,5.0,1429,1.0,1065,5.0,570,5.0,1354,4.0,28,,333,,254,5.0,1663,
119,1153,,645,,326,3.0,839,5.0,519,5.0,809,,1611,4.0,1421,3.0,398,4.0,1374,
26,1185,4.0,547,3.0,309,5.0,86,,326,,24,,857,5.0,235,,62,4.0,1295,4.0
43,704,,162,4.0,1107,5.0,1078,,679,4.0,1176,4.0,1656,4.0,1740,4.0,1612,4.0,1021,4.0
8,608,4.0,1505,5.0,196,,69,,102,5.0,487,2.0,744,5.0,617,,1052,5.0,655,
193,657,4.0,834,5.0,852,3.0,405,5.0,934,,1671,,1223,,474,,634,3.0,1310,4.0
127,914,,436,4.0,1189,3.0,453,4.0,1685,5.0,230,,1736,,1322,,1259,1.0,332,2.0
43,1536,5.0,1440,5.0,784,,904,4.0,936,5.0,809,,1692,,76,5.0,878,,671,4.0
15,512,5.0,1155,4.0,551,4.0,1047,5.0,1306,5.0,75,,1564,4.0,189,,895,,575,
16,561,5.0,882,4.0,1076,,71,5.0,361,,137,,1421,5.0,429,5.0,477,,525,5.0
81,272,,1072,5.0,656,,1110,5.0,505,4.0,1721,,811,5.0,1212,,140,5.0,1100,4.0
193,994,5.0,423,,263,5.0,217,4.0,841,,1434,4.0,301,,1549,2.0,383,,47,4.0
44,1728,5.0,113,,484,5.0,1621,3.0,918,1.0,1623,3.0,855,,423,,873,3.0,1406,
16,1600,5.0,513,4.0,434,5.0,1491,,899,,949,3.0,38,3.0,1703,5.0,110,,31,4.0
105,128,5.0,1201,4.0,274,,2,,468,4.0,260,3.0,1494,,1434,,1547,3.0,1183,4.0
129,834,4.0,802,5.0,1268,,820,4.0,980,,1317,5.0,746,,1706,,1242,4.0,63,5.0
16,1472,4.0,965,4.0,9,,154,4.0,1164,4.0,1036,5.0,846,3.0,766,5.0,399,4.0,1455,
129,1296,5.0,658,,723,4.0,806,5.0,1079,4.0,1543,5.0,1657,,284,,765,5.0,494,5.0
15,1425,4.0,1618,2.0,914,4.0,755,4.0,915,,884,3.0,757,,645,3.0,57,,1694,4.0
11,1313,,803,,868,5.0,566,4.0,1607,5.0,1675,5.0,572,5.0,796,5.0,941,,1502,
8,384,5.0,18,5.0,229,4.0,154,3.0,731,4.0,1548,,93,,942,,1150,4.0,718,
129,563,,1123,4.0,1748,4.0,1718,5.0,1207,5.0,504,5.0,1304,,1050,,989,,1294,5.0
16,273,3.0,4,4.0,1111,3.0,1531,3.0,1515,,203,3.0,1643,4.0,1341,5.0,1342,,1167,5.0
15,273,5.0,884,3.0,853,4.0,56,,537,,169,,59,,635,3.0,830,5.0,382,5.0
23,144,5.0,177,4.0,1185,,678,,952,3.0,906,4.0,1610,3.0,923,,1196,4.0,382,
129,645,,918,5.0,951,5.0,664,5.0,730,,651,5.0,573,5.0,141,,1423,,143,5.0
11,1552,4.0,1457,,883,4.0,134,5.0,87,3.0,936,4.0,218,,1466,3.0,1116,,1615,5.0
42,609,,513,3.0,3,3.0,1748,,1383,,921,2.0,1260,2.0,78,2.0,1743,4.0,991,
16,832,3.0,1329,,1188,4.0,213,5.0,422,5.0,567,,1640,,1416,5.0,650,5.0,1598,4.0
185,1426,5.0,819,4.0,1299,3.0,1270,4.0,918,,1414,,73,,58,,444,5.0,333,3.0
23,242,5.0,1556,,516,4.0,436,2.0,356,5.0,1463,4.0,729,,1052,5.0,1710,,1535,4.0
49,912,4.0,1123,4.0,404,5.0,932,3.0,794,,1755,4.0,1469,,1039,5.0,1647,4.0,1151,
106,97,3.0,1539,4.0,1593,3.0,1642,4.0,1435,,315,,1660,,1644,4.0,140,3.0,814,
44,1648,,1,3.0,468,5.0,998,3.0,1014,5.0,630,,439,4.0,1434,,411,3.0,765,5.0
8,512,4.0,1249,5.0,770,4.0,470,2.0,822,4.0,1239,,649,,73,,620,3.0,735,4.0
15,1712,5.0,720,,529,,1474,5.0,146,5.0,338,,1155,4.0,1732,3.0,535,4.0,395,
26,353,5.0,1138,,52,5.0,1622,,1177,5.0,1481,5.0,986,5.0,1483,5.0,877,4.0,991,
26,336,,257,,402,4.0,515,,532,5.0,1461,4.0,489,5.0,42,,395,4.0,733,2.0
15,1296,5.0,1060,4.0,277,4.0,758,3.0,1383,,1657,,1675,,813,4.0,110,,511,4.0
208,352,,1168,5.0,417,5.0,1491,,1573,,330,5.0,572,5.0,61,4.0,494,5.0,575,
15,1121,5.0,1169,,245,5.0,921,4.0,794,,762,5.0,603,5.0,255,,591,4.0,559,
23,372,,789,,777,4.0,233,1.0,697,4.0,185,3.0,172,5.0,444,,1549,1.0,462,
26,290,5.0,146,5.0,4,2.0,439,5.0,1208,5.0,1355,,204,,1725,2.0,446,,1694,5.0
31,1505,4.0,1377,4.0,354,,645,3.0,853,3.0,519,,888,4.0,1467,,269,4.0,1407,
26,771,4.0,1718,,6,4.0,871,,1500,5.0,188,4.0,1390,,1310,3.0,286,3.0,335,
1,160,1.0,145,4.0,132,3.0,1541,4.0,999,2.0,1544,4.0,713,3.0,828,4.0,1037,,1615,
44,1313,5.0,1234,5.0,1512,4.0,1754,5.0,843,5.0,236,,1260,4.0,637,,1693,,1342,4.0
11,769,4.0,1154,4.0,1346,,164,,1704,,634,5.0,650,5.0,987,5.0,1309,4.0,637,
129,1330,,386,5.0,742,,23,,1047,5.0,759,5.0,1389,,1679,5.0,1455,5.0,1583,4.0
208,817,4.0,402,,1539,5.0,68,,1700,,1398,4.0,775,,744,5.0,1385,4.0,314,4.0
16,1505,,1265,5.0,995,,645,4.0,713,4.0,474,,666,4.0,767,3.0,1615,3.0,1407,
69,544,,1184,5.0,195,,501,4.0,326,5.0,1079,,519,5.0,1084,3.0,924,5.0,862,
44,1025,5.0,1569,,183,5.0,24,,840,4.0,521,,1193,5.0,378,3.0,58,5.0,1259,5.0
127,1585,4.0,258,5.0,835,5.0,1539,4.0,1300,4.0,598,4.0,343,,1383,,1639,,748,4.0
109,1730,5.0,549,,1013,5.0,1285,,1254,4.0,1211,,156,4.0,860,3.0,13,,863,5.0
26,418,,884,3.0,1253,4.0,277,,1350,,840,,1337,5.0,1017,4.0,1050,5.0,414,4.0
26,1184,,1584,5.0,214,5.0,1670,2.0,1014,4.0,1398,5.0,1687,4.0,729,,1019,5.0,155,5.0
85,17,4.0,1682,,1474,4.0,1283,4.0,581,,1402,5.0,1020,3.0,1708,,1743,5.0,1263,
76,67,3.0,740,,276,4.0,1494,5.0,1543,,1480,3.0,107,5.0,1485,4.0,606,,223,
16,1173,,839,4.0,776,1.0,824,4.0,185,,234,4.0,620,,1596,5.0,749,4.0,46,
85,1073,1.0,99,,468,5.0,1573,,1624,,1336,5.0,1291,5.0,603,3.0,477,,991,2.0
208,912,3.0,1345,4.0,322,4.0,1619,4.0,1636,4.0,1012,4.0,104,,1017,5.0,553,,1145,
51,4,5.0,1094,3.0,1606,5.0,967,5.0,871,,215,3.0,1416,,634,,428,,172,5.0
208,304,,167,4.0,1367,,520,5.0,1096,3.0,1544,4.0,1448,5.0,1736,5.0,1306,,158,5.0
193,480,4.0,1106,,1652,5.0,709,3.0,341,4.0,1461,,486,,1417,3.0,1371,,1259,5.0
49,177,2.0,1090,,1189,,1126,,1639,,489,5.0,985,5.0,315,4.0,1356,4.0,655,5.0
113,560,4.0,1185,4.0,1170,4.0,530,4.0,723,,324,,263,5.0,937,4.0,1486,,271,2.0
49,755,,435,5.0,261,3.0,551,5.0,1623,5.0,791,5.0,1321,,617,4.0,730,4.0,814,
44,916,3.0,1492,,501,,1161,3.0,1130,,394,,765,5.0,143,3.0,1055,5.0,1375,3.0
23,1377,4.0,626,,195,,1221,,1574,5.0,1704,3.0,971,5.0,1643,4.0,219,5.0,686,
16,627,3.0,820,5.0,644,5.0,932,5.0,1109,,1050,,42,5.0,1531,3.0,1388,3.0,797,
229,417,,1364,,1652,5.0,86,4.0,1462,5.0,390,4.0,1737,4.0,842,5.0,155,,237,
113,1616,3.0,321,,1554,4.0,51,5.0,1591,2.0,1642,3.0,892,,1516,3.0,766,,287,4.0
8,512,4.0,465,4.0,370,,468,5.0,855,5.0,170,5.0,475,4.0,572,5.0,1214,,191,5.0
23,1232,,17,5.0,1059,,727,5.0,216,3.0,681,5.0,1017,4.0,1066,,815,4.0,175,5.0
61,5,,1653,,1399,4.0,1017,3.0,441,,938,,794,4.0,955,5.0,332,3.0,1295,4.0
15,721,,561,4.0,354,,1124,5.0,1316,,52,5.0,263,5.0,713,4.0,1084,3.0,607,
145,1152,,562,,290,3.0,229,4.0,341,4.0,8,1.0,331,,1564,3.0,622,2.0,1631,
26,369,,1363,5.0,1189,,870,4.0,598,,294,5.0,904,,985,4.0,953,5.0,639,5.0
16,352,4.0,1584,,1537,,1170,4.0,706,4.0,839,4.0,633,,1454,1.0,383,4.0,1695,
109,528,4.0,209,1.0,1041,,514,4.0,1698,5.0,1653,,1609,3.0,1564,3.0,1053,,431,
26,1600,,640,5.0,1713,5.0,324,3.0,1432,,985,4.0,969,,506,,602,3.0,1421,5.0
49,880,,577,,645,3.0,471,5.0,1720,2.0,1050,3.0,59,3.0,1068,4.0,702,,1215,
44,1600,4.0,930,2.0,325,4.0,101,4.0,859,4.0,1643,,316,4.0,1452,,687,,31,5.0
11,963,5.0,1092,,228,3.0,567,1.0,1704,,1608,4.0,1000,,925,2.0,1327,4.0,991,
190,1377,4.0,754,,915,4.0,1158,4.0,135,,697,3.0,601,,1177,4.0,636,5.0,1710,
40,1203,4.0,212,5.0,1076,,70,,151,,807,,519,5.0,25,5.0,1194,3.0,1210,4.0
44,1315,,1285,,1144,5.0,1512,4.0,1080,,553,,490,1.0,1051,3.0,1291,5.0,1564,4.0
49,1089,,611,4.0,1013,5.0,1366,,264,5.0,1192,,1227,,315,4.0,555,4.0,926,4.0
15,1282,4.0,708,,1684,4.0,617,,985,5.0,75,,1195,5.0,1565,4.0,349,,846,3.0
23,1686,3.0,1606,5.0,488,,728,,57,,330,5.0,412,,461,5.0,926,3.0,430,3.0
23,864,4.0,791,4.0,920,,296,,1528,4.0,1689,,74,4.0,410,,1388,5.0,1694,4.0
127,528,4.0,1632,5.0,977,3.0,1634,3.0,1030,5.0,200,,1001,,667,,1724,,1327,3.0
16,1140,3.0,437,4.0,326,3.0,615,4.0,232,,168,,1066,,188,5.0,1599,2.0,959,
16,626,3.0,291,,1044,4.0,965,4.0,742,4.0,473,,107,4.0,508,5.0,1646,,222,
16,625,,867,3.0,84,2.0,837,5.0,1046,,855,5.0,551,,1130,,1135,5.0,511,4.0
8,1522,,1396,5.0,1652,,1476,,1317,5.0,54,5.0,1212,,332,4.0,494,5.0,623,4.0
8,801,,773,5.0,1557,5.0,1658,,1082,,74,3.0,1547,2.0,988,5.0,509,,1294,5.0
51,576,4.0,691,4.0,293,4.0,87,5.0,632,4.0,808,,889,,1275,,175,5.0,63,
26,1616,2.0,416,,1681,,226,4.0,1591,1.0,441,,1129,4.0,923,3.0,1503,4.0,271,5.0
51,1297,5.0,789,,887,3.0,1463,5.0,473,4.0,1129,5.0,361,4.0,731,,700,,1309,5.0
49,1411,,470,4.0,1558,4.0,1496,,585,4.0,1450,3.0,1434,,955,5.0,171,,862,3.0
23,320,,210,5.0,1524,3.0,932,5.0,1076,5.0,917,,1045,,842,3.0,1436,3.0,319,4.0
37,771,,1732,3.0,997,5.0,1173,,1254,4.0,585,,1721,1.0,505,5.0,1357,5.0,270,
7,1428,4.0,41,,330,4.0,1642,5.0,1388,4.0,1676,,764,,637,5.0,1534,4.0,303,
26,912,,1728,3.0,864,4.0,577,4.0,979,4.0,1460,5.0,1093,3.0,1254,5.0,1483,5.0,109,3.0
26,97,5.0,931,,789,3.0,504,3.0,1273,5.0,106,,267,,860,4.0,973,5.0,911,4.0
23,145,4.0,323,,836,,151,5.0,1128,5.0,1033,4.0,539,5.0,636,3.0,1660,4.0,814,
8,112,4.0,897,3.0,257,,1441,2.0,533,5.0,759,4.0,199,5.0,394,,317,4.0,1582,
44,194,4.0,1026,5.0,1523,,308,,1592,3.0,1690,,299,,1180,5.0,445,5.0,958,4.0
149,657,5.0,20,4.0,182,,695,5.0,1400,,1273,,1195,4.0,348,,1694,4.0,735,4.0
81,978,5.0,452,,1399,4.0,9,,652,5.0,941,,734,4.0,894,3.0,1374,5.0,1487,
81,1088,4.0,1602,5.0,35,,579,,708,,806,4.0,1735,5.0,989,,525,5.0,15,5.0
49,256,,1746,4.0,984,,825,,1577,5.0,1641,,666,4.0,1659,5.0,558,5.0,559,5.0
37,737,5.0,180,5.0,1365,4.0,405,5.0,679,5.0,392,3.0,714,,878,,926,,846,
183,1377,5.0,817,3.0,1090,,1300,3.0,772,3.0,330,4.0,666,4.0,938,,973,,878,
49,721,5.0,482,,389,4.0,1446,,359,5.0,1162,,1659,5.0,171,,1598,3.0,159,5.0
81,577,4.0,1570,5.0,1700,,583,5.0,297,,1706,4.0,106,5.0,123,,107,4.0,1358,5.0
198,1698,4.0,1395,,1094,4.0,1479,,263,3.0,1544,5.0,1753,5.0,1610,,1598,4.0,1726,
51,624,3.0,1476,,1732,4.0,1015,,567,,1399,4.0,967,5.0,603,5.0,734,5.0,655,
15,1537,,1237,5.0,1749,,102,,891,3.0,555,4.0,988,5.0,973,5.0,542,3.0,1582,
44,913,3.0,1458,5.0,466,4.0,1491,4.0,439,4.0,840,4.0,554,,1146,4.0,155,,331,
11,384,,1106,,1509,,550,2.0,1638,4.0,219,5.0,493,4.0,605,4.0,366,,383,3.0
119,388,,485,,999,3.0,183,2.0,520,3.0,1369,,121,4.0,1450,4.0,653,,1054,4.0
193,145,,822,3.0,679,,872,5.0,1738,,1658,5.0,298,5.0,11,4.0,1628,,894,3.0
219,833,,834,5.0,1698,4.0,755,4.0,707,2.0,712,,1530,4.0,1163,4.0,446,,1694,4.0
119,1441,2.0,737,,1300,3.0,1318,4.0,311,5.0,1450,4.0,1306,,363,,1342,,1615,3.0
43,608,,898,,1027,5.0,644,4.0,103,4.0,153,4.0,171,3.0,478,5.0,1295,5.0,1199,
1,17,3.0,804,3.0,538,,762,3.0,1291,4.0,619,4.0,1643,,1756,1.0,1164,4.0,414,
44,1024,5.0,1344,3.0,737,,178,,1379,5.0,532,3.0,102,5.0,1750,3.0,315,5.0,1405,
129,1394,3.0,1492,5.0,1525,,918,5.0,1289,,1195,5.0,427,5.0,156,,29,,974,2.0
208,1634,5.0,1092,,20,5.0,501,,565,,505,4.0,1356,,445,5.0,1182,4.0,126,3.0
81,992,4.0,276,4.0,1173,5.0,453,4.0,359,5.0,714,,363,1.0,1020,,461,5.0,1309,
11,1298,,1667,,259,4.0,772,4.0,149,4.0,1657,5.0,554,5.0,44,,63,3.0,831,4.0
83,176,5.0,608,,561,2.0,917,2.0,534,,1417,5.0,1147,,1020,,1310,4.0,1343,4.0
16,1,4.0,642,,691,4.0,245,4.0,279,,1577,5.0,874,2.0,1005,,718,4.0,623,4.0
44,0,,865,5.0,962,5.0,594,5.0,883,3.0,1348,,1269,4.0,618,3.0,907,4.0,460,
38,833,,242,4.0,1442,3.0,163,,1012,,839,4.0,330,5.0,1675,3.0,1243,4.0,492,
15,80,,0,4.0,33,,195,4.0,724,5.0,421,,998,4.0,583,4.0,1624,5.0,717,
63,1552,3.0,1459,,1637,4.0,1750,,70,,567,,1432,4.0,1276,5.0,492,5.0,1228,4.0
40,417,2.0,1619,,1396,4.0,292,,1588,,38,,1463,4.0,1223,4.0,280,5.0,856,3.0
8,1025,5.0,1570,,1026,,19,,179,3.0,1269,5.0,1318,4.0,1160,5.0,905,5.0,1084,4.0
26,1649,,1314,4.0,596,4.0,311,5.0,983,4.0,808,,1594,4.0,58,,123,5.0,1515,1.0
113,848,4.0,1313,4.0,1201,,451,1.0,519,5.0,665,,1194,4.0,508,3.0,525,,1198,
15,560,4.0,1572,,390,3.0,1241,5.0,1737,,747,4.0,669,,734,5.0,862,3.0,446,
127,864,4.0,1299,4.0,598,4.0,870,,904,4.0,696,4.0,217,,1386,,398,4.0,303,
23,1713,5.0,1298,,210,5.0,1686,3.0,183,4.0,1720,3.0,939,4.0,635,,812,,1358,5.0
129,1315,5.0,1188,5.0,180,3.0,550,,584,,106,5.0,315,,270,4.0,1102,,622,5.0
23,18,4.0,674,5.0,499,,1012,5.0,1492,5.0,5,5.0,9,5.0,1130,5.0,186,5.0,1659,
16,1654,5.0,631,3.0,361,,1130,,555,,1595,,1596,5.0,845,4.0,925,3.0,1454,1.0
107,1254,3.0,1318,4.0,1750,,6,3.0,167,4.0,1449,4.0,1370,,251,2.0,894,,1199,
23,560,,1696,5.0,896,,497,,817,4.0,1283,,664,5.0,521,5.0,717,5.0,1310,5.0
127,688,,865,5.0,177,2.0,99,,115,,1123,4.0,436,4.0,1559,5.0,186,5.0,239,5.0
44,1744,3.0,1538,,514,4.0,1331,,648,3.0,1450,4.0,413,,1503,4.0,1375,3.0,975,
208,1073,5.0,1731,,1620,,373,,102,3.0,1592,4.0,122,4.0,1018,5.0,1258,4.0,735,4.0
145,1568,,1717,,1096,4.0,280,4.0,1129,3.0,585,1.0,378,2.0,363,,1451,,268,3.0
62,994,,1394,,852,5.0,276,4.0,53,5.0,646,,1159,,1255,5.0,1160,3.0,221,3.0
246,192,,530,4.0,1189,,1397,4.0,423,3.0,602,,730,,1642,4.0,731,4.0,238,3.0
202,480,4.0,209,3.0,1458,5.0,1651,4.0,1286,,1638,2.0,1047,3.0,537,,543,,1295,4.0
43,1120,,801,3.0,54,5.0,1590,,118,5.0,792,,888,5.0,40,,473,5.0,186,5.0
129,1489,5.0,563,,1363,,180,3.0,1032,4.0,1561,5.0,941,5.0,510,,1679,5.0,383,
23,1136,5.0,97,5.0,289,5.0,1206,4.0,951,5.0,1416,,792,,362,5.0,1375,4.0,415,5.0
214,304,,1073,,210,,68,,1540,4.0,1524,5.0,1428,5.0,1285,5.0,1701,5.0,156,4.0
26,544,,673,,20,5.0,533,,184,4.0,1530,,1402,3.0,1101,1.0,623,3.0,815,5.0
222,384,3.0,1619,5.0,1155,2.0,532,3.0,1109,4.0,535,5.0,1084,1.0,1100,3.0,78,,623,5.0
185,209,,1009,,1282,4.0,514,,791,5.0,520,5.0,281,4.0,1533,3.0,958,4.0,1055,
23,1601,5.0,194,,260,,1717,4.0,262,5.0,634,4.0,955,5.0,1387,,1580,5.0,333,
11,656,,930,,453,5.0,1558,,1737,4.0,297,5.0,1306,3.0,877,4.0,510,,943,3.0
11,192,4.0,640,4.0,418,5.0,1527,,1239,,1145,,634,5.0,620,,942,5.0,303,4.0
44,81,4.0,385,,1203,,1491,4.0,1044,4.0,644,4.0,1382,,1175,,1071,4.0,943,5.0
16,1712,,369,,37,5.0,1478,4.0,119,5.0,200,4.0,776,1.0,602,2.0,107,4.0,1660,4.0
193,1440,3.0,1041,5.0,867,,1381,3.0,1173,,1189,3.0,294,4.0,230,4.0,1370,,1355,
8,160,5.0,1024,5.0,817,4.0,1524,,836,,22,5.0,1561,5.0,845,,1181,4.0,334,
43,705,,1428,5.0,309,5.0,453,5.0,1015,5.0,935,,1034,4.0,603,4.0,1132,4.0,557,5.0
16,1617,,449,4.0,65,,435,5.0,726,4.0,1750,4.0,344,4.0,650,5.0,78,3.0,1310,
11,1301,,1557,5.0,358,,489,3.0,1258,4.0,1099,4.0,428,5.0,1085,,286,3.0,638,5.0
193,1077,5.0,102,4.0,1735,3.0,776,,1658,5.0,971,,27,,11,4.0,1006,4.0,607,3.0
15,1538,,1298,4.0,1395,,1652,5.0,327,,359,5.0,873,3.0,1386,,1276,5.0,1695,4.0
15,1618,2.0,1076,,1525,4.0,1302,4.0,1065,5.0,585,2.0,474,,220,4.0,381,,815,5.0
8,1206,4.0,696,5.0,360,,120,,920,5.0,985,5.0,922,5.0,1035,4.0,604,5.0,189,
8,1330,,1671,4.0,1415,,1047,5.0,905,5.0,873,,1404,,1341,5.0,557,3.0,1199,5.0
49,451,,453,3.0,679,5.0,393,5.0,1209,5.0,1401,,1403,,925,5.0,398,,1199,4.0
15,948,5.0,1492,5.0,1300,5.0,438,4.0,807,,76,,381,,237,,1374,2.0,542,3.0
81,1424,5.0,753,,99,5.0,1224,,184,,1705,4.0,265,4.0,1564,4.0,126,5.0,751,
15,1602,,531,3.0,1187,4.0,563,,1445,5.0,1366,5.0,855,5.0,537,,106,5.0,812,
1,656,4.0,992,4.0,81,3.0,21,,869,,1029,,197,,726,4.0,459,2.0,1102,2.0
15,1025,5.0,307,1.0,740,5.0,726,3.0,646,5.0,459,5.0,669,,957,,671,,1199,
44,1042,4.0,1171,4.0,294,5.0,471,5.0,984,,1004,4.0,1485,3.0,1149,,1102,,111,
202,944,,1169,2.0,1570,,149,3.0,870,3.0,1127,,823,4.0,1480,4.0,1740,3.0,1326,
208,1648,,644,,837,4.0,1430,,1303,4.0,1704,,762,4.0,684,4.0,126,3.0,238,3.0
11,1712,5.0,1441,4.0,1153,5.0,420,4.0,1572,,1605,,1750,,1256,4.0,649,,13,4.0
8,1249,5.0,1411,,563,5.0,1571,,788,4.0,436,2.0,486,5.0,1719,,1575,,505,5.0
44,644,4.0,756,3.0,1413,,1510,,1144,5.0,697,4.0,1370,,1132,4.0,301,,334,3.0
40,321,4.0,1234,5.0,244,,1284,,790,5.0,951,,138,,1421,4.0,414,3.0,815,4.0
16,20,4.0,341,,1095,,1481,,377,,906,4.0,1099,4.0,1739,4.0,1756,2.0,909,5.0
8,977,5.0,386,,1443,,117,,1670,2.0,1671,4.0,696,5.0,1176,5.0,1356,3.0,1085,
16,900,3.0,404,,901,4.0,1448,3.0,970,4.0,1533,,1198,4.0,62,4.0,991,,1151,
44,1058,4.0,231,4.0,791,4.0,601,2.0,954,5.0,1738,,1099,3.0,636,3.0,652,,79,
81,1076,5.0,1014,,55,5.0,1304,4.0,1546,4.0,283,,43,,509,5.0,111,,15,5.0
141,738,,820,3.0,645,,855,4.0,378,4.0,1642,3.0,1004,4.0,557,3.0,1438,,1327,
23,1651,5.0,1380,,1300,3.0,1316,,1269,5.0,1046,5.0,394,4.0,746,4.0,1388,5.0,1407,
190,1123,4.0,52,4.0,1300,3.0,1428,4.0,294,5.0,1752,,1177,4.0,1260,,558,4.0,1166,
8,448,4.0,978,,1634,5.0,100,5.0,1044,4.0,727,,364,5.0,156,4.0,348,,1215,
193,1745,5.0,1154,3.0,471,,1352,,1017,5.0,1548,,1372,3.0,1421,5.0,765,5.0,1022,
49,1648,5.0,1618,,694,,793,3.0,266,,394,,651,5.0,604,4.0,717,4.0,1343,5.0
200,865,3.0,1665,,1556,4.0,631,,840,4.0,1259,5.0,1277,,222,,1391,1.0,191,5.0
16,976,3.0,512,,18,5.0,867,3.0,1752,,1113,3.0,554,,62,4.0,1551,3.0,799,4.0
127,97,4.0,34,5.0,339,5.0,1093,4.0,680,,1162,,300,,429,4.0,1294,4.0,1503,4.0
129,176,,1059,5.0,645,,486,5.0,1271,,713,4.0,1179,,1068,5.0,461,4.0,494,5.0
8,1346,,1668,,742,4.0,150,4.0,1001,,1129,4.0,74,3.0,362,,1339,4.0,1694,5.0
