item,user-1,rating-1,user-2,rating-2,user-3,rating-3
97,1345,5.0,1748,,330,4.0
272,885,,840,4.0,76,4.0
149,1025,4.0,937,4.0,47,
23,818,,306,5.0,599,5.0
462,1426,,1146,5.0,943,5.0
145,1377,4.0,691,,1017,4.0
106,1589,,1269,3.0,1210,3.0
210,51,4.0,424,5.0,683,
207,1186,2.0,1221,1.0,760,
180,117,5.0,908,3.0,1406,
44,1031,5.0,490,1.0,735,
15,963,4.0,407,5.0,1176,
219,294,4.0,1656,4.0,1737,3.0
129,601,3.0,43,4.0,1067,
113,1334,3.0,1351,5.0,39,
49,58,4.0,237,3.0,271,5.0
175,85,,1093,4.0,924,3.0
193,276,5.0,1668,3.0,553,
1,392,,552,4.0,648,4.0
69,772,5.0,1557,,598,4.0
83,1169,4.0,553,,1754,4.0
85,1554,,722,4.0,755,4.0
122,915,5.0,1337,,1101,4.0
127,1013,5.0,662,,271,2.0
23,1205,5.0,1255,4.0,1032,
44,1541,3.0,1358,3.0,94,
216,851,4.0,440,3.0,510,
255,883,,372,3.0,1071,4.0
51,227,5.0,1204,,107,4.0
70,1385,,1580,5.0,1357,4.0
33,193,4.0,1303,5.0,15,
143,1425,,6,4.0,1389,1.0
15,1440,,1014,5.0,319,5.0
50,804,,72,2.0,1356,5.0
43,866,5.0,567,5.0,1100,3.0
159,1282,3.0,595,,1021,4.0
203,306,3.0,228,2.0,948,
61,850,4.0,502,2.0,1452,
44,690,4.0,869,3.0,678,
63,1088,,324,4.0,1550,4.0
343,196,,520,3.0,1177,3.0
15,1680,5.0,1299,5.0,995,
112,1638,1.0,1756,1.0,351,3.0
113,977,4.0,677,3.0,614,4.0
166,1059,4.0,965,3.0,232,
11,1476,4.0,765,4.0,1631,1.0
73,1609,,1707,4.0,1694,3.0
44,858,4.0,1165,,958,4.0
193,1303,1.0,941,,606,4.0
183,1042,3.0,22,,713,4.0
9,327,,1591,3.0,303,3.0
207,106,3.0,203,1.0,812,
222,184,4.0,1001,3.0,1230,
268,948,,1717,1.0,74,3.0
19,1680,3.0,1347,,566,4.0
135,482,4.0,643,4.0,1373,
8,480,4.0,692,4.0,1477,
742,694,5.0,409,,1487,5.0
462,1254,4.0,1242,4.0,11,
81,1488,5.0,55,5.0,185,
49,1160,,636,3.0,1277,3.0
11,772,4.0,1062,,573,4.0
69,8,4.0,1340,,1389,5.0
270,1450,3.0,1436,,479,2.0
228,306,4.0,484,,1686,3.0
23,311,5.0,1722,,954,3.0
216,753,3.0,181,4.0,1132,
109,1168,5.0,999,3.0,975,
392,1392,5.0,1124,,997,5.0
36,855,4.0,999,5.0,1192,
15,1204,4.0,1413,,1354,4.0
8,321,,713,3.0,1402,4.0
43,1696,5.0,963,5.0,649,
268,982,5.0,73,,511,3.0
16,1174,4.0,1503,3.0,959,
230,561,2.0,913,3.0,1270,
333,1083,,555,1.0,875,3.0
11,1686,4.0,1241,4.0,1245,
281,210,,461,3.0,1390,3.0
205,1698,4.0,1300,4.0,795,3.0
8,115,5.0,1028,5.0,533,5.0
50,520,4.0,1691,,717,5.0
222,1109,4.0,1414,,718,5.0
22,1110,4.0,138,3.0,58,
456,241,,177,4.0,943,3.0
81,852,,377,5.0,972,4.0
48,36,4.0,519,5.0,927,5.0
16,644,5.0,21,,731,4.0
129,306,5.0,520,4.0,104,
268,293,2.0,1437,3.0,543,
293,1282,4.0,681,3.0,1339,
183,146,4.0,1443,,1301,5.0
313,1699,5.0,1509,5.0,1255,
229,1042,5.0,1060,5.0,1695,
410,914,,499,4.0,1722,4.0
26,1564,3.0,1500,5.0,796,
391,1593,,1260,3.0,254,5.0
8,371,5.0,1338,4.0,29,5.0
61,1473,,603,4.0,797,3.0
19,243,5.0,360,,585,3.0
71,417,4.0,891,,607,3.0
122,1333,4.0,186,,63,3.0
51,1200,,227,5.0,815,3.0
33,1251,,452,4.0,607,5.0
43,834,,230,5.0,910,5.0
37,1556,,1049,5.0,540,5.0
27,209,,1129,4.0,842,2.0
11,403,4.0,745,3.0,591,3.0
43,1696,5.0,1445,,1510,4.0
299,865,5.0,1265,5.0,1446,
225,1591,2.0,744,,540,5.0
43,247,4.0,1223,3.0,1740,4.0
1,276,5.0,839,4.0,299,
661,726,4.0,760,,559,2.0
129,1429,,1575,3.0,1387,2.0
85,1504,5.0,417,2.0,937,4.0
61,501,2.0,250,,1518,2.0
21,1155,4.0,235,3.0,1245,
8,339,5.0,1110,4.0,199,5.0
180,1559,5.0,743,3.0,1417,
452,1315,,251,2.0,637,5.0
197,601,2.0,1609,5.0,637,
113,1638,3.0,1195,3.0,1359,
462,802,5.0,758,5.0,1435,
126,693,,1433,3.0,332,1.0
287,384,,132,5.0,486,3.0
255,1044,5.0,484,,1645,4.0
43,328,,574,5.0,191,4.0
103,1253,1.0,1398,,1388,2.0
633,406,,698,3.0,1165,5.0
198,1556,,166,4.0,735,5.0
68,1457,,1160,4.0,397,4.0
287,306,3.0,1606,3.0,585,3.0
401,721,,855,3.0,167,4.0
354,212,,1006,4.0,191,4.0
83,385,,326,3.0,1432,4.0
200,1523,,1239,5.0,382,5.0
377,758,4.0,297,1.0,1678,
166,310,3.0,1304,,632,3.0
375,1664,4.0,130,,1331,1.0
231,1090,5.0,1282,,10,5.0
177,1620,,1210,4.0,1581,3.0
8,1317,5.0,631,4.0,443,4.0
23,800,,1240,5.0,573,4.0
85,897,4.0,630,4.0,889,
169,112,,161,3.0,166,4.0
153,801,,603,2.0,814,3.0
193,82,4.0,52,5.0,283,
193,290,4.0,390,,1544,5.0
51,1665,,425,4.0,11,5.0
680,1251,,456,1.0,1132,4.0
109,1185,5.0,1611,5.0,92,
16,37,5.0,1676,,796,4.0
580,1600,,1253,4.0,1086,5.0
354,3,,1001,5.0,111,5.0
335,937,3.0,859,1.0,893,
232,887,4.0,1098,4.0,988,
208,73,,1514,4.0,1679,3.0
219,817,,551,4.0,1192,4.0
167,520,2.0,1564,2.0,1596,
525,17,,1276,3.0,477,2.0
38,208,3.0,1649,5.0,726,5.0
16,900,3.0,1191,,365,5.0
210,567,3.0,1479,3.0,878,
105,899,,1100,4.0,1599,3.0
86,1252,4.0,264,4.0,1551,2.0
49,754,4.0,839,5.0,636,3.0
85,1363,,246,4.0,1374,3.0
8,1488,,1654,5.0,504,3.0
21,720,5.0,678,,603,3.0
8,1542,3.0,1689,3.0,826,
1,262,4.0,1193,5.0,508,4.0
207,1186,2.0,822,4.0,1047,
69,582,,618,5.0,1580,5.0
149,1701,2.0,616,,1258,4.0
532,1169,4.0,600,4.0,1037,
135,67,5.0,1147,,543,5.0
255,561,2.0,978,3.0,460,
54,1184,4.0,52,5.0,1272,
143,1344,4.0,1149,4.0,991,
208,1448,5.0,1289,,572,5.0
110,713,4.0,586,,877,3.0
81,11,4.0,319,4.0,351,4.0
38,759,2.0,908,,191,5.0
198,456,,505,3.0,1628,3.0
76,336,,1047,5.0,107,5.0
149,1434,3.0,922,4.0,1244,
205,117,5.0,1544,4.0,1609,
135,869,3.0,359,4.0,1372,
108,1025,,1333,5.0,281,5.0
11,736,5.0,1208,5.0,1308,
190,1552,4.0,576,4.0,1066,
38,566,5.0,39,,952,5.0
43,567,5.0,393,,143,4.0
19,584,,217,3.0,830,5.0
11,528,5.0,1448,5.0,603,5.0
216,197,4.0,9,5.0,1535,
229,1730,5.0,405,4.0,573,
541,690,3.0,1181,1.0,1647,
1,680,,298,4.0,271,2.0
49,741,5.0,1734,,809,3.0
127,176,,145,4.0,436,4.0
169,1537,5.0,180,1.0,760,
161,470,,650,4.0,1310,3.0
446,1616,4.0,181,,1694,4.0
12,1603,5.0,1540,,444,4.0
190,1265,,888,5.0,955,5.0
92,1641,,988,5.0,1101,3.0
145,145,4.0,69,,1399,4.0
129,1274,5.0,1581,4.0,1439,5.0
113,1476,3.0,1542,,1638,3.0
25,1552,4.0,405,2.0,972,
153,398,3.0,1343,,1647,3.0
238,244,3.0,1239,5.0,1405,
135,487,,1017,2.0,604,4.0
492,937,,1259,4.0,972,3.0
119,1057,,1747,5.0,702,4.0
207,1377,3.0,866,,983,3.0
73,64,2.0,1588,3.0,700,
197,912,,1448,4.0,735,3.0
296,1303,4.0,1400,3.0,441,
344,294,3.0,1020,3.0,222,
44,583,4.0,1259,5.0,1084,3.0
149,1106,2.0,456,1.0,957,4.0
44,195,,1253,4.0,1095,5.0
149,1201,4.0,853,4.0,255,
15,1248,2.0,961,5.0,347,
144,1088,4.0,1125,,1567,3.0
255,643,4.0,1656,,910,5.0
51,1280,4.0,950,4.0,358,
153,1061,1.0,809,,985,1.0
43,256,5.0,372,4.0,413,
16,1329,,372,4.0,13,2.0
40,505,4.0,522,,702,4.0
42,1654,5.0,1560,,109,4.0
44,599,4.0,764,,1310,4.0
318,1400,3.0,539,3.0,366,
113,64,3.0,486,4.0,1271,
198,867,4.0,1669,,846,4.0
86,114,4.0,1090,4.0,739,
44,708,1.0,1242,3.0,1644,
155,1664,4.0,132,,700,4.0
472,722,3.0,468,4.0,1134,
129,1410,4.0,872,4.0,1033,
26,18,4.0,1622,,477,2.0
43,67,4.0,1481,,1375,4.0
18,1366,5.0,1132,5.0,717,5.0
16,436,3.0,1543,,399,4.0
42,1680,4.0,978,5.0,1535,
38,616,,424,5.0,1721,3.0
149,1136,4.0,1379,,332,3.0
16,1270,3.0,586,,860,2.0
197,832,3.0,52,3.0,1046,
402,520,,1227,3.0,332,1.0
114,1398,4.0,460,,461,4.0
75,1410,5.0,121,,1743,4.0
299,1314,3.0,215,,1307,3.0
44,1473,2.0,1389,,1743,3.0
16,534,5.0,1609,5.0,173,
51,177,,476,5.0,207,4.0
81,1169,4.0,1043,,1175,2.0
190,1380,4.0,1049,3.0,1007,
129,212,5.0,774,,1387,2.0
21,851,,84,4.0,520,4.0
207,467,3.0,1593,,461,5.0
216,1596,,732,3.0,254,4.0
26,1584,5.0,947,4.0,329,4.0
139,816,,411,4.0,1054,1.0
7,1731,4.0,296,5.0,1003,4.0
81,544,5.0,368,,1025,5.0
314,1200,,20,5.0,1544,3.0
33,1654,3.0,1673,,843,5.0
71,1329,4.0,867,,314,5.0
8,355,,1732,2.0,1065,5.0
1,1217,4.0,1634,3.0,894,3.0
127,1312,2.0,18,3.0,854,5.0
237,1074,,532,4.0,1158,5.0
109,976,5.0,1696,,156,4.0
11,324,3.0,356,3.0,1434,
62,326,,775,5.0,1048,4.0
542,562,,1250,3.0,1286,4.0
54,1490,2.0,262,4.0,511,
164,1093,3.0,1754,,1100,3.0
181,834,5.0,181,,622,3.0
181,816,2.0,229,3.0,668,
11,199,5.0,572,5.0,796,5.0
51,547,5.0,263,5.0,1277,4.0
8,215,4.0,1646,,447,4.0
108,1681,,136,5.0,1500,4.0
121,1437,2.0,1054,3.0,79,
113,294,4.0,107,3.0,1373,
417,1721,,220,5.0,47,4.0
16,457,4.0,139,3.0,269,5.0
127,1300,4.0,168,5.0,1642,4.0
23,1610,3.0,1468,2.0,1405,
231,250,4.0,1274,4.0,703,
129,1267,3.0,1017,4.0,204,
111,913,3.0,1489,,122,4.0
270,1418,4.0,1403,4.0,1117,
352,1604,,1579,2.0,1374,2.0
278,1088,,1047,4.0,1384,1.0
127,1013,5.0,502,5.0,986,5.0
1,1196,4.0,1181,5.0,926,3.0
207,1520,1.0,513,4.0,365,
193,596,,892,5.0,783,5.0
37,168,4.0,953,,348,4.0
220,587,4.0,1677,3.0,1533,4.0
129,740,5.0,212,5.0,1224,5.0
177,306,4.0,1144,2.0,1340,
43,800,4.0,413,,557,5.0
278,1543,3.0,1306,5.0,575,
230,789,4.0,934,,71,5.0
23,1335,4.0,999,3.0,1614,
68,374,3.0,77,,1358,4.0
26,867,5.0,487,,570,4.0
183,1575,,1096,4.0,843,4.0
452,819,2.0,1380,,378,5.0
95,467,4.0,967,3.0,430,
212,1314,4.0,1253,4.0,511,
19,486,5.0,958,4.0,94,
44,1730,4.0,1701,5.0,215,4.0
119,896,4.0,616,5.0,558,4.0
0,1587,,806,2.0,268,3.0
146,760,,603,4.0,926,4.0
585,353,,1446,4.0,1015,4.0
209,403,5.0,1659,,411,3.0
85,593,,1738,5.0,461,3.0
23,434,5.0,1724,,1436,3.0
194,101,,311,5.0,830,5.0
707,1144,,587,4.0,351,4.0
92,406,3.0,686,,191,4.0
207,1044,,1529,3.0,284,4.0
438,1713,5.0,636,5.0,143,
22,407,4.0,958,,415,2.0
200,741,5.0,295,,411,3.0
8,1056,3.0,545,,1607,5.0
26,3,5.0,942,4.0,414,4.0
26,834,2.0,580,5.0,894,4.0
69,1212,,269,4.0,461,5.0
190,833,3.0,1239,4.0,74,
209,1731,,661,2.0,153,4.0
173,1131,2.0,207,5.0,1407,
83,136,4.0,1080,,873,4.0
16,1186,4.0,1276,5.0,430,
11,801,4.0,1196,5.0,638,5.0
11,321,4.0,1271,,249,4.0
83,1523,3.0,388,,862,4.0
354,453,5.0,840,5.0,203,
144,580,3.0,1464,,794,5.0
62,1252,5.0,1292,5.0,333,
193,723,5.0,1597,,254,5.0
537,1264,3.0,619,,1551,3.0
39,816,2.0,834,3.0,1064,
35,1602,,1715,3.0,1100,3.0
358,1289,,492,5.0,717,3.0
15,1513,4.0,1341,5.0,1375,4.0
200,1720,,731,3.0,1228,3.0
23,1252,,22,4.0,783,3.0
193,828,4.0,589,5.0,541,
379,1010,4.0,1253,5.0,1399,3.0
28,1585,5.0,485,,107,4.0
61,1256,3.0,444,4.0,510,
11,998,3.0,600,4.0,586,
0,576,4.0,840,3.0,1038,
129,419,5.0,1220,3.0,1687,3.0
44,1267,4.0,532,3.0,653,
149,963,3.0,329,4.0,1166,
85,897,4.0,1377,4.0,76,5.0
186,322,,888,3.0,701,4.0
389,545,,1415,3.0,1388,2.0
113,803,2.0,339,,1214,5.0
48,434,5.0,72,4.0,58,
72,180,,1239,5.0,415,4.0
61,26,3.0,460,4.0,734,
327,840,3.0,1083,,1084,2.0
140,1494,4.0,1642,,877,1.0
124,1591,1.0,1389,,1103,4.0
106,1200,,1093,3.0,862,4.0
127,405,3.0,1129,,795,5.0
44,1621,3.0,1638,3.0,615,5.0
119,1122,2.0,70,5.0,711,
146,1729,,1333,4.0,999,5.0
20,1745,3.0,1412,,277,3.0
36,129,5.0,754,,755,4.0
225,1637,5.0,1415,5.0,1533,4.0
268,1717,1.0,907,,1054,3.0
51,824,,281,5.0,827,5.0
282,1651,4.0,1044,4.0,424,
44,1122,5.0,249,,954,5.0
76,722,4.0,1381,,1544,4.0
37,1619,5.0,821,5.0,1420,2.0
110,343,,1608,2.0,254,3.0
268,806,2.0,602,2.0,365,
21,513,5.0,859,3.0,1421,5.0
129,241,,1414,5.0,1703,2.0
200,306,5.0,1075,,519,4.0
36,1619,3.0,596,,281,2.0
209,146,1.0,163,2.0,1303,
11,309,5.0,8,4.0,649,
8,339,5.0,1032,4.0,669,
11,1461,,678,2.0,92,3.0
15,417,,283,4.0,1259,5.0
15,592,,1351,5.0,263,5.0
157,471,,540,3.0,526,5.0
42,368,,144,3.0,1194,4.0
1,1509,,859,3.0,1135,4.0
152,1205,4.0,968,3.0,250,
73,1175,4.0,1257,,572,3.0
15,852,,1483,4.0,1197,3.0
314,259,,563,3.0,639,4.0
62,1751,,1433,5.0,251,5.0
106,374,4.0,1259,2.0,1293,
19,405,5.0,277,4.0,8,3.0
15,1476,4.0,1596,5.0,1677,3.0
287,456,3.0,924,,1086,5.0
52,1600,3.0,193,3.0,904,
69,1528,4.0,859,,1260,4.0
23,99,4.0,1030,5.0,1609,3.0
292,1415,,585,3.0,573,3.0
222,1186,4.0,434,,1428,4.0
49,1396,4.0,43,,350,5.0
106,1096,4.0,138,2.0,1723,4.0
61,759,,1463,4.0,1677,5.0
274,1012,3.0,854,4.0,1471,
97,624,1.0,500,5.0,351,
164,992,3.0,1437,,271,1.0
44,1568,,1304,3.0,1544,5.0
38,1042,3.0,886,,280,3.0
48,456,4.0,1675,,287,4.0
202,166,4.0,617,,1708,4.0
11,519,4.0,473,,330,4.0
86,759,,60,3.0,1182,4.0
93,706,,554,5.0,107,4.0
99,293,2.0,936,4.0,1069,
164,1505,5.0,102,,1228,4.0
253,1011,3.0,233,3.0,1631,
457,449,,713,2.0,411,5.0
129,1505,,1334,4.0,1511,4.0
83,39,,507,4.0,607,5.0
193,247,4.0,1450,3.0,300,
375,1552,4.0,721,,735,3.0
145,610,,1162,4.0,207,2.0
245,1096,3.0,13,2.0,670,
42,439,,1100,3.0,1630,3.0
57,83,4.0,230,,1711,4.0
16,326,3.0,1292,4.0,1039,
62,117,4.0,1256,5.0,255,
11,1081,,1418,4.0,972,5.0
2,1275,,444,4.0,799,5.0
288,1403,3.0,1694,3.0,254,3.0
200,1043,,888,5.0,462,4.0
145,705,3.0,996,4.0,774,
43,1123,5.0,556,,478,5.0
81,261,,765,5.0,1422,4.0
483,711,,136,3.0,1640,3.0
401,1093,3.0,1398,,894,4.0
26,358,5.0,1702,4.0,623,3.0
166,742,,806,2.0,618,2.0
33,433,5.0,67,,967,4.0
627,576,5.0,62,4.0,1631,
71,1659,4.0,316,5.0,1117,
16,34,4.0,643,5.0,1709,
213,1651,3.0,326,4.0,775,
129,1076,5.0,1207,5.0,1516,
208,153,4.0,1001,3.0,506,
38,835,4.0,263,3.0,1421,5.0
61,1682,4.0,474,,1100,5.0
264,546,4.0,422,4.0,350,4.0
81,1194,5.0,1580,5.0,1692,5.0
190,82,5.0,51,2.0,1311,
15,1687,,539,5.0,590,5.0
42,1520,4.0,1444,3.0,628,
119,594,5.0,195,5.0,952,
153,195,,795,3.0,285,1.0
208,1440,5.0,1013,4.0,429,4.0
590,480,4.0,1562,3.0,478,
415,325,,1703,3.0,1561,4.0
97,548,5.0,1132,3.0,1597,
22,1476,1.0,996,,943,4.0
16,1058,3.0,820,5.0,1173,
203,1682,3.0,773,,444,4.0
23,1658,5.0,1740,4.0,15,
76,786,,1130,4.0,843,4.0
253,576,,1475,3.0,1006,4.0
42,101,3.0,1465,,585,4.0
229,1554,5.0,772,5.0,301,5.0
247,116,,1239,4.0,78,1.0
68,1280,4.0,1478,,1644,4.0
61,1073,4.0,1031,,618,4.0
16,1153,5.0,73,5.0,236,
15,961,5.0,1586,4.0,1187,4.0
81,965,3.0,1000,,122,5.0
32,1699,4.0,1140,5.0,1244,
73,1061,,133,5.0,1486,3.0
16,1527,,1116,5.0,1309,4.0
401,993,3.0,1478,,599,1.0
228,704,,1026,5.0,607,5.0
26,485,3.0,1589,4.0,1014,4.0
42,1752,,1210,4.0,351,3.0
1,451,4.0,88,3.0,1178,
81,1572,2.0,888,4.0,1452,
492,290,5.0,606,3.0,46,
598,551,5.0,1032,,59,1.0
81,999,5.0,844,,1391,5.0
270,1219,,1028,3.0,1242,3.0
71,1670,3.0,217,,1642,4.0
15,32,4.0,1425,4.0,1316,
146,66,,1158,3.0,717,4.0
190,385,,1606,5.0,1341,4.0
330,835,3.0,329,4.0,1148,
152,769,,1068,4.0,1181,4.0
106,1602,3.0,262,,507,4.0
15,1381,4.0,1338,4.0,718,
133,1250,,821,3.0,1157,3.0
15,763,4.0,1581,4.0,63,4.0
71,51,5.0,1608,4.0,222,
18,417,,532,4.0,1462,5.0
152,706,5.0,1034,,1005,3.0
97,211,4.0,839,3.0,1614,
183,1473,,1747,4.0,765,5.0
119,1698,5.0,54,5.0,1756,
43,1120,,963,5.0,567,5.0
26,1732,2.0,1028,,1055,4.0
234,209,,483,4.0,168,4.0
539,1426,1.0,1444,3.0,509,
207,192,4.0,489,4.0,571,
11,1652,5.0,1432,4.0,745,3.0
281,1122,3.0,26,,1421,5.0
225,962,4.0,779,5.0,652,
24,34,,372,3.0,1068,3.0
246,304,,162,4.0,1355,3.0
61,87,,763,4.0,862,4.0
127,1554,5.0,1046,,603,4.0
105,1145,1.0,397,4.0,637,
128,646,5.0,1146,5.0,923,
459,579,,967,4.0,236,4.0
33,403,,1341,3.0,1503,4.0
44,338,2.0,489,4.0,334,3.0
129,1136,5.0,1689,5.0,911,
48,803,,406,5.0,263,5.0
32,1384,,1657,5.0,927,4.0
214,304,,697,2.0,269,3.0
283,1687,,1020,4.0,1054,4.0
25,1056,1.0,458,4.0,1022,
69,1696,,618,5.0,570,5.0
25,1633,,78,1.0,319,2.0
63,419,3.0,598,4.0,794,
81,841,5.0,1037,,1437,4.0
161,376,,1017,3.0,1454,3.0
81,1111,5.0,376,,188,5.0
51,1643,5.0,12,5.0,13,3.0
145,129,,836,2.0,397,3.0
63,992,3.0,136,4.0,521,5.0
158,1136,2.0,292,,1019,1.0
23,631,5.0,298,5.0,1757,5.0
503,336,,540,4.0,1038,4.0
85,1474,4.0,535,1.0,1581,
129,1654,5.0,1242,4.0,541,5.0
113,320,,549,4.0,1182,4.0
8,865,5.0,824,4.0,1146,5.0
23,864,4.0,148,5.0,443,
200,726,4.0,10,4.0,1228,3.0
9,1364,3.0,181,,281,3.0
442,545,,1410,3.0,280,4.0
8,993,,1364,3.0,860,4.0
537,1171,,1258,4.0,1246,3.0
70,18,3.0,1382,,1479,5.0
127,368,,436,4.0,670,4.0
335,580,3.0,234,,1244,4.0
282,788,5.0,122,,575,3.0
52,1632,2.0,1670,3.0,1271,
210,505,,540,2.0,717,5.0
19,212,5.0,1623,,1388,3.0
404,1536,2.0,1561,2.0,1230,
334,503,,1470,5.0,542,3.0
40,1545,1.0,281,2.0,380,
230,963,,378,2.0,987,4.0
83,1734,,842,4.0,795,4.0
24,1280,3.0,580,,479,2.0
25,432,,1654,2.0,1642,3.0
202,273,4.0,165,5.0,1487,
11,160,4.0,693,,22,5.0
209,74,,411,3.0,1181,4.0
130,1334,4.0,1006,4.0,607,5.0
23,1287,5.0,394,4.0,685,5.0
111,1616,3.0,1722,3.0,1434,
219,1635,4.0,1334,3.0,1246,
81,690,4.0,1253,5.0,1755,
101,770,4.0,1202,,1093,3.0
81,1744,5.0,128,2.0,1503,
86,1299,4.0,1493,,797,4.0
242,1494,,520,3.0,536,4.0
233,643,,20,5.0,1606,4.0
227,598,1.0,1448,2.0,1355,
348,965,3.0,1116,5.0,495,
37,1585,5.0,243,,1016,5.0
354,1184,,1168,3.0,632,5.0
127,722,5.0,1677,,623,5.0
218,1696,4.0,792,4.0,1695,
92,1619,4.0,277,4.0,1630,
227,195,5.0,1126,1.0,124,
428,1531,,1278,5.0,734,5.0
207,1634,2.0,550,2.0,1321,
86,1030,5.0,633,,1610,4.0
174,1122,2.0,579,,1703,3.0
275,1169,4.0,616,,271,3.0
105,547,3.0,1131,,1326,2.0
69,1395,2.0,1178,,943,5.0
234,1270,4.0,378,2.0,685,
426,1569,,819,2.0,456,5.0
37,802,4.0,1583,,1503,3.0
44,1282,5.0,453,4.0,1383,4.0
16,944,,1177,2.0,475,4.0
200,1378,,1572,4.0,1318,5.0
270,1110,5.0,1418,4.0,670,
287,1061,3.0,1143,,365,3.0
209,18,3.0,1093,5.0,763,
105,1136,2.0,58,,1483,3.0
258,1270,4.0,1259,1.0,1661,
129,1449,5.0,523,,1387,2.0
11,1684,5.0,1078,4.0,1560,
137,219,,943,3.0,1343,2.0
119,227,3.0,1381,,1047,5.0
587,854,1.0,616,,1006,3.0
214,786,,1140,3.0,383,4.0
136,1136,4.0,759,2.0,1279,3.0
23,1553,,183,4.0,269,5.0
379,530,4.0,1496,,1528,4.0
4,1056,1.0,279,,1275,2.0
277,627,5.0,1050,,461,3.0
40,800,5.0,758,5.0,63,
274,774,5.0,199,,1096,3.0
73,913,4.0,955,,1149,3.0
1,1460,2.0,1560,,844,2.0
85,1399,5.0,184,,1087,5.0
21,1035,,397,2.0,558,2.0
430,610,1.0,489,3.0,1517,
187,1401,,905,4.0,783,4.0
166,1158,4.0,888,5.0,1354,3.0
190,886,,806,2.0,1052,4.0
25,1701,2.0,55,,669,4.0
23,197,2.0,503,,567,4.0
23,16,5.0,978,5.0,644,
19,276,5.0,1366,,1228,3.0
33,323,,1034,5.0,1503,4.0
190,1377,4.0,1731,5.0,1558,
42,577,,724,5.0,740,4.0
39,896,,500,5.0,444,4.0
838,850,5.0,762,,524,1.0
54,1670,4.0,1739,,780,5.0
23,1574,5.0,23,,924,5.0
119,1680,3.0,1698,5.0,1314,3.0
193,994,5.0,1018,4.0,1178,
418,613,,842,2.0,1051,3.0
587,520,3.0,893,2.0,1567,
145,1604,4.0,68,,1020,4.0
23,513,5.0,1177,5.0,1001,
11,691,4.0,355,5.0,967,5.0
468,321,3.0,1480,,397,4.0
23,208,4.0,806,3.0,1439,
11,392,4.0,793,4.0,1051,4.0
44,1012,4.0,1018,5.0,491,
200,1123,5.0,56,,429,4.0
133,177,3.0,309,2.0,1241,5.0
157,788,5.0,1067,5.0,1037,
144,1588,,917,2.0,1711,2.0
149,1460,4.0,1143,,925,2.0
8,821,4.0,1190,,1031,5.0
208,657,4.0,1362,,1699,2.0
83,1027,4.0,581,,607,5.0
99,81,4.0,1142,2.0,1288,
21,1155,4.0,380,,47,4.0
8,752,5.0,402,4.0,643,5.0
214,1575,4.0,1151,,607,5.0
83,773,4.0,1544,5.0,873,4.0
129,874,5.0,622,5.0,1279,
40,359,5.0,174,4.0,1583,
442,1719,,603,4.0,1564,1.0
41,1317,4.0,1338,,78,3.0
127,197,3.0,1398,4.0,620,
81,1304,4.0,568,,1402,5.0
452,581,,188,5.0,637,5.0
50,1299,2.0,886,,456,3.0
19,1124,,20,4.0,133,4.0
69,928,4.0,1010,4.0,267,
81,989,,862,5.0,926,5.0
269,1136,2.0,739,,1210,1.0
10,265,,585,4.0,478,4.0
112,1075,5.0,408,,1563,4.0
671,453,3.0,407,,555,1.0
1,883,4.0,750,,1391,3.0
169,337,,744,3.0,286,5.0
553,989,4.0,1085,4.0,862,
202,1569,,772,4.0,1593,3.0
11,1415,,428,5.0,61,5.0
207,1398,4.0,1019,,828,3.0
193,1232,,849,2.0,263,5.0
278,624,4.0,1223,,367,5.0
8,1505,5.0,694,,1339,4.0
127,1559,5.0,473,5.0,1657,
62,1370,2.0,1067,,651,3.0
377,1552,1.0,1299,,442,3.0
44,602,2.0,1548,,1661,3.0
44,611,4.0,1637,,523,3.0
129,1504,5.0,68,,1079,4.0
136,1666,4.0,109,2.0,462,
229,615,5.0,168,4.0,45,
234,226,,51,3.0,473,4.0
27,418,4.0,1483,,894,3.0
145,999,2.0,616,4.0,76,
85,717,5.0,654,,1647,3.0
532,48,5.0,213,3.0,986,
40,16,4.0,821,4.0,839,
128,945,3.0,564,,1055,5.0
119,1730,5.0,294,5.0,1755,
40,163,5.0,821,4.0,917,4.0
119,903,5.0,1576,4.0,1678,
10,515,,901,4.0,1006,4.0
36,1238,,1182,4.0,143,5.0
223,1415,,602,2.0,955,5.0
42,1637,4.0,854,5.0,1208,
292,1698,5.0,549,,1623,5.0
268,212,4.0,1045,,217,3.0
36,1025,1.0,87,4.0,574,
218,672,,1547,4.0,910,5.0
180,381,,829,5.0,894,3.0
119,279,,615,5.0,1612,5.0
174,1606,3.0,378,4.0,653,
439,1621,3.0,1158,5.0,655,
33,1380,5.0,313,,1341,3.0
21,228,3.0,1717,,507,5.0
69,978,5.0,391,4.0,1656,
208,1635,4.0,1333,5.0,1517,
11,656,,1250,5.0,710,4.0
27,19,,1334,4.0,905,4.0
94,1280,,177,4.0,999,3.0
62,1633,,50,5.0,110,1.0
69,272,,97,2.0,1250,2.0
153,1347,,357,3.0,1181,1.0
52,1154,,202,2.0,942,2.0
11,1428,4.0,426,5.0,1087,
106,1508,,378,4.0,1388,3.0
492,968,5.0,1150,,703,4.0
26,1668,,599,3.0,269,5.0
23,298,5.0,1148,,734,4.0
183,1619,5.0,294,5.0,333,4.0
11,801,4.0,1651,4.0,342,4.0
69,480,4.0,1396,,309,5.0
8,1747,5.0,1529,5.0,682,
