item,user-1,rating-1,user-2,rating-2,user-3,rating-3,user-4,rating-4,user-5,rating-5,user-6,rating-6,user-7,rating-7,user-8,rating-8
181,1441,,467,2.0,455,1.0,999,4.0,887,4.0,428,,1485,,237,1.0
15,1664,,724,5.0,964,,1029,4.0,1237,5.0,890,4.0,269,5.0,574,
69,256,,1026,5.0,1250,2.0,1333,5.0,822,,169,,1434,5.0,970,5.0
16,337,2.0,1410,,1683,5.0,71,5.0,423,2.0,508,5.0,845,4.0,31,4.0
190,1394,5.0,1093,4.0,1397,3.0,901,3.0,377,,843,4.0,1741,,797,
1,1712,4.0,723,4.0,979,3.0,326,3.0,87,4.0,1177,2.0,1628,,13,3.0
23,945,4.0,1378,,1362,5.0,134,5.0,1418,5.0,651,,557,,334,3.0
11,337,,97,4.0,1282,,34,3.0,1013,3.0,857,4.0,106,5.0,1487,
51,1429,,888,5.0,1675,4.0,971,5.0,1676,5.0,1102,5.0,79,,1487,
8,1409,,1314,4.0,357,5.0,1463,,167,4.0,679,3.0,154,3.0,1628,
11,1056,,1025,5.0,513,5.0,1014,4.0,650,5.0,524,,1230,,943,3.0
23,128,,852,5.0,1047,5.0,1482,,795,5.0,619,4.0,683,,1260,5.0
23,433,,836,,1205,5.0,277,5.0,967,5.0,759,5.0,602,4.0,413,
113,1282,4.0,1348,,1366,,679,3.0,1017,5.0,939,5.0,43,5.0,1692,
44,1553,,1442,4.0,387,,1428,4.0,648,3.0,763,,1468,4.0,1069,5.0
16,1440,3.0,353,2.0,1618,,1539,,1508,,776,1.0,1051,4.0,107,4.0
42,1153,5.0,83,4.0,260,4.0,938,3.0,1084,4.0,45,5.0,1645,,1134,
129,1186,5.0,787,5.0,676,,262,,1513,5.0,1498,,427,5.0,1612,4.0
81,1041,5.0,118,,23,4.0,999,5.0,889,,492,3.0,254,,783,2.0
19,849,,226,,1125,5.0,1048,4.0,585,3.0,1099,4.0,1292,,830,5.0
44,864,5.0,1649,5.0,278,3.0,842,3.0,571,4.0,749,,1150,,1135,
129,1603,5.0,1076,5.0,1365,4.0,614,,215,4.0,1195,5.0,446,,1358,5.0
15,1666,4.0,1202,,1669,,1494,5.0,745,4.0,779,5.0,831,5.0,1183,5.0
219,610,,1699,4.0,199,3.0,167,4.0,537,4.0,858,5.0,571,,317,
293,704,,1377,3.0,1490,3.0,405,2.0,762,,1611,2.0,732,3.0,1533,
69,1570,,834,3.0,1014,,314,5.0,1178,,1643,3.0,461,5.0,63,5.0
16,976,3.0,1280,3.0,83,3.0,436,3.0,1365,,1495,,344,4.0,686,3.0
23,882,5.0,901,5.0,38,,1528,4.0,41,,681,5.0,347,5.0,1675,4.0
23,1600,4.0,673,,929,,1651,5.0,901,5.0,1132,4.0,573,4.0,1230,
16,577,,243,5.0,1398,4.0,214,4.0,982,5.0,1431,,1225,,877,3.0
81,624,4.0,481,,626,,1442,,244,3.0,411,4.0,1276,5.0,799,5.0
15,336,,1188,5.0,517,5.0,358,,503,,183,4.0,1192,5.0,1130,5.0
69,1410,1.0,1428,5.0,309,5.0,1366,4.0,1626,,109,3.0,1470,,734,4.0
33,1552,4.0,1364,4.0,661,,1607,4.0,1721,4.0,1385,,1563,3.0,1164,4.0
0,450,,597,3.0,1125,5.0,406,4.0,999,2.0,1721,4.0,1227,,1167,4.0
11,836,,1492,3.0,452,5.0,821,,917,3.0,374,4.0,397,5.0,1391,3.0
81,34,4.0,1572,2.0,980,,1013,5.0,454,5.0,1559,,1291,5.0,1180,4.0
54,352,,627,5.0,996,5.0,1429,4.0,6,4.0,822,4.0,1079,,1032,
129,1572,,199,5.0,1623,4.0,745,,299,,524,4.0,220,5.0,111,4.0
127,896,1.0,1155,3.0,532,4.0,38,,1339,,188,3.0,924,4.0,1262,
15,818,,901,4.0,407,5.0,824,5.0,1178,5.0,1338,4.0,1406,4.0,942,
61,976,,992,5.0,338,3.0,51,,1304,4.0,473,4.0,1709,,1230,5.0
86,1122,2.0,803,2.0,168,4.0,1082,,1402,5.0,1311,,271,4.0,1487,
23,951,5.0,568,5.0,201,,364,5.0,1340,,813,,1583,4.0,1327,5.0
40,1539,,1460,5.0,132,5.0,117,4.0,1542,,1594,,811,5.0,332,4.0
379,656,,1440,4.0,757,,839,5.0,1642,2.0,1515,,604,4.0,892,4.0
129,865,5.0,948,,1638,5.0,678,,1434,,1181,5.0,1757,5.0,687,5.0
23,1250,4.0,1236,,1317,5.0,262,5.0,1160,,1673,5.0,1628,5.0,1230,
11,480,5.0,341,5.0,933,,1557,5.0,998,3.0,1382,,422,3.0,1528,
122,321,5.0,1561,4.0,251,3.0,1277,,621,5.0,1101,4.0,1726,,191,
310,1137,4.0,1090,4.0,1076,5.0,1511,,1737,4.0,282,,427,,623,4.0
23,977,5.0,257,,1097,,1658,5.0,940,,236,4.0,1006,5.0,1375,4.0
81,352,4.0,1265,,565,,152,5.0,1017,3.0,587,4.0,972,4.0,527,
15,545,,465,4.0,195,4.0,1558,5.0,1415,,1032,,122,4.0,1197,3.0
76,529,,804,5.0,1129,,858,5.0,44,2.0,109,3.0,1247,,415,5.0
23,290,,1622,4.0,646,5.0,903,3.0,1034,4.0,682,,795,5.0,1053,
278,500,,357,4.0,901,3.0,966,,1607,4.0,1561,3.0,219,5.0,895,
149,64,4.0,657,5.0,483,,246,5.0,184,3.0,25,4.0,556,,1358,
161,1090,3.0,532,3.0,149,5.0,1432,,1176,4.0,664,,1642,2.0,1515,
177,1632,3.0,1171,,547,5.0,132,,309,,106,3.0,845,3.0,62,5.0
208,576,,144,4.0,18,4.0,468,4.0,1284,,677,4.0,1163,,1020,4.0
44,1329,5.0,514,4.0,1042,4.0,690,4.0,699,5.0,1483,,638,4.0,271,
43,1393,,1539,4.0,1203,,1236,,71,4.0,844,5.0,1565,5.0,1215,5.0
274,1346,,179,,1091,5.0,168,3.0,617,2.0,1627,4.0,1756,4.0,156,
183,1472,,1539,4.0,468,5.0,133,4.0,1209,,91,4.0,1180,4.0,492,
185,1282,4.0,1491,2.0,132,,1204,,502,4.0,1222,3.0,266,,124,3.0
222,1392,,1361,4.0,450,,546,,612,4.0,293,3.0,1509,5.0,556,3.0
144,1137,,194,,724,3.0,405,3.0,1593,,106,2.0,603,4.0,1564,3.0
49,1603,5.0,1078,4.0,391,5.0,1401,,1291,,540,4.0,1197,,1103,4.0
54,1635,3.0,1140,,1270,4.0,1638,3.0,1561,5.0,682,,1018,,1423,5.0
16,306,4.0,644,5.0,566,4.0,41,4.0,1402,4.0,1133,,1087,,863,
15,560,4.0,1653,5.0,37,,1495,,1399,3.0,1048,4.0,9,5.0,1243,
83,497,,5,,1189,,680,3.0,456,4.0,570,4.0,538,5.0,1196,3.0
128,912,4.0,1425,5.0,1522,,376,,1289,4.0,795,5.0,1327,5.0,895,
193,176,4.0,752,5.0,1056,,1296,4.0,1490,,532,3.0,1098,5.0,895,
23,960,,240,,193,5.0,18,4.0,1414,4.0,553,,876,3.0,1358,5.0
44,1136,3.0,1425,5.0,993,,887,5.0,264,,1737,5.0,826,3.0,637,
0,482,,1154,5.0,452,4.0,283,,860,3.0,1149,2.0,397,4.0,1278,
8,785,,738,,1098,5.0,1596,5.0,1405,5.0,270,3.0,830,4.0,30,
207,1120,,1136,3.0,449,,100,4.0,1446,,1193,4.0,731,4.0,1293,2.0
11,528,5.0,1425,4.0,1027,5.0,760,4.0,1259,5.0,782,,414,,1263,
122,499,,997,4.0,1109,5.0,470,3.0,343,5.0,584,5.0,395,5.0,1678,
278,722,3.0,1541,,325,4.0,38,3.0,1194,5.0,251,,1724,,636,4.0
16,689,,146,3.0,386,,1732,3.0,1497,,298,4.0,314,3.0,399,4.0
129,992,5.0,1264,,883,,1480,4.0,632,4.0,890,3.0,1276,,1503,5.0
16,865,5.0,1399,4.0,1016,,282,,938,,1499,2.0,572,4.0,733,3.0
49,258,4.0,1349,3.0,965,3.0,1145,,907,4.0,749,,894,5.0,191,
62,448,1.0,1057,4.0,867,,388,,1144,4.0,392,4.0,891,,1279,5.0
153,688,,1088,1.0,1025,1.0,1524,,996,4.0,1512,,826,1.0,1756,1.0
81,753,,1650,5.0,467,3.0,1732,4.0,725,,1479,,473,5.0,828,3.0
106,1281,,193,,658,5.0,323,3.0,1429,3.0,1323,,828,3.0,1068,1.0
1,1075,5.0,1203,,821,,247,4.0,711,5.0,1306,3.0,957,,1199,3.0
11,736,5.0,465,,260,,1703,4.0,1753,5.0,154,5.0,283,4.0,588,3.0
190,0,,1233,4.0,1426,4.0,1458,3.0,1750,3.0,1402,,1100,4.0,1437,
106,1216,,1424,4.0,724,4.0,645,4.0,325,5.0,822,2.0,902,,584,
1,1280,,98,,566,3.0,87,4.0,8,4.0,1086,5.0,447,,1599,5.0
83,994,,1155,4.0,1158,3.0,138,4.0,1740,3.0,1180,,1294,4.0,1743,5.0
16,1603,5.0,837,5.0,1718,,902,,647,5.0,171,3.0,1743,4.0,543,
27,1712,4.0,576,3.0,961,,1425,3.0,275,3.0,1285,,1559,3.0,141,
43,247,4.0,1689,4.0,107,5.0,1500,,364,5.0,396,,1100,3.0,1583,
11,1392,,1634,4.0,436,,1685,4.0,965,5.0,885,,875,4.0,142,5.0
26,1040,4.0,1078,,392,4.0,856,4.0,697,5.0,122,4.0,893,,1679,
23,1041,5.0,451,4.0,724,4.0,1431,,968,5.0,811,5.0,747,4.0,1277,5.0
1,672,,1364,4.0,420,4.0,1368,,585,2.0,958,3.0,351,3.0,95,
209,788,,1751,4.0,1368,3.0,520,5.0,1609,3.0,171,,812,,1630,2.0
23,1552,1.0,17,5.0,273,5.0,466,,339,,227,3.0,267,,1692,5.0
8,1168,5.0,194,,517,4.0,533,5.0,743,,154,3.0,1500,,78,4.0
81,1571,3.0,1603,5.0,1162,,906,4.0,1578,5.0,157,5.0,702,5.0,543,5.0
51,1313,5.0,1746,,820,4.0,647,,1321,5.0,682,,990,5.0,351,3.0
23,963,4.0,246,,568,5.0,860,,220,5.0,989,,157,4.0,670,5.0
85,1552,5.0,1473,,308,,1429,5.0,102,4.0,1304,,1576,4.0,973,4.0
183,1316,,134,4.0,1591,3.0,585,3.0,1004,4.0,444,,829,4.0,1166,
183,48,,816,,133,4.0,983,5.0,1274,5.0,1642,5.0,251,,158,5.0
43,256,5.0,225,5.0,103,4.0,439,,1160,,1513,,910,5.0,1407,5.0
83,979,,567,4.0,679,4.0,329,,540,,1196,3.0,1485,5.0,558,3.0
23,0,5.0,596,,20,5.0,1238,4.0,1192,,1144,4.0,1212,5.0,319,4.0
1,305,4.0,259,3.0,1369,,186,3.0,1194,5.0,1100,2.0,636,3.0,1199,3.0
15,1456,,1136,5.0,337,4.0,1381,4.0,1720,3.0,1241,5.0,1739,,31,
26,771,4.0,851,5.0,485,3.0,1351,5.0,263,,153,3.0,1050,5.0,1661,
15,416,,994,,1588,3.0,725,,1445,5.0,1291,4.0,1547,4.0,1743,5.0
54,642,,500,5.0,1013,5.0,294,5.0,1702,,1466,4.0,508,4.0,301,
11,450,,355,5.0,1189,5.0,1240,5.0,1675,5.0,459,5.0,1579,,93,
223,323,4.0,964,3.0,1349,3.0,712,4.0,585,3.0,858,,379,5.0,300,
16,1073,,1057,4.0,1043,,451,3.0,229,5.0,1367,4.0,1272,,1181,5.0
149,1488,4.0,97,3.0,643,4.0,739,,1125,5.0,1175,,1496,4.0,521,
83,1603,5.0,1301,2.0,1367,,281,4.0,971,,1388,3.0,845,,1662,4.0
26,290,5.0,323,4.0,884,3.0,918,,1401,,1564,3.0,542,1.0,302,5.0
44,290,5.0,1717,3.0,437,,1686,5.0,235,,1515,2.0,1070,5.0,1230,
49,657,4.0,212,5.0,1558,4.0,1560,,1421,5.0,574,4.0,1311,,1391,5.0
16,1329,,1218,,197,2.0,1591,4.0,520,4.0,1307,3.0,539,5.0,1535,
43,917,5.0,1605,,1590,,71,4.0,1544,5.0,796,5.0,1742,3.0,1422,
16,561,5.0,1381,3.0,967,5.0,1143,4.0,10,,107,4.0,859,5.0,815,3.0
8,432,,385,,1009,5.0,1266,,1669,4.0,839,5.0,92,5.0,670,2.0
23,881,4.0,882,5.0,371,,660,,1205,5.0,456,3.0,330,5.0,1517,
8,1472,,740,4.0,932,4.0,104,,1210,3.0,1179,,1547,2.0,1484,2.0
127,1074,,1334,4.0,920,,840,4.0,697,4.0,698,,1354,3.0,1439,3.0
23,672,,34,4.0,1170,5.0,802,5.0,275,,1110,5.0,1544,,302,4.0
81,1041,5.0,1649,,1201,5.0,466,,485,5.0,1564,4.0,925,5.0,734,4.0
8,673,,1009,5.0,1315,,1299,3.0,500,5.0,1748,5.0,77,5.0,1487,
68,193,,1635,4.0,1333,5.0,949,4.0,522,,1610,,1181,1.0,1358,4.0
23,1568,,1189,5.0,821,,791,4.0,727,5.0,1515,5.0,188,5.0,622,
11,961,5.0,834,4.0,403,4.0,1188,4.0,612,4.0,1335,,430,,1727,
8,306,5.0,1348,,86,5.0,1110,4.0,393,,826,,1035,4.0,156,4.0
44,1376,,1072,3.0,480,5.0,1330,,1685,5.0,1176,4.0,168,4.0,159,5.0
119,530,3.0,310,5.0,1418,2.0,122,5.0,1051,,556,,669,,942,5.0
83,514,3.0,341,3.0,1093,5.0,1735,,569,2.0,1065,4.0,1578,,1391,5.0
174,688,,897,3.0,1334,4.0,1385,,1577,4.0,235,3.0,1020,3.0,910,
92,1312,,738,,803,,468,4.0,1606,4.0,839,3.0,969,4.0,1101,3.0
128,96,,641,5.0,978,5.0,839,5.0,1319,,1146,5.0,124,3.0,764,
16,1745,5.0,546,5.0,389,4.0,917,,1575,,792,4.0,713,4.0,206,4.0
73,209,4.0,1386,,908,1.0,1196,3.0,1452,,1005,3.0,1006,5.0,767,
23,273,5.0,1714,4.0,1106,,643,,851,5.0,246,,791,4.0,429,5.0
36,657,3.0,83,3.0,372,5.0,388,,407,,618,2.0,539,4.0,1439,
15,400,,1426,,819,,517,5.0,520,4.0,200,4.0,638,4.0,1743,5.0
234,897,3.0,1730,5.0,354,,1347,4.0,1253,5.0,486,5.0,502,,409,
44,352,5.0,737,,849,4.0,1618,2.0,1544,5.0,840,4.0,618,3.0,1452,
208,1491,,436,4.0,1397,3.0,1319,,249,4.0,731,4.0,252,,142,5.0
23,529,5.0,1634,5.0,1058,5.0,898,,676,5.0,997,5.0,330,5.0,187,
49,690,5.0,1298,,517,4.0,71,,1688,3.0,106,5.0,378,5.0,365,4.0
129,1076,5.0,1046,,1111,,72,,1322,2.0,91,5.0,1259,5.0,1726,5.0
81,1203,4.0,1635,5.0,389,,757,,1462,,1432,5.0,475,5.0,364,5.0
393,1202,,1730,5.0,757,,1399,3.0,489,1.0,1595,3.0,524,2.0,447,5.0
16,1296,,883,3.0,325,4.0,133,4.0,1180,,1068,2.0,1484,4.0,1726,
40,800,5.0,625,5.0,658,,1637,4.0,1190,,55,4.0,602,3.0,1675,
11,208,,305,3.0,642,,338,3.0,964,,677,4.0,441,4.0,539,5.0
8,1253,5.0,693,,1047,5.0,1369,3.0,426,,795,5.0,908,4.0,1102,4.0
222,1203,4.0,68,,697,3.0,138,,1164,4.0,414,3.0,1119,,943,3.0
105,1605,1.0,198,4.0,598,4.0,1574,,745,,1018,,395,4.0,1644,4.0
68,1664,3.0,737,,226,,1010,4.0,965,5.0,1416,,1003,4.0,847,5.0
16,1072,4.0,384,,1105,,353,2.0,1570,,1368,5.0,378,3.0,1450,4.0
16,881,3.0,952,,1432,5.0,840,4.0,684,5.0,1373,,1213,3.0,558,3.0
23,1745,,1057,3.0,1141,,232,,217,5.0,1515,5.0,875,4.0,1421,5.0
129,1524,5.0,324,5.0,1511,4.0,1691,,827,3.0,493,,1534,5.0,47,4.0
26,241,3.0,404,5.0,1685,5.0,1495,5.0,808,,892,5.0,1164,5.0,1117,4.0
23,705,,258,1.0,1655,,1208,4.0,1354,4.0,1099,4.0,1548,1.0,927,5.0
190,864,4.0,408,,1417,4.0,714,,954,4.0,828,3.0,1196,4.0,1661,
26,1088,,1345,,786,5.0,182,4.0,1479,4.0,1433,4.0,607,5.0,399,
15,1040,,1297,4.0,531,3.0,276,5.0,502,3.0,167,4.0,973,5.0,1405,
228,1314,4.0,406,4.0,167,5.0,1079,,1497,5.0,747,5.0,1020,,621,
81,1570,5.0,1091,,1572,2.0,772,4.0,795,5.0,204,,1757,4.0,703,
11,1072,4.0,355,5.0,483,4.0,693,,1126,,793,4.0,1163,,798,4.0
16,1267,,678,4.0,1752,,568,4.0,1418,5.0,970,4.0,1547,3.0,204,
223,1715,3.0,1732,3.0,694,,1222,4.0,25,3.0,1003,3.0,1196,,749,
68,865,4.0,1267,3.0,1013,5.0,40,,1465,,905,4.0,555,4.0,334,3.0
73,1488,4.0,20,5.0,580,4.0,486,,1368,,1659,,1518,5.0,1182,4.0
44,1441,3.0,1442,4.0,659,,867,5.0,1448,4.0,90,,1629,,1549,1.0
85,881,4.0,978,,1283,4.0,52,4.0,1033,,1578,3.0,971,2.0,270,
26,48,,676,5.0,1381,5.0,37,,1754,,1102,5.0,1470,4.0,1183,5.0
51,1122,5.0,1044,,37,,504,,1658,5.0,828,4.0,1100,3.0,1101,5.0
23,1235,,293,4.0,231,2.0,1193,,1531,5.0,1131,,12,5.0,1054,5.0
26,128,4.0,1680,,437,5.0,1333,5.0,1381,5.0,1693,,109,3.0,1519,5.0
44,659,,1012,4.0,1653,4.0,840,4.0,169,,765,5.0,894,,782,4.0
11,512,4.0,1088,,929,,229,4.0,1671,3.0,985,5.0,795,4.0,1582,
15,1345,,594,5.0,612,5.0,789,5.0,517,5.0,263,5.0,1097,5.0,974,5.0
310,1136,3.0,870,,967,5.0,535,5.0,1576,5.0,1417,,521,5.0,606,
15,1296,5.0,356,2.0,838,,1256,,74,4.0,1499,,415,3.0,1663,4.0
11,1168,5.0,1313,,1363,,1668,5.0,1269,4.0,1367,,456,2.0,1561,5.0
68,448,4.0,1026,5.0,1747,4.0,1270,,1209,,796,,156,4.0,477,4.0
1,483,4.0,20,4.0,1382,,1175,3.0,812,,1070,3.0,31,4.0,1007,
129,1123,4.0,500,5.0,1608,3.0,1176,,1660,,988,2.0,1453,4.0,191,4.0
81,288,,883,5.0,1637,2.0,1559,,1178,,315,5.0,1356,5.0,1647,5.0
8,1154,4.0,308,5.0,1557,5.0,166,3.0,871,,361,,860,4.0,93,
23,1504,,1601,5.0,1569,,516,4.0,616,5.0,1450,3.0,314,4.0,1501,5.0
15,1745,4.0,547,5.0,758,3.0,363,,220,4.0,637,4.0,1086,4.0,879,
16,1104,,115,,534,5.0,1478,4.0,1639,3.0,202,5.0,766,5.0,911,
222,1428,4.0,231,3.0,520,,1257,4.0,571,,1692,4.0,175,,383,5.0
44,929,4.0,947,4.0,243,5.0,1418,4.0,139,,828,3.0,223,,735,
11,17,4.0,785,5.0,770,,133,4.0,521,4.0,682,,332,3.0,511,5.0
26,1121,,471,5.0,71,5.0,792,4.0,1593,4.0,1497,5.0,683,,1373,
207,32,,883,3.0,486,5.0,982,5.0,1703,2.0,953,,1243,,415,1.0
51,144,5.0,1,,1699,3.0,950,4.0,809,5.0,1066,3.0,458,,766,
49,1425,5.0,1697,5.0,836,,389,4.0,534,,1592,,1611,3.0,1630,4.0
15,160,5.0,1140,,1061,,1190,,1111,4.0,425,4.0,539,5.0,1500,5.0
73,1440,4.0,177,5.0,1010,5.0,358,,392,5.0,362,,235,,1388,2.0
38,177,4.0,738,5.0,1524,3.0,1414,,1433,4.0,1674,,1421,5.0,445,
11,1362,,787,,1524,4.0,1350,,791,5.0,1609,5.0,571,5.0,364,5.0
23,1474,,983,5.0,1720,3.0,1674,5.0,570,5.0,1021,,590,,1423,3.0
81,1696,5.0,1138,,1558,5.0,1702,5.0,1082,,1402,5.0,1101,5.0,719,
16,129,,418,5.0,1716,,1607,3.0,1049,4.0,249,4.0,779,,1644,5.0
16,1520,3.0,1217,5.0,1729,,1588,3.0,1064,,1294,,95,3.0,927,3.0
11,784,,1601,,1075,4.0,549,,854,4.0,8,4.0,762,5.0,271,4.0
81,1536,3.0,577,4.0,402,5.0,1219,,728,5.0,633,5.0,217,3.0,283,
8,928,,1027,5.0,1732,2.0,486,5.0,1494,,682,,1131,5.0,1406,4.0
222,18,3.0,258,4.0,722,4.0,631,4.0,1191,,951,,184,4.0,364,5.0
183,1202,,565,,1720,4.0,1752,,906,4.0,90,5.0,843,4.0,1708,4.0
26,899,,309,5.0,1240,3.0,841,5.0,1130,5.0,1467,,1244,,734,5.0
26,1250,3.0,194,,274,3.0,552,,1609,3.0,1675,,316,4.0,989,5.0
16,1472,4.0,660,,292,3.0,1476,,469,,677,4.0,1642,4.0,170,5.0
129,1504,5.0,1137,4.0,1365,4.0,117,,501,4.0,1319,5.0,841,5.0,573,5.0
43,1186,5.0,4,5.0,1220,5.0,855,,840,4.0,60,5.0,654,,638,
54,128,,849,4.0,1462,,119,4.0,1687,,1066,4.0,779,5.0,1647,5.0
16,1457,,513,4.0,1186,4.0,1524,5.0,166,4.0,295,,537,,845,4.0
81,672,,400,,1425,5.0,1300,4.0,820,4.0,886,,1690,5.0,988,1.0
8,1184,,755,4.0,132,5.0,1222,4.0,904,,1035,4.0,413,,702,5.0
223,1475,3.0,1124,1.0,1588,5.0,1080,,235,5.0,1709,,1022,2.0,254,4.0
44,1264,4.0,353,4.0,1361,5.0,666,4.0,1451,1.0,715,,220,,1534,
8,656,,1441,2.0,549,,693,,903,5.0,154,3.0,910,4.0,943,5.0
8,754,,835,4.0,1107,,1030,5.0,1160,5.0,473,5.0,1129,4.0,1532,
44,466,4.0,1191,,1737,5.0,92,,1661,3.0,701,5.0,270,5.0,1295,4.0
134,417,1.0,148,,468,2.0,777,,1017,3.0,202,3.0,974,4.0,351,
8,32,5.0,1104,,436,2.0,36,,215,4.0,427,5.0,1310,5.0,143,
193,675,4.0,406,5.0,342,3.0,632,,1148,1.0,1693,,382,5.0,238,4.0
1,1184,4.0,1360,5.0,1094,4.0,1126,,584,,233,1.0,1723,,831,5.0
190,1185,4.0,1730,5.0,500,4.0,100,,805,,1591,2.0,1209,,954,4.0
219,225,4.0,149,4.0,1032,,281,3.0,585,2.0,1659,,300,,286,4.0
43,1328,5.0,1633,,34,5.0,322,5.0,900,5.0,532,4.0,694,5.0,495,
43,901,,374,3.0,1176,4.0,190,3.0,542,,847,5.0,1407,5.0,1535,4.0
23,1633,,1698,,1189,5.0,86,5.0,919,,839,5.0,522,5.0,236,4.0
8,1089,,163,3.0,1428,5.0,1382,,840,3.0,168,,1130,5.0,539,4.0
81,754,,1269,,937,4.0,1114,4.0,219,5.0,1500,5.0,1229,5.0,157,5.0
44,160,,1313,5.0,1746,,1031,5.0,968,4.0,1704,,1049,4.0,1742,3.0
23,289,5.0,642,,306,5.0,611,,1720,3.0,1162,,1611,4.0,863,5.0
1,721,,994,5.0,883,4.0,1670,4.0,934,,55,,889,5.0,107,4.0
129,401,5.0,659,3.0,723,4.0,1603,5.0,581,5.0,1529,,201,,1387,2.0
146,960,,882,,227,5.0,1433,3.0,475,3.0,508,3.0,557,,1551,4.0
81,1168,5.0,419,4.0,1031,5.0,841,5.0,1114,4.0,1581,5.0,1631,,959,5.0
122,483,5.0,358,5.0,151,5.0,1114,,203,,1403,4.0,1373,,542,1.0
200,1556,4.0,454,,1015,5.0,186,5.0,1098,3.0,605,,1469,,927,5.0
44,1632,5.0,1236,,1732,3.0,1462,,1049,4.0,25,5.0,171,,573,5.0
62,1712,5.0,1425,,178,3.0,146,4.0,1283,,1749,4.0,1464,2.0,810,
8,131,,1220,4.0,948,5.0,1509,,406,4.0,427,5.0,253,5.0,941,
375,688,,897,4.0,1654,5.0,759,3.0,936,5.0,378,,138,5.0,383,
49,433,,49,,690,5.0,1347,5.0,453,3.0,86,5.0,1400,5.0,728,
129,1681,5.0,1350,,406,3.0,1671,5.0,1481,,633,5.0,1390,3.0,1358,5.0
26,962,5.0,1394,4.0,787,5.0,1683,,984,,1740,2.0,524,5.0,927,
42,561,3.0,978,5.0,1027,2.0,1155,5.0,532,3.0,1349,,1097,,1645,
38,1585,1.0,1012,,1429,5.0,1318,5.0,1575,2.0,1704,,810,,251,5.0
8,1058,5.0,835,4.0,182,4.0,168,,460,5.0,765,,1405,5.0,638,5.0
208,1267,,1188,3.0,1701,5.0,357,4.0,103,3.0,72,3.0,265,,730,
81,1490,5.0,402,5.0,947,5.0,790,,1752,,1499,4.0,1005,5.0,1534,5.0
49,261,3.0,1173,,1605,,805,5.0,151,5.0,953,,1181,5.0,30,5.0
8,353,3.0,1075,,647,4.0,105,5.0,58,,1451,,1131,5.0,847,4.0
16,962,4.0,1428,,1740,,1260,4.0,846,3.0,1022,,1454,1.0,1551,3.0
49,706,4.0,1364,3.0,389,4.0,1237,,422,,887,5.0,859,,1582,4.0
81,530,5.0,386,,1189,5.0,502,2.0,1175,2.0,733,5.0,1599,,1071,
26,177,,737,,1074,3.0,726,4.0,681,3.0,1499,,509,4.0,61,5.0
129,1472,3.0,613,,1095,5.0,137,5.0,633,5.0,442,3.0,570,,1295,
23,624,5.0,1665,,818,,840,1.0,968,5.0,985,5.0,1470,4.0,847,4.0
105,450,5.0,898,,1479,,808,,472,2.0,1561,3.0,156,4.0,509,2.0
81,339,2.0,1124,,1144,4.0,1257,,1436,,1564,4.0,1036,4.0,1070,4.0
11,610,3.0,914,,886,5.0,807,,202,5.0,1146,4.0,11,,1259,5.0
119,1218,,1475,5.0,723,,484,3.0,996,4.0,436,4.0,886,,1047,5.0
81,976,3.0,307,,1028,5.0,709,,759,3.0,1239,3.0,1098,4.0,331,5.0
8,1552,4.0,465,4.0,162,,1620,,1732,2.0,200,4.0,28,,429,5.0
15,304,2.0,1297,4.0,1618,2.0,1060,4.0,1350,,1160,,569,5.0,1566,
190,1075,4.0,1446,,649,3.0,59,4.0,268,,1294,3.0,414,,191,5.0
76,560,3.0,864,5.0,290,5.0,1701,,1416,,1243,,971,4.0,236,2.0
183,625,,1122,3.0,293,,999,5.0,121,4.0,1738,,1611,4.0,815,4.0
40,1360,4.0,434,,1699,3.0,916,,280,5.0,680,3.0,569,,555,4.0
8,84,,1205,5.0,408,5.0,572,5.0,1644,4.0,1740,4.0,796,5.0,287,5.0
193,1364,1.0,902,,967,4.0,1559,4.0,873,3.0,1275,,971,,1071,5.0
23,656,4.0,1602,4.0,1315,,1287,5.0,71,5.0,776,,141,5.0,1551,5.0
49,657,4.0,1444,,822,4.0,1270,4.0,713,4.0,540,4.0,478,,447,5.0
49,1296,,374,5.0,903,2.0,73,,1021,,1550,5.0,319,4.0,1295,4.0
26,513,3.0,1041,,323,4.0,452,4.0,696,4.0,1480,3.0,1593,4.0,314,5.0
183,1072,4.0,1025,5.0,20,5.0,294,5.0,58,,1166,,862,,479,4.0
8,1265,4.0,293,5.0,1205,5.0,1144,4.0,507,5.0,974,5.0,1342,,191,5.0
43,368,,212,5.0,1509,,1079,5.0,617,,1132,4.0,574,5.0,1455,5.0
26,64,4.0,659,4.0,1447,5.0,23,4.0,183,3.0,1512,,1017,4.0,509,4.0
43,1745,3.0,178,,1477,,140,4.0,1357,5.0,1646,,1358,5.0,1599,4.0
193,1696,4.0,1425,5.0,466,5.0,1188,3.0,153,5.0,1213,,1021,5.0,1549,2.0
11,1249,4.0,579,3.0,644,,1125,,1095,4.0,1352,,154,5.0,890,4.0
43,1425,5.0,596,,948,,311,5.0,1642,5.0,1274,4.0,106,,588,3.0
16,1440,3.0,914,3.0,899,,1148,,445,3.0,1198,4.0,414,,511,4.0
37,960,4.0,1584,5.0,1089,,1285,4.0,1542,,1688,5.0,1595,,894,4.0
8,1536,,1442,,325,5.0,1062,5.0,1052,5.0,1661,4.0,717,,1167,4.0
