item,user-1,rating-1,user-2,rating-2
98,387,3.0,1544,4.0
105,1136,2.0,443,3.0
26,285,4.0,1741,5.0
76,928,4.0,1501,4.0
85,738,4.0,1619,5.0
15,770,4.0,1208,5.0
379,912,2.0,1730,5.0
172,1122,4.0,84,4.0
23,344,5.0,990,5.0
296,97,3.0,598,3.0
559,722,1.0,125,2.0
183,1026,5.0,325,3.0
183,1479,1.0,494,5.0
106,455,4.0,1054,5.0
43,8,3.0,1385,3.0
44,672,4.0,853,4.0
16,612,4.0,278,3.0
61,1317,4.0,1067,3.0
222,176,4.0,524,3.0
97,505,5.0,281,3.0
8,1205,5.0,1596,5.0
26,1429,5.0,1325,4.0
119,816,5.0,58,5.0
193,1664,5.0,865,5.0
127,140,5.0,332,2.0
290,306,1.0,101,1.0
8,145,3.0,1014,5.0
274,162,5.0,1315,5.0
48,1584,4.0,1344,4.0
49,517,4.0,237,3.0
232,566,2.0,990,5.0
207,1184,4.0,974,4.0
9,1057,5.0,513,3.0
54,311,4.0,223,4.0
11,1619,5.0,1732,4.0
119,1552,5.0,819,5.0
266,468,3.0,239,4.0
1,311,3.0,572,5.0
35,229,3.0,717,5.0
43,1528,4.0,1070,5.0
277,1025,3.0,828,4.0
2,1168,5.0,323,5.0
255,789,3.0,1224,2.0
32,1299,5.0,484,5.0
334,97,4.0,210,1.0
155,405,4.0,1561,4.0
273,406,3.0,109,4.0
15,124,3.0,111,4.0
129,307,1.0,1747,5.0
216,1363,4.0,488,4.0
44,1425,5.0,1698,3.0
51,377,5.0,573,5.0
27,932,4.0,1436,3.0
222,1297,3.0,1579,1.0
208,298,4.0,142,5.0
129,1351,5.0,1448,5.0
335,1722,3.0,623,2.0
208,1364,4.0,1564,3.0
62,324,3.0,920,4.0
193,505,5.0,169,5.0
209,1186,2.0,845,3.0
44,757,4.0,661,5.0
339,645,5.0,1694,4.0
129,136,5.0,1566,4.0
81,1541,5.0,1276,5.0
140,354,5.0,1453,1.0
49,392,5.0,1195,5.0
177,1611,2.0,1164,4.0
49,999,5.0,107,4.0
219,551,4.0,1161,5.0
287,17,2.0,143,1.0
44,1242,3.0,859,4.0
205,384,4.0,1358,5.0
193,872,5.0,78,4.0
81,1490,5.0,936,4.0
354,294,5.0,537,3.0
90,1364,4.0,1100,3.0
15,485,5.0,696,5.0
16,1417,4.0,618,2.0
277,1748,3.0,845,3.0
113,1588,4.0,1196,3.0
23,65,3.0,482,3.0
222,947,4.0,125,4.0
16,147,4.0,293,4.0
12,254,4.0,1055,5.0
25,1017,2.0,603,2.0
208,405,5.0,894,5.0
193,345,5.0,319,5.0
190,1488,4.0,1159,1.0
177,1329,4.0,483,3.0
23,563,3.0,765,5.0
61,1203,5.0,122,4.0
69,1377,5.0,1708,3.0
177,625,2.0,648,3.0
0,834,5.0,669,3.0
277,561,3.0,723,3.0
425,899,2.0,831,3.0
86,869,4.0,602,4.0
200,1454,2.0,1694,5.0
234,822,4.0,1576,4.0
590,1040,5.0,988,5.0
246,567,4.0,1723,4.0
69,839,4.0,8,4.0
203,311,3.0,280,3.0
8,195,5.0,1574,5.0
111,166,4.0,143,4.0
42,209,3.0,1450,2.0
452,306,5.0,542,3.0
48,1113,5.0,1436,5.0
81,23,4.0,733,5.0
129,1060,5.0,1048,5.0
197,1122,2.0,34,5.0
19,480,4.0,435,3.0
375,199,5.0,616,5.0
37,1608,3.0,221,4.0
244,1665,4.0,396,5.0
15,579,3.0,212,5.0
128,951,5.0,717,4.0
282,788,5.0,665,4.0
21,1122,4.0,600,4.0
18,532,4.0,1034,4.0
63,18,3.0,303,4.0
127,419,5.0,489,5.0
208,968,5.0,126,3.0
48,1137,5.0,1270,3.0
16,167,5.0,1292,4.0
103,451,5.0,1318,4.0
280,663,3.0,1278,3.0
81,597,5.0,839,4.0
37,20,5.0,283,5.0
26,640,5.0,500,1.0
71,296,4.0,1241,5.0
145,1619,2.0,502,3.0
23,227,3.0,815,4.0
7,839,3.0,535,3.0
1,1745,3.0,1554,3.0
393,1571,5.0,1001,2.0
20,453,2.0,1374,1.0
83,34,3.0,406,5.0
40,865,4.0,1426,5.0
50,620,3.0,1149,3.0
143,34,1.0,269,2.0
309,628,2.0,431,3.0
85,892,4.0,254,4.0
81,1164,5.0,750,5.0
579,588,4.0,1228,3.0
25,455,3.0,378,3.0
127,1287,4.0,174,4.0
32,1585,5.0,1117,4.0
198,613,3.0,552,2.0
173,1364,3.0,521,4.0
11,856,5.0,831,4.0
328,1259,1.0,1006,3.0
208,1473,5.0,1314,4.0
106,276,4.0,472,3.0
1,1111,4.0,1581,3.0
43,86,5.0,1470,5.0
274,103,5.0,447,5.0
15,1745,4.0,772,4.0
35,931,5.0,1270,2.0
8,624,5.0,1182,4.0
152,1253,4.0,1711,3.0
26,443,5.0,1164,5.0
350,1235,3.0,461,3.0
113,1374,1.0,623,4.0
81,950,4.0,682,5.0
137,870,3.0,591,5.0
190,860,3.0,191,5.0
251,1745,4.0,78,4.0
354,816,3.0,1210,2.0
23,1558,5.0,1096,2.0
48,1489,3.0,411,5.0
128,1001,3.0,1421,5.0
16,506,5.0,11,3.0
1,1381,5.0,1670,4.0
63,913,4.0,573,5.0
15,1093,5.0,406,5.0
16,20,4.0,1547,3.0
219,1462,5.0,1055,5.0
68,227,5.0,378,4.0
26,531,4.0,1183,5.0
128,810,4.0,747,4.0
446,1654,3.0,107,2.0
122,549,4.0,101,4.0
40,616,3.0,1501,5.0
1,1358,3.0,735,4.0
559,1314,1.0,197,2.0
16,564,4.0,796,4.0
466,932,4.0,603,3.0
22,986,4.0,780,5.0
44,1669,4.0,936,5.0
54,999,5.0,319,2.0
193,1189,3.0,1479,3.0
26,443,5.0,460,3.0
85,419,4.0,680,3.0
352,456,4.0,1660,3.0
190,18,4.0,1674,4.0
234,1078,3.0,254,4.0
105,577,4.0,847,3.0
203,913,2.0,1518,1.0
669,568,2.0,1628,1.0
697,967,1.0,1181,2.0
273,585,3.0,1661,2.0
516,1313,4.0,776,1.0
193,1065,4.0,217,4.0
42,452,4.0,1660,5.0
282,452,1.0,735,5.0
287,132,5.0,858,5.0
124,1552,3.0,384,4.0
46,631,5.0,301,5.0
185,1539,4.0,1100,4.0
208,1699,2.0,1175,4.0
8,316,3.0,222,4.0
68,325,5.0,792,3.0
23,656,4.0,1103,5.0
311,531,5.0,364,4.0
532,840,2.0,1307,3.0
1,643,4.0,1304,3.0
11,1306,3.0,1167,5.0
1,90,5.0,316,4.0
43,67,4.0,171,3.0
8,1280,5.0,1444,5.0
23,1587,5.0,1317,5.0
230,833,3.0,1307,3.0
85,434,5.0,612,5.0
48,70,3.0,831,5.0
208,677,4.0,221,4.0
570,197,1.0,924,3.0
153,1461,2.0,552,1.0
46,1648,4.0,99,5.0
323,753,2.0,1259,4.0
160,227,2.0,1606,4.0
374,397,4.0,1182,4.0
38,1096,4.0,558,4.0
468,999,3.0,711,3.0
283,276,4.0,229,3.0
193,1078,4.0,11,4.0
63,226,4.0,451,3.0
23,1094,3.0,1020,5.0
44,71,4.0,1399,4.0
180,960,4.0,659,3.0
119,145,5.0,1713,4.0
49,1523,4.0,679,5.0
85,566,4.0,1670,4.0
23,249,4.0,47,5.0
161,1136,2.0,228,1.0
239,1313,5.0,1711,4.0
208,1668,4.0,837,4.0
444,602,4.0,927,4.0
97,1344,4.0,1277,2.0
119,294,5.0,1576,4.0
0,212,5.0,329,3.0
11,1670,3.0,703,4.0
44,915,4.0,1096,4.0
503,411,5.0,286,3.0
62,1602,4.0,1561,5.0
129,402,3.0,1186,5.0
157,897,5.0,44,4.0
33,1136,3.0,1728,4.0
122,1584,5.0,419,4.0
11,400,2.0,1577,5.0
275,172,4.0,1229,3.0
302,759,5.0,1307,2.0
26,253,4.0,125,5.0
179,405,4.0,506,2.0
1,54,4.0,824,2.0
68,456,3.0,847,5.0
19,1505,5.0,1075,3.0
276,82,4.0,207,3.0
42,1685,5.0,958,4.0
225,842,4.0,316,5.0
113,1158,4.0,383,4.0
228,1732,4.0,1422,4.0
46,330,5.0,876,4.0
110,789,3.0,1470,5.0
209,664,4.0,1612,3.0
16,1078,5.0,1644,5.0
319,1186,2.0,217,1.0
81,513,4.0,1160,5.0
43,1664,4.0,1428,5.0
152,1339,4.0,351,4.0
15,1170,4.0,344,5.0
173,1333,3.0,1017,3.0
42,1520,4.0,937,4.0
36,260,3.0,6,4.0
283,632,4.0,1259,5.0
173,275,3.0,572,4.0
275,1012,4.0,1253,2.0
81,1180,4.0,1422,4.0
174,533,4.0,762,3.0
532,520,4.0,1561,3.0
26,309,5.0,599,3.0
274,1096,3.0,489,2.0
81,453,4.0,795,5.0
129,1399,5.0,648,5.0
43,1655,5.0,875,4.0
44,885,4.0,1031,5.0
234,709,5.0,1254,4.0
251,323,5.0,1670,4.0
229,1073,4.0,937,5.0
40,611,5.0,1193,5.0
34,167,4.0,283,5.0
44,129,4.0,932,5.0
416,1638,4.0,166,5.0
23,965,5.0,1306,4.0
129,1365,4.0,91,5.0
128,19,5.0,1517,5.0
208,561,3.0,1044,5.0
143,1158,4.0,1094,4.0
124,1410,5.0,1028,4.0
109,936,5.0,1034,4.0
290,897,3.0,1753,3.0
1,1423,3.0,815,3.0
40,1730,5.0,1170,4.0
183,468,5.0,558,5.0
81,1026,5.0,1405,5.0
282,1169,4.0,1103,2.0
119,1095,5.0,1407,5.0
167,999,2.0,125,2.0
202,209,3.0,831,4.0
0,626,2.0,1228,3.0
33,1056,5.0,500,5.0
49,1473,5.0,350,5.0
81,276,4.0,1052,5.0
274,1344,4.0,1663,2.0
209,466,4.0,708,4.0
149,1253,4.0,840,4.0
23,504,4.0,1434,4.0
255,523,3.0,1421,4.0
85,293,3.0,1180,3.0
346,156,2.0,332,2.0
23,1250,4.0,1186,4.0
379,141,5.0,1711,5.0
110,1680,3.0,1352,1.0
354,317,5.0,1278,5.0
8,707,4.0,77,5.0
217,1467,2.0,783,3.0
234,181,4.0,1260,4.0
83,1544,5.0,815,3.0
209,977,4.0,1420,1.0
377,917,5.0,631,3.0
181,993,4.0,489,2.0
122,641,4.0,1101,4.0
16,452,3.0,278,3.0
152,1682,4.0,1100,5.0
119,1296,4.0,761,5.0
10,1221,3.0,507,4.0
129,1354,4.0,1610,5.0
81,65,5.0,351,4.0
54,364,4.0,221,5.0
87,1190,2.0,1533,2.0
180,417,2.0,283,4.0
129,1077,5.0,1228,5.0
172,133,5.0,78,3.0
181,828,1.0,1086,4.0
62,1458,5.0,87,5.0
535,1218,2.0,472,4.0
377,133,4.0,444,4.0
129,1670,4.0,824,5.0
183,121,4.0,1599,4.0
26,197,4.0,155,5.0
122,423,5.0,1533,4.0
38,1282,2.0,1255,3.0
1,64,4.0,647,4.0
52,1026,3.0,8,2.0
33,1635,3.0,1603,4.0
149,1317,4.0,405,5.0
119,701,5.0,1295,5.0
223,1723,5.0,1071,3.0
172,864,5.0,613,4.0
1,949,2.0,1182,4.0
86,1638,4.0,1047,3.0
255,1040,5.0,243,5.0
463,1696,4.0,166,4.0
40,547,5.0,1067,5.0
181,792,4.0,1341,2.0
0,293,2.0,235,4.0
161,161,4.0,51,4.0
339,1334,3.0,104,3.0
69,1252,5.0,1005,5.0
138,483,3.0,613,4.0
270,1333,4.0,1591,3.0
106,1591,2.0,378,4.0
247,306,1.0,650,3.0
43,1537,4.0,18,3.0
23,912,3.0,572,4.0
26,1495,5.0,362,4.0
483,1136,2.0,1093,3.0
251,480,5.0,1313,4.0
111,1175,5.0,681,4.0
30,1703,2.0,360,5.0
188,477,4.0,254,4.0
44,484,5.0,1528,3.0
0,1579,1.0,924,4.0
228,36,4.0,1351,5.0
61,897,5.0,598,3.0
129,64,5.0,1712,5.0
113,903,2.0,1434,4.0
49,1651,5.0,1623,5.0
76,460,1.0,717,5.0
61,310,5.0,815,4.0
62,384,2.0,1057,4.0
44,849,4.0,607,5.0
81,736,5.0,150,5.0
313,1584,4.0,572,4.0
103,337,5.0,603,4.0
101,339,3.0,1087,4.0
200,1468,4.0,604,4.0
54,1302,4.0,1177,5.0
23,306,5.0,1239,4.0
169,707,2.0,638,5.0
15,657,4.0,1612,3.0
281,489,4.0,1051,2.0
11,949,4.0,219,5.0
26,453,4.0,28,5.0
33,840,3.0,271,4.0
85,1524,4.0,1343,4.0
144,1176,4.0,251,2.0
127,1031,5.0,540,4.0
39,209,5.0,149,2.0
37,967,5.0,1020,5.0
11,616,4.0,446,5.0
1,1248,5.0,1701,5.0
128,1425,5.0,779,4.0
11,998,3.0,554,5.0
193,217,4.0,1071,5.0
557,968,4.0,254,5.0
86,806,2.0,519,5.0
43,1223,3.0,1357,5.0
148,754,4.0,107,3.0
219,97,3.0,574,4.0
128,1676,4.0,1103,5.0
336,1537,1.0,330,3.0
8,1049,4.0,540,3.0
76,1040,3.0,62,5.0
454,1632,4.0,806,4.0
23,18,4.0,251,4.0
81,1541,5.0,1438,2.0
246,34,4.0,1486,5.0
10,331,3.0,908,3.0
181,1476,4.0,376,3.0
181,298,1.0,1291,3.0
150,1265,4.0,1334,3.0
95,1745,3.0,1006,5.0
81,952,3.0,877,3.0
364,166,3.0,585,3.0
51,1239,5.0,925,4.0
173,489,4.0,271,3.0
38,1426,4.0,839,4.0
15,218,3.0,1743,5.0
149,1102,3.0,623,3.0
127,864,4.0,1327,3.0
49,240,5.0,948,5.0
253,1314,3.0,761,3.0
11,293,4.0,826,4.0
222,1608,4.0,383,5.0
135,272,5.0,25,3.0
44,1441,3.0,1592,3.0
11,870,2.0,1708,4.0
181,1091,2.0,244,2.0
402,1235,4.0,1479,1.0
207,496,4.0,1564,3.0
15,531,3.0,1162,5.0
81,706,5.0,612,5.0
257,1170,3.0,442,3.0
218,514,4.0,726,4.0
89,384,2.0,351,3.0
26,1270,5.0,295,5.0
1,643,4.0,276,5.0
180,922,3.0,1391,3.0
86,540,4.0,1647,4.0
81,324,4.0,1534,5.0
161,936,4.0,1209,3.0
54,726,4.0,519,4.0
7,1394,5.0,1357,5.0
43,326,3.0,990,5.0
51,306,5.0,1084,4.0
40,1429,5.0,443,3.0
36,1605,4.0,447,4.0
19,612,4.0,459,4.0
44,1600,4.0,626,2.0
146,1664,3.0,1144,4.0
839,483,3.0,1093,1.0
49,1377,5.0,70,3.0
83,356,2.0,942,4.0
352,451,5.0,1182,4.0
251,480,5.0,738,4.0
1,1235,5.0,890,3.0
357,1460,5.0,1694,4.0
193,384,5.0,1441,3.0
143,330,3.0,318,3.0
49,586,5.0,940,5.0
11,293,4.0,107,4.0
44,947,4.0,964,3.0
15,1441,5.0,502,3.0
33,193,4.0,974,3.0
310,1253,5.0,581,4.0
105,387,3.0,580,4.0
15,1666,4.0,71,5.0
21,1591,3.0,1259,5.0
86,1270,4.0,1256,4.0
222,193,4.0,402,4.0
129,1668,5.0,581,5.0
0,228,3.0,1629,3.0
122,1713,4.0,252,3.0
54,759,4.0,1643,4.0
106,603,5.0,1484,4.0
278,1036,4.0,127,4.0
42,528,4.0,1660,5.0
311,645,3.0,123,3.0
43,1654,5.0,797,3.0
15,760,5.0,170,5.0
15,604,4.0,654,5.0
207,1484,4.0,623,1.0
456,1296,3.0,1682,4.0
128,177,4.0,854,4.0
38,976,5.0,1100,4.0
16,599,3.0,8,2.0
193,1025,4.0,218,4.0
205,896,5.0,1688,2.0
15,1344,5.0,316,3.0
0,262,4.0,281,2.0
61,1642,5.0,1658,4.0
16,1588,3.0,1341,5.0
10,459,3.0,1389,4.0
37,489,5.0,302,5.0
45,306,4.0,1006,5.0
103,1253,1.0,251,5.0
177,72,4.0,1277,1.0
103,288,3.0,1270,4.0
61,212,3.0,1482,3.0
83,468,3.0,734,4.0
7,275,5.0,645,4.0
535,167,2.0,330,3.0
140,645,4.0,906,4.0
89,697,2.0,47,4.0
26,1349,4.0,937,4.0
62,1296,2.0,212,5.0
11,731,5.0,1167,5.0
129,321,4.0,91,5.0
72,580,3.0,943,5.0
210,177,4.0,449,5.0
43,949,5.0,390,3.0
11,212,4.0,479,4.0
358,1632,4.0,1637,4.0
15,1422,5.0,750,4.0
49,1670,4.0,535,5.0
198,937,3.0,747,3.0
210,434,2.0,1711,3.0
99,1188,4.0,1325,2.0
155,1169,4.0,971,4.0
16,568,4.0,1258,4.0
136,1331,1.0,293,1.0
51,618,5.0,1404,5.0
358,1654,5.0,1006,5.0
68,513,4.0,1112,1.0
238,480,5.0,18,4.0
43,790,2.0,1670,4.0
46,615,3.0,1550,3.0
108,486,5.0,392,3.0
42,2,1.0,1653,5.0
16,1205,4.0,968,4.0
42,1313,4.0,138,4.0
208,856,5.0,1241,5.0
11,150,3.0,1599,5.0
232,186,3.0,1294,5.0
54,1638,3.0,311,4.0
23,1719,5.0,1182,5.0
161,594,5.0,840,4.0
532,139,5.0,734,4.0
149,37,4.0,508,3.0
108,1344,5.0,734,4.0
26,1732,2.0,475,5.0
0,1378,5.0,1189,3.0
38,1537,3.0,996,3.0
598,1093,2.0,456,2.0
26,1270,5.0,619,4.0
129,669,3.0,845,5.0
97,1043,3.0,1708,3.0
85,117,5.0,133,3.0
198,1403,4.0,332,2.0
83,1601,4.0,1565,5.0
711,926,5.0,254,2.0
54,1552,4.0,1400,4.0
169,1561,3.0,266,5.0
15,1072,4.0,829,4.0
106,1102,1.0,943,5.0
26,51,4.0,1686,4.0
27,1479,3.0,616,4.0
180,1329,3.0,1643,3.0
23,251,4.0,302,4.0
358,821,5.0,1327,5.0
352,693,4.0,461,4.0
81,633,5.0,107,4.0
128,1699,5.0,1718,5.0
119,258,4.0,567,3.0
177,1417,4.0,1279,5.0
155,133,3.0,294,5.0
85,231,5.0,540,5.0
19,1184,3.0,520,4.0
10,908,3.0,1564,5.0
137,967,4.0,1096,4.0
33,3,3.0,435,3.0
1,1048,5.0,174,4.0
23,227,3.0,1196,4.0
119,1421,3.0,1453,4.0
127,33,5.0,306,3.0
223,178,5.0,666,4.0
770,888,4.0,456,3.0
208,1364,4.0,231,3.0
34,1707,5.0,1278,3.0
25,374,1.0,1246,5.0
16,1698,3.0,76,5.0
143,483,3.0,452,4.0
81,1403,4.0,1581,5.0
204,231,1.0,332,1.0
173,1564,3.0,1085,2.0
23,467,5.0,1451,5.0
119,1291,5.0,1196,3.0
293,451,3.0,453,2.0
19,865,5.0,1098,5.0
225,97,4.0,54,4.0
375,548,5.0,248,4.0
8,115,5.0,1356,3.0
129,561,3.0,430,4.0
208,161,4.0,1418,4.0
107,18,3.0,1687,2.0
11,1027,5.0,126,3.0
85,996,4.0,1534,4.0
208,762,4.0,1710,4.0
197,1364,1.0,133,4.0
30,576,5.0,1062,4.0
194,20,4.0,1564,3.0
267,1287,3.0,1608,2.0
92,1296,4.0,1374,4.0
137,1194,4.0,1564,2.0
81,1463,4.0,126,5.0
180,49,4.0,1738,4.0
562,1093,2.0,456,1.0
15,1492,5.0,724,5.0
144,915,2.0,109,3.0
146,1234,4.0,917,3.0
113,690,3.0,1503,4.0
135,482,4.0,52,5.0
269,453,2.0,254,2.0
62,1520,5.0,793,4.0
623,1253,1.0,1093,3.0
81,906,4.0,543,5.0
33,1554,4.0,146,4.0
81,1110,5.0,952,3.0
230,1253,5.0,1199,4.0
334,392,4.0,873,4.0
11,1250,5.0,452,5.0
677,411,3.0,1631,1.0
197,832,3.0,513,5.0
43,1653,4.0,859,5.0
442,453,2.0,603,4.0
129,1658,5.0,1007,5.0
379,826,5.0,1146,3.0
43,679,4.0,1399,4.0
695,1660,3.0,207,2.0
37,672,4.0,504,5.0
15,1028,3.0,404,5.0
129,1060,5.0,78,5.0
29,965,3.0,59,4.0
661,532,3.0,744,3.0
24,1364,3.0,1030,4.0
111,49,5.0,1573,2.0
40,467,3.0,1082,5.0
148,507,5.0,1711,2.0
190,594,5.0,1417,4.0
278,37,5.0,47,3.0
222,558,4.0,1086,4.0
177,1013,4.0,106,3.0
589,840,4.0,397,4.0
0,1684,5.0,251,2.0
81,273,5.0,1159,5.0
354,262,3.0,215,5.0
153,1600,3.0,479,1.0
16,1388,3.0,76,5.0
277,1098,4.0,1244,3.0
103,853,4.0,1084,3.0
200,792,3.0,1722,5.0
23,1524,3.0,298,5.0
145,1698,4.0,1266,4.0
83,1240,4.0,607,5.0
16,218,2.0,559,5.0
277,1181,1.0,1391,2.0
128,560,4.0,1534,5.0
209,615,3.0,254,3.0
180,1186,3.0,1688,3.0
23,310,5.0,826,5.0
48,1377,5.0,306,4.0
133,580,2.0,932,4.0
136,834,5.0,294,2.0
174,854,3.0,284,4.0
37,1073,5.0,1578,5.0
379,1680,3.0,1448,5.0
63,1713,4.0,390,5.0
181,1183,5.0,815,2.0
197,306,2.0,1539,4.0
107,353,4.0,357,3.0
44,980,4.0,1244,4.0
231,532,3.0,1606,5.0
11,34,3.0,22,5.0
76,1256,3.0,888,5.0
274,490,4.0,1661,2.0
211,1715,5.0,1295,4.0
19,1232,4.0,690,4.0
86,976,2.0,738,5.0
40,800,5.0,1360,4.0
209,1701,5.0,1259,1.0
51,417,5.0,1711,5.0
266,1241,4.0,1182,4.0
113,1210,3.0,11,3.0
73,1380,4.0,357,5.0
209,1122,2.0,1270,2.0
355,996,4.0,1721,3.0
187,738,2.0,500,1.0
37,1433,5.0,1034,5.0
538,1698,5.0,254,3.0
501,942,5.0,606,4.0
225,1747,5.0,1628,1.0
43,1479,4.0,1291,5.0
83,1269,3.0,570,4.0
26,856,4.0,271,5.0
51,1648,5.0,334,5.0
49,469,5.0,107,4.0
190,1634,4.0,1254,4.0
86,104,2.0,572,3.0
280,914,3.0,1091,4.0
382,820,3.0,411,2.0
19,277,4.0,1277,2.0
25,1505,4.0,83,4.0
577,857,4.0,639,2.0
601,1603,5.0,694,4.0
83,8,4.0,1644,4.0
270,16,4.0,550,4.0
268,406,4.0,974,2.0
38,645,5.0,958,3.0
8,459,5.0,493,4.0
197,836,2.0,103,4.0
81,530,5.0,1334,4.0
44,883,3.0,615,5.0
173,1730,3.0,1334,3.0
532,888,5.0,91,4.0
83,1303,4.0,795,4.0
49,18,4.0,415,3.0
15,418,5.0,697,5.0
540,417,3.0,1534,5.0
44,1280,4.0,1148,4.0
8,457,5.0,303,4.0
44,1301,5.0,1544,5.0
33,1699,4.0,1629,5.0
51,120,1.0,604,4.0
292,227,3.0,1558,5.0
113,1158,4.0,1084,3.0
205,502,3.0,1593,4.0
73,176,5.0,1071,3.0
149,1000,4.0,1663,2.0
213,949,4.0,1514,3.0
502,193,4.0,822,4.0
81,950,4.0,558,4.0
238,1084,3.0,909,5.0
43,465,3.0,615,5.0
8,1057,4.0,1433,3.0
26,52,5.0,1723,4.0
61,486,2.0,793,4.0
26,1433,4.0,761,4.0
11,3,5.0,1220,4.0
490,1667,4.0,707,4.0
193,489,5.0,1756,2.0
377,145,1.0,453,4.0
105,138,4.0,334,3.0
62,74,5.0,27,3.0
105,759,1.0,653,3.0
86,1072,3.0,1651,4.0
23,310,5.0,1435,4.0
269,897,2.0,963,2.0
177,857,3.0,985,4.0
530,658,5.0,1667,5.0
23,849,3.0,1694,4.0
25,513,3.0,1586,3.0
49,276,5.0,344,4.0
33,386,4.0,1150,3.0
269,1122,1.0,52,2.0
16,1040,5.0,1478,4.0
23,946,5.0,74,4.0
538,125,5.0,1503,4.0
601,1635,3.0,490,5.0
76,1547,5.0,573,5.0
18,99,5.0,1085,5.0
281,1635,2.0,133,4.0
81,1333,5.0,1708,5.0
465,1682,4.0,1757,3.0
49,1202,5.0,30,5.0
21,1317,3.0,109,4.0
122,6,2.0,748,4.0
274,912,4.0,1434,4.0
71,1102,5.0,606,4.0
16,248,3.0,31,4.0
81,11,4.0,398,4.0
19,961,4.0,962,1.0
208,1683,5.0,249,4.0
274,1448,4.0,669,2.0
146,597,3.0,397,4.0
754,145,2.0,316,3.0
33,1417,3.0,1647,3.0
43,1385,3.0,1215,5.0
49,1494,5.0,1694,5.0
11,853,5.0,493,4.0
1,1544,4.0,1432,4.0
16,776,1.0,749,4.0
35,986,5.0,254,3.0
8,1189,3.0,744,5.0
27,974,4.0,1391,4.0
367,1552,3.0,251,2.0
483,1660,3.0,429,1.0
190,8,3.0,1530,3.0
8,1392,3.0,447,4.0
26,620,5.0,1004,4.0
30,406,4.0,424,3.0
149,1041,3.0,117,4.0
43,980,5.0,519,5.0
181,263,1.0,1260,3.0
23,1349,5.0,711,5.0
8,1629,5.0,494,5.0
48,1222,4.0,1146,5.0
61,549,5.0,495,4.0
149,656,4.0,796,4.0
54,217,5.0,1643,4.0
637,1606,4.0,1564,2.0
212,406,3.0,1694,3.0
76,1277,3.0,1326,5.0
26,929,5.0,1688,4.0
226,1609,4.0,1757,3.0
86,144,5.0,228,2.0
23,1593,4.0,12,5.0
446,107,2.0,1564,2.0
17,384,2.0,166,4.0
69,999,5.0,572,4.0
109,18,3.0,243,5.0
83,281,4.0,154,2.0
202,502,5.0,263,4.0
11,972,5.0,862,3.0
404,64,2.0,1747,3.0
200,576,3.0,1721,5.0
44,1269,4.0,734,4.0
177,579,3.0,303,5.0
8,1259,5.0,1756,4.0
119,707,4.0,1621,4.0
352,51,4.0,166,5.0
103,644,5.0,397,3.0
11,434,5.0,1518,3.0
193,1668,3.0,708,4.0
23,704,5.0,1707,5.0
44,888,3.0,575,4.0
149,646,4.0,943,5.0
462,1090,4.0,1006,4.0
69,1187,5.0,1220,2.0
154,306,4.0,521,5.0
26,947,4.0,1151,3.0
43,1091,5.0,650,3.0
26,1515,1.0,1500,5.0
214,726,3.0,1658,3.0
40,513,5.0,900,4.0
96,411,3.0,1196,3.0
38,166,5.0,942,5.0
204,73,4.0,458,3.0
44,1463,4.0,447,5.0
375,231,2.0,1433,3.0
109,1603,4.0,1688,3.0
44,64,4.0,1099,3.0
11,52,5.0,1685,4.0
202,836,2.0,853,4.0
51,928,4.0,603,5.0
1,598,2.0,479,4.0
202,309,4.0,855,5.0
23,1528,4.0,1225,5.0
269,1196,1.0,1006,3.0
152,473,3.0,1695,5.0
152,6,3.0,519,3.0
85,336,5.0,547,4.0
231,1623,5.0,1451,3.0
15,1472,5.0,1094,5.0
8,638,5.0,479,2.0
0,1745,4.0,604,3.0
49,1078,4.0,1175,4.0
346,967,4.0,1183,2.0
49,1504,4.0,1658,4.0
10,773,4.0,1399,3.0
146,1328,3.0,1377,4.0
4,996,3.0,228,3.0
188,1013,4.0,717,2.0
23,881,4.0,502,3.0
23,1265,5.0,500,5.0
208,20,5.0,1385,4.0
193,305,3.0,198,3.0
146,976,2.0,1418,4.0
19,212,5.0,967,5.0
439,1621,3.0,1463,4.0
347,18,3.0,602,1.0
85,832,5.0,773,5.0
278,932,4.0,1333,4.0
467,1136,2.0,1122,1.0
343,722,2.0,1567,3.0
129,970,5.0,1007,5.0
119,977,4.0,383,5.0
15,1161,3.0,74,4.0
37,874,5.0,444,4.0
23,562,5.0,1551,5.0
741,1638,5.0,681,5.0
204,259,3.0,1052,3.0
44,444,3.0,205,5.0
11,618,3.0,638,5.0
431,453,4.0,968,4.0
598,411,3.0,1535,5.0
111,997,4.0,333,3.0
23,209,4.0,1157,4.0
377,1159,4.0,1244,4.0
228,1377,5.0,845,3.0
124,1303,4.0,125,5.0
183,121,4.0,1436,4.0
390,483,3.0,39,4.0
33,1494,3.0,294,5.0
61,396,5.0,1388,4.0
274,883,2.0,100,3.0
166,1632,3.0,1103,4.0
168,533,3.0,318,4.0
52,1201,4.0,429,4.0
343,167,3.0,444,3.0
157,1621,4.0,281,2.0
661,725,5.0,411,4.0
40,1221,5.0,22,5.0
362,1177,4.0,762,3.0
148,405,2.0,830,4.0
0,1698,3.0,415,4.0
193,985,5.0,315,4.0
26,1109,4.0,1613,4.0
51,65,5.0,1533,5.0
108,262,4.0,984,4.0
193,263,5.0,269,4.0
197,837,4.0,1701,3.0
