item,user-1,rating-1,user-2,rating-2,user-3,rating-3,user-4,rating-4,user-5,rating-5,user-6,rating-6
51,1024,5.0,144,5.0,176,5.0,1523,4.0,919,,1342,3.0
23,1616,4.0,1265,5.0,1330,,1350,,1624,4.0,1389,4.0
76,480,,276,4.0,853,,395,5.0,331,3.0,1501,4.0
44,560,4.0,1233,,329,4.0,316,4.0,1517,,351,5.0
81,576,5.0,516,2.0,581,,342,,599,4.0,411,4.0
54,210,,1479,5.0,72,5.0,861,,221,5.0,1551,5.0
81,897,4.0,739,,468,5.0,71,,359,5.0,765,5.0
44,1153,,851,5.0,260,,796,5.0,270,5.0,462,5.0
8,418,5.0,1364,3.0,356,2.0,821,4.0,1655,,1050,
85,804,1.0,1604,,1561,4.0,857,,1738,5.0,923,4.0
16,961,3.0,1587,4.0,437,4.0,1143,4.0,40,,1533,
16,645,4.0,614,,168,,1256,4.0,398,5.0,1246,4.0
23,481,,817,4.0,1090,,1356,3.0,797,3.0,701,5.0
311,967,3.0,1579,5.0,1660,4.0,108,,253,,1503,2.0
16,961,3.0,855,5.0,696,,347,,909,5.0,1662,2.0
15,1072,4.0,195,4.0,1048,4.0,714,,1450,4.0,639,4.0
23,432,4.0,1669,5.0,1334,4.0,1720,3.0,1709,,1310,5.0
197,532,3.0,101,2.0,1496,,681,,59,4.0,382,2.0
149,449,4.0,1026,5.0,1138,3.0,980,,1752,,1711,3.0
44,1744,3.0,1425,5.0,1268,,837,4.0,646,4.0,1038,
99,624,,81,4.0,1715,2.0,1292,5.0,317,,397,2.0
16,937,4.0,1338,3.0,331,5.0,444,4.0,861,,1583,
11,1043,,134,5.0,280,5.0,395,,732,3.0,1070,5.0
202,306,5.0,803,3.0,1091,1.0,37,,1065,5.0,251,5.0
15,1300,5.0,485,5.0,1145,,1564,4.0,253,3.0,926,5.0
44,1488,4.0,947,4.0,1253,4.0,1590,,759,3.0,1725,4.0
208,1123,5.0,8,4.0,667,,1084,3.0,1597,,158,5.0
173,1621,4.0,502,1.0,536,,1357,3.0,125,4.0,815,
85,401,,1474,4.0,562,,554,5.0,460,3.0,383,4.0
331,64,3.0,1024,3.0,1089,,530,3.0,229,4.0,954,
190,992,,1394,5.0,242,4.0,1110,4.0,796,,1228,4.0
26,880,2.0,658,5.0,1544,,1725,2.0,877,4.0,510,
11,961,5.0,1730,,82,4.0,1427,,294,4.0,793,4.0
209,708,4.0,1270,2.0,1305,,715,,347,2.0,1645,4.0
83,883,4.0,1571,,281,4.0,889,5.0,780,5.0,271,
202,1122,3.0,1365,,615,5.0,633,4.0,1596,,1518,2.0
207,1041,1.0,1314,3.0,1074,,1334,3.0,1625,,1001,2.0
113,722,3.0,1092,,1301,3.0,439,,1182,4.0,286,3.0
44,634,4.0,1451,1.0,1533,4.0,781,4.0,1438,,719,
54,738,5.0,1444,,1270,4.0,519,4.0,105,,460,4.0
105,1622,3.0,455,3.0,553,4.0,411,2.0,444,4.0,846,3.0
44,896,4.0,885,4.0,826,3.0,874,,590,,1615,2.0
129,724,,772,5.0,1413,5.0,874,5.0,1116,,1743,5.0
42,433,,229,3.0,605,3.0,1134,,847,5.0,1743,4.0
26,1203,4.0,804,5.0,1141,,1575,,1720,1.0,429,5.0
61,737,,788,4.0,184,3.0,568,,1594,3.0,1082,5.0
208,1249,4.0,1586,4.0,822,4.0,935,5.0,921,,1725,
23,130,,1588,3.0,996,5.0,409,5.0,428,,559,5.0
61,854,4.0,41,,1643,5.0,125,5.0,1006,4.0,1679,4.0
208,320,,997,4.0,1239,4.0,124,5.0,1677,,1711,3.0
15,741,5.0,711,5.0,890,4.0,1194,5.0,1629,5.0,831,5.0
85,1185,5.0,1283,4.0,906,,1227,,971,2.0,381,5.0
257,1732,,164,4.0,820,3.0,631,,679,4.0,1642,1.0
208,160,5.0,753,,887,5.0,1162,5.0,1599,5.0,1231,
68,528,5.0,256,5.0,1026,5.0,1395,5.0,1275,,860,3.0
15,1424,4.0,1296,5.0,1169,,1138,,83,5.0,972,4.0
68,256,5.0,353,5.0,866,,294,5.0,1304,3.0,1359,
40,435,4.0,660,,1462,5.0,1368,2.0,828,3.0,1566,
11,322,3.0,1492,3.0,1287,,792,4.0,622,4.0,943,3.0
379,1536,5.0,1249,3.0,514,,1016,,1608,4.0,809,4.0
61,992,5.0,816,5.0,1730,5.0,1564,5.0,589,,542,
26,338,3.0,661,,936,4.0,1305,,429,5.0,1407,5.0
113,195,,1428,5.0,1096,3.0,489,5.0,457,,1642,3.0
44,472,,601,2.0,747,3.0,908,,1181,5.0,1070,5.0
375,337,,866,,218,4.0,381,3.0,558,4.0,1183,5.0
83,16,3.0,528,,484,3.0,1077,5.0,934,,909,1.0
54,1571,2.0,261,,937,2.0,1100,3.0,1741,2.0,494,4.0
42,1586,5.0,1587,4.0,1653,5.0,280,4.0,937,4.0,1647,4.0
208,1169,4.0,1156,,1224,4.0,522,,202,4.0,124,5.0
15,130,,610,,214,4.0,1223,5.0,1752,5.0,1182,4.0
81,916,,244,3.0,55,5.0,8,4.0,1454,,831,4.0
44,964,3.0,1206,3.0,1239,5.0,552,4.0,941,3.0,1678,
26,1728,3.0,1153,,485,3.0,1478,,1417,4.0,397,4.0
8,1105,,1282,4.0,548,,697,5.0,731,4.0,1663,4.0
16,1187,5.0,278,3.0,199,,1323,4.0,636,3.0,958,
51,645,,357,5.0,806,5.0,519,4.0,251,5.0,1581,5.0
113,1441,,1588,4.0,134,,122,5.0,1741,1.0,1054,4.0
49,1441,4.0,673,3.0,100,,1129,5.0,444,,1294,5.0
321,372,3.0,1594,3.0,986,,1147,,332,3.0,1006,4.0
51,352,,887,3.0,648,5.0,760,,1721,5.0,203,5.0
11,1168,5.0,1234,,520,5.0,251,4.0,926,5.0,1422,
290,932,1.0,40,,297,,410,3.0,1711,2.0,735,1.0
32,1329,5.0,1366,5.0,166,4.0,264,,1304,,971,4.0
1,944,,322,3.0,1398,4.0,326,3.0,647,4.0,1050,3.0
37,1298,,1317,,424,3.0,9,4.0,1610,5.0,1180,5.0
23,1712,5.0,193,5.0,245,,645,4.0,85,5.0,907,3.0
32,705,4.0,802,5.0,1098,5.0,1469,,1310,4.0,687,
61,1232,,1731,,486,2.0,314,4.0,75,5.0,1005,4.0
44,1136,3.0,402,4.0,723,,859,4.0,1628,,1055,5.0
15,1172,4.0,484,5.0,1095,5.0,1564,4.0,1053,,1390,
11,1073,4.0,1524,4.0,55,,231,2.0,119,,1688,3.0
49,240,5.0,1716,2.0,1111,4.0,1322,,1755,4.0,556,
15,948,5.0,405,4.0,1525,4.0,343,,679,4.0,1177,
127,768,,1638,4.0,1607,4.0,1339,,572,4.0,1581,4.0
15,866,,1587,5.0,723,3.0,1657,,1660,5.0,830,5.0
44,247,,1479,3.0,344,,1642,4.0,283,5.0,1453,5.0
99,576,2.0,1062,,407,4.0,967,5.0,1208,,1131,5.0
113,864,4.0,690,3.0,326,,199,,124,4.0,1295,5.0
43,1383,4.0,1336,,1465,,1100,3.0,1149,4.0,1085,5.0
8,1016,5.0,553,,221,,926,5.0,1087,5.0,847,4.0
26,1235,3.0,1475,4.0,1219,,603,3.0,1227,5.0,95,
43,676,,471,2.0,40,,1433,5.0,1722,5.0,988,4.0
44,1136,3.0,1632,5.0,1366,5.0,1054,4.0,175,4.0,959,
44,81,4.0,1379,5.0,996,4.0,9,4.0,91,,1615,2.0
43,769,,644,4.0,793,5.0,733,,190,3.0,271,2.0
51,354,,1635,5.0,1492,5.0,281,5.0,1644,5.0,1069,
83,1217,5.0,1426,3.0,109,5.0,621,5.0,541,,1038,
43,49,5.0,1639,4.0,857,,1049,3.0,618,5.0,733,
145,192,4.0,1202,,1191,,967,2.0,1417,3.0,1436,3.0
37,262,4.0,827,4.0,876,4.0,524,,1421,5.0,158,
200,913,3.0,1313,5.0,692,2.0,1700,,332,2.0,1167,
208,1714,3.0,1731,,309,5.0,1367,,1274,4.0,623,2.0
62,1088,,1201,5.0,2,4.0,1443,5.0,596,,686,3.0
8,1136,5.0,788,4.0,806,,810,,1054,5.0,303,4.0
49,512,,992,5.0,470,4.0,1353,,172,5.0,559,5.0
0,1619,4.0,677,4.0,263,4.0,889,,713,3.0,954,
181,1157,4.0,313,,1244,1.0,1580,1.0,1679,3.0,655,
42,1024,,1440,,1012,3.0,1685,5.0,1500,2.0,253,5.0
149,1042,4.0,1010,4.0,918,,1033,4.0,877,,957,4.0
16,992,4.0,709,,456,3.0,585,4.0,77,,831,5.0
234,40,,921,,60,5.0,429,5.0,1278,4.0,254,4.0
15,1025,5.0,530,4.0,469,,358,,1351,5.0,970,5.0
1,993,,374,4.0,1385,,217,2.0,1581,3.0,1358,3.0
49,1509,,1559,,1095,4.0,826,4.0,1099,5.0,1199,4.0
16,1220,5.0,1221,,313,3.0,1339,5.0,28,,908,3.0
127,1433,4.0,1147,,140,5.0,1741,5.0,1182,5.0,510,
277,897,5.0,1635,,1590,,1210,2.0,603,3.0,332,1.0
129,1478,,1032,4.0,1226,5.0,314,5.0,1180,,1038,5.0
16,1747,,229,5.0,967,5.0,841,,1293,4.0,1071,2.0
11,305,3.0,595,4.0,1667,,420,4.0,859,4.0,319,3.0
44,1217,3.0,756,3.0,1496,,1657,5.0,1307,4.0,349,
16,546,5.0,8,2.0,1448,3.0,1531,3.0,299,,476,4.0
174,914,3.0,1394,,740,4.0,106,3.0,843,4.0,1229,
11,612,4.0,357,3.0,1302,5.0,938,,298,4.0,59,
15,451,2.0,1380,5.0,245,5.0,775,,940,,269,5.0
177,996,5.0,4,,711,,521,4.0,828,5.0,1534,4.0
23,1697,4.0,1425,5.0,118,,599,5.0,712,5.0,1129,5.0
33,657,4.0,530,3.0,1658,,1404,,1565,4.0,270,3.0
183,1218,,1747,4.0,648,,905,3.0,1146,5.0,1354,4.0
85,656,,337,3.0,1545,,507,5.0,187,4.0,460,3.0
8,418,5.0,371,5.0,788,4.0,1048,,681,,169,5.0
11,773,5.0,1303,4.0,297,5.0,715,,607,3.0,1359,
119,81,4.0,1158,4.0,792,5.0,1241,5.0,665,,1548,
37,801,5.0,593,,1524,5.0,1254,4.0,713,4.0,1276,
18,1730,4.0,932,3.0,1334,4.0,1399,5.0,1708,,317,
81,647,4.0,106,5.0,746,,1500,5.0,1660,,1613,5.0
1,898,,1095,4.0,601,,1756,1.0,1004,3.0,1052,4.0
51,1520,3.0,261,,633,5.0,939,5.0,1677,5.0,1631,
8,803,3.0,437,,167,4.0,172,,700,5.0,910,4.0
81,1090,,1128,5.0,1481,4.0,1019,2.0,13,5.0,1166,
208,80,4.0,1076,,1593,2.0,364,4.0,109,4.0,525,5.0
37,1712,,1713,4.0,913,4.0,1730,5.0,1017,3.0,395,
169,1234,,147,3.0,867,4.0,932,,1608,5.0,200,4.0
44,1556,5.0,1381,4.0,854,2.0,1448,4.0,1131,,1628,
81,594,,230,4.0,215,3.0,1175,2.0,1018,5.0,79,
105,177,3.0,1457,3.0,34,1.0,217,,1563,4.0,1693,
15,881,4.0,1059,5.0,1491,,1047,5.0,1463,,124,3.0
81,1620,,932,5.0,453,4.0,871,5.0,1367,5.0,343,1.0
85,1264,5.0,417,2.0,452,5.0,997,4.0,406,,1340,5.0
23,34,4.0,166,5.0,1350,,567,4.0,1592,,664,5.0
16,208,4.0,513,4.0,406,5.0,854,4.0,1723,,572,4.0
8,980,,725,5.0,1077,5.0,728,3.0,1647,5.0,607,5.0
16,1713,3.0,1042,,1417,4.0,1753,5.0,859,5.0,1483,
15,689,5.0,532,4.0,887,,135,,1084,3.0,1327,4.0
193,832,4.0,1250,5.0,739,,85,,604,4.0,684,3.0
51,1411,,1413,5.0,1658,5.0,924,5.0,220,,1278,4.0
16,560,3.0,1284,,837,5.0,1670,4.0,316,,1647,4.0
26,288,5.0,962,5.0,662,4.0,1655,,695,,846,5.0
208,832,5.0,1300,,1204,5.0,1736,5.0,1644,,942,4.0
0,864,4.0,1248,,1634,3.0,1234,,804,3.0,486,4.0
83,1489,,1730,,1124,4.0,806,4.0,822,4.0,1576,4.0
81,1729,,1267,5.0,1398,5.0,951,,1501,5.0,1358,5.0
1,1026,5.0,643,4.0,691,4.0,1047,3.0,775,,463,
16,1009,,1345,4.0,340,5.0,599,3.0,552,3.0,1147,
26,116,,900,3.0,792,4.0,249,4.0,316,4.0,1517,
129,1479,3.0,954,5.0,604,5.0,1389,,238,,303,5.0
16,194,,1603,5.0,532,3.0,475,4.0,716,,126,5.0
26,1184,,448,4.0,138,3.0,1114,5.0,715,,205,4.0
16,725,5.0,822,3.0,1543,,170,5.0,1707,3.0,1310,
63,1348,,632,4.0,905,4.0,426,,1294,5.0,78,3.0
145,979,4.0,1747,4.0,1367,,618,2.0,891,3.0,363,
37,817,,146,3.0,1060,,1658,4.0,11,5.0,254,4.0
96,853,3.0,1606,3.0,1209,5.0,459,,1083,,397,4.0
51,1680,,661,,22,3.0,1433,5.0,603,5.0,1613,5.0
40,1264,,850,2.0,1283,5.0,1396,4.0,216,,1705,4.0
129,1537,,851,5.0,1188,5.0,695,,1466,4.0,1694,5.0
129,1731,3.0,1047,5.0,1320,,697,4.0,1610,5.0,1022,
129,864,,867,5.0,1686,3.0,8,4.0,936,5.0,1594,
128,897,4.0,457,,555,,124,3.0,1038,5.0,78,3.0
119,273,5.0,1524,4.0,967,5.0,935,,521,4.0,1738,
444,753,5.0,294,5.0,1270,2.0,74,4.0,1469,,1309,
43,325,5.0,217,2.0,233,5.0,1178,,60,5.0,1101,
23,144,5.0,1538,,5,5.0,1017,4.0,842,3.0,1451,5.0
16,1314,3.0,277,,744,4.0,604,3.0,1711,3.0,367,
183,528,,693,,1189,4.0,1047,4.0,779,5.0,478,3.0
44,368,,691,3.0,806,3.0,360,5.0,1641,,1275,4.0
11,994,5.0,356,3.0,1192,,539,5.0,1644,4.0,605,4.0
40,1554,4.0,1411,,164,,453,4.0,741,5.0,1070,5.0
23,708,5.0,389,,152,5.0,394,4.0,524,4.0,1486,
26,17,5.0,1381,5.0,485,3.0,923,3.0,1357,5.0,766,
86,309,5.0,1096,4.0,236,,1068,3.0,572,3.0,1583,4.0
16,96,4.0,1056,3.0,150,4.0,695,4.0,343,,265,
61,1458,5.0,1667,2.0,651,5.0,1407,,1727,4.0,1647,
26,1697,5.0,69,3.0,455,4.0,620,5.0,1180,4.0,92,
23,772,5.0,88,5.0,1019,,397,5.0,382,,1295,4.0
113,1653,,1621,4.0,1575,,123,4.0,191,2.0,159,4.0
248,1077,4.0,296,,104,,1547,5.0,1260,3.0,636,3.0
127,1713,5.0,948,,310,5.0,1096,4.0,569,,1674,5.0
119,1318,4.0,1239,4.0,215,4.0,601,,1309,,607,5.0
149,449,4.0,1576,,824,4.0,1417,4.0,333,3.0,1262,
190,1667,4.0,1699,4.0,406,5.0,749,,493,,1294,3.0
54,640,5.0,758,5.0,631,5.0,1511,4.0,973,,1709,
23,405,3.0,248,,122,5.0,1020,5.0,94,4.0,942,
15,304,2.0,517,5.0,1239,,185,4.0,235,5.0,219,5.0
166,1425,5.0,697,5.0,428,,1470,5.0,1374,,1102,3.0
85,1030,3.0,568,2.0,1209,3.0,1658,4.0,108,,1549,2.0
81,544,5.0,261,,1175,2.0,1674,3.0,718,,526,5.0
23,326,,1575,5.0,634,4.0,1660,4.0,686,,1086,5.0
185,976,3.0,1314,4.0,1240,4.0,424,4.0,186,3.0,1503,4.0
222,1440,4.0,818,4.0,1715,,1171,4.0,1317,,796,4.0
15,1586,4.0,1059,5.0,1189,,1542,3.0,136,5.0,58,
1,1698,4.0,418,4.0,1012,4.0,1110,4.0,1303,,1357,
43,1120,,309,5.0,1014,5.0,1176,4.0,425,,907,5.0
98,1270,2.0,1128,3.0,617,,957,4.0,1663,,1119,4.0
274,864,3.0,1745,4.0,1555,,454,4.0,166,4.0,263,4.0
32,513,,740,5.0,632,5.0,1098,5.0,394,4.0,1405,
1,145,4.0,1492,3.0,357,3.0,1749,,758,5.0,1150,
11,645,,440,,1561,5.0,921,5.0,1099,4.0,493,4.0
183,961,5.0,1170,4.0,802,,822,2.0,616,5.0,747,4.0
193,65,3.0,131,,470,,855,5.0,1051,5.0,1516,5.0
577,83,,1684,3.0,1013,2.0,502,2.0,1271,,1100,4.0
183,1317,5.0,102,4.0,999,5.0,217,4.0,1673,,318,
129,722,5.0,1475,5.0,935,5.0,1688,4.0,1405,,79,
16,1217,5.0,579,3.0,1256,4.0,184,,1274,,126,5.0
44,1685,5.0,550,4.0,1158,4.0,1354,4.0,826,3.0,590,
23,769,,132,5.0,309,5.0,949,4.0,1333,5.0,1452,
16,513,4.0,419,4.0,580,4.0,1061,2.0,1047,4.0,1304,2.0
16,80,4.0,1075,4.0,598,4.0,522,3.0,171,3.0,1260,4.0
43,199,5.0,1223,3.0,1497,4.0,1737,4.0,1053,,974,5.0
113,1026,4.0,1206,,1222,3.0,1048,,1084,3.0,1612,4.0
38,1488,5.0,1059,4.0,294,5.0,103,5.0,315,,1295,5.0
44,1733,,442,,1339,3.0,76,5.0,1694,4.0,1327,5.0
72,1363,,1364,5.0,981,5.0,1271,,1692,4.0,1006,5.0
222,1603,4.0,932,4.0,1112,4.0,585,4.0,426,,604,
23,483,3.0,1011,,824,4.0,1450,3.0,1452,,1166,5.0
81,534,,967,5.0,633,5.0,1146,5.0,1147,,589,4.0
15,224,,1298,4.0,453,3.0,696,5.0,313,5.0,1563,5.0
145,1684,3.0,919,,280,4.0,616,4.0,1484,4.0,366,
43,769,,1603,5.0,164,5.0,1351,5.0,1035,,942,5.0
127,464,,1457,,726,4.0,535,4.0,124,3.0,829,2.0
107,1184,3.0,471,4.0,62,4.0,846,4.0,703,,399,
23,1650,,674,5.0,570,5.0,1098,3.0,1355,5.0,287,
129,290,5.0,212,5.0,1637,5.0,1414,5.0,1756,,1342,
37,900,5.0,997,5.0,535,3.0,1192,,717,5.0,1583,
43,322,5.0,1398,4.0,1561,4.0,1577,,1565,5.0,527,
144,337,5.0,468,3.0,1048,3.0,1192,,281,2.0,698,
51,1169,5.0,769,,1732,4.0,166,5.0,520,5.0,700,
19,244,,372,5.0,695,4.0,1047,3.0,1131,3.0,29,
68,963,,1160,4.0,154,5.0,203,,123,4.0,351,4.0
169,996,4.0,310,,10,4.0,187,3.0,204,2.0,1309,
23,897,5.0,871,,1193,,153,4.0,1372,4.0,303,5.0
86,1026,4.0,1011,,1748,4.0,1030,5.0,1100,4.0,1629,5.0
19,513,3.0,820,4.0,1253,4.0,1292,,782,,127,5.0
43,673,,1558,4.0,1239,5.0,456,4.0,58,3.0,1119,
127,576,5.0,1441,4.0,423,,585,3.0,270,5.0,1710,
11,514,4.0,1587,5.0,1723,,684,4.0,268,4.0,1406,3.0
109,1122,5.0,263,5.0,590,4.0,718,,1215,,943,4.0
1,626,4.0,1317,5.0,869,,521,4.0,1387,,415,3.0
62,1698,5.0,1315,3.0,1188,4.0,805,,1533,5.0,398,
222,1650,5.0,1301,5.0,423,3.0,1020,,508,3.0,1069,
208,662,5.0,998,3.0,665,4.0,537,,844,4.0,143,4.0
185,658,,1015,5.0,295,,1017,4.0,607,5.0,1551,2.0
44,608,,1313,5.0,801,,500,5.0,648,3.0,159,5.0
23,1392,,976,5.0,722,5.0,645,4.0,680,4.0,1630,3.0
0,1010,2.0,1748,5.0,1381,,409,,1420,4.0,1181,3.0
208,1361,5.0,1555,,330,5.0,1196,4.0,623,2.0,1583,
11,183,5.0,679,3.0,584,3.0,159,,543,,1023,5.0
83,471,,1385,5.0,1341,,1534,4.0,1054,5.0,831,5.0
246,193,4.0,1668,,646,5.0,1258,5.0,13,4.0,1199,
52,1588,2.0,630,,520,4.0,1721,4.0,1625,,697,2.0
16,1297,4.0,865,5.0,1521,,1722,5.0,1147,,523,3.0
61,1377,4.0,1396,,333,,221,4.0,1518,2.0,815,4.0
1,1040,3.0,915,,965,3.0,25,,905,4.0,1210,3.0
129,706,,196,,1559,5.0,842,5.0,170,3.0,747,4.0
8,1032,4.0,296,,570,,1406,4.0,222,4.0,63,2.0
16,1506,4.0,804,4.0,824,4.0,857,5.0,397,5.0,1341,5.0
1,146,2.0,1364,4.0,806,4.0,473,4.0,107,4.0,13,3.0
23,578,,1588,3.0,71,5.0,952,3.0,825,,1503,3.0
15,241,4.0,804,5.0,1065,5.0,1530,,1483,4.0,1069,5.0
23,177,4.0,402,,131,,1734,3.0,1133,5.0,542,3.0
9,708,,744,3.0,1529,,1306,4.0,1228,4.0,1181,3.0
222,1570,4.0,1250,4.0,418,,52,5.0,375,4.0,75,3.0
1,209,4.0,834,2.0,212,4.0,1193,5.0,1707,,940,
49,321,4.0,514,,932,3.0,805,5.0,1512,5.0,779,5.0
0,1428,,811,,348,3.0,990,3.0,1199,4.0,95,3.0
40,16,4.0,785,5.0,1669,,21,2.0,1671,,1225,3.0
36,1314,2.0,786,,1394,5.0,19,3.0,499,,228,3.0
23,176,3.0,242,5.0,547,5.0,1622,4.0,1404,,1661,
661,1667,,245,4.0,218,2.0,1259,1.0,30,,798,2.0
23,1057,3.0,834,3.0,709,,10,,302,4.0,175,5.0
200,1362,,132,3.0,20,5.0,949,4.0,1047,5.0,344,
122,624,2.0,168,4.0,874,4.0,542,1.0,622,,718,
54,450,,772,3.0,1031,5.0,537,4.0,1209,5.0,1433,3.0
26,1296,4.0,788,4.0,1368,,585,5.0,90,,1647,4.0
19,450,,1250,4.0,627,,1093,3.0,1242,3.0,1711,4.0
15,1173,,374,3.0,983,3.0,1545,,186,4.0,1708,4.0
1,132,3.0,1542,,1736,,1196,4.0,972,4.0,1004,3.0
81,1569,5.0,4,5.0,1318,4.0,502,2.0,1449,3.0,1199,
8,1376,,609,,83,5.0,532,4.0,987,3.0,476,5.0
62,1360,,850,5.0,1043,3.0,4,5.0,1049,,783,4.0
92,737,,659,5.0,1047,4.0,551,,8,3.0,828,3.0
43,1058,3.0,1042,,291,,648,5.0,557,5.0,623,4.0
44,306,3.0,1250,4.0,1062,4.0,1414,,1241,3.0,1695,
86,146,4.0,738,5.0,1331,,1642,4.0,924,4.0,590,
49,353,5.0,66,,519,4.0,489,5.0,1550,5.0,15,
61,1554,,834,,101,4.0,697,5.0,1068,3.0,271,3.0
358,1154,,18,3.0,1300,4.0,20,5.0,184,4.0,795,5.0
145,1460,4.0,1318,3.0,1239,,284,4.0,1694,4.0,783,
113,1616,3.0,963,,292,,740,1.0,853,2.0,1450,3.0
208,1497,4.0,1706,,1242,4.0,987,5.0,1084,3.0,92,
54,848,,209,5.0,82,,1571,2.0,1017,5.0,985,5.0
208,853,5.0,1559,4.0,1224,4.0,1532,,301,,351,4.0
128,1202,5.0,488,,1210,3.0,747,4.0,717,4.0,671,5.0
190,448,,290,4.0,1091,4.0,1300,3.0,1516,4.0,335,
43,837,,918,5.0,118,5.0,969,5.0,1227,4.0,859,5.0
11,1173,,550,2.0,247,5.0,584,3.0,410,5.0,1487,
358,1185,5.0,997,5.0,1637,4.0,1095,3.0,1370,,861,
81,176,3.0,947,5.0,423,,1432,5.0,792,5.0,143,
149,448,,1041,3.0,18,,1170,4.0,922,4.0,1102,3.0
146,1600,4.0,1265,3.0,1729,,405,2.0,1365,,910,5.0
16,1346,2.0,1411,4.0,1091,,1433,3.0,1370,4.0,895,
40,832,5.0,1169,,1121,,681,5.0,1182,4.0,1279,5.0
562,146,3.0,1365,,229,3.0,524,2.0,1756,,207,5.0
202,1057,4.0,788,3.0,294,5.0,1670,3.0,1085,,543,
207,20,2.0,1319,,744,4.0,345,,330,3.0,622,2.0
379,1136,2.0,294,1.0,1544,5.0,1705,,378,2.0,1739,4.0
16,435,5.0,1011,4.0,580,4.0,1748,4.0,1755,,1421,5.0
23,630,,502,3.0,648,5.0,1661,,733,5.0,1583,4.0
62,513,4.0,1362,,1314,5.0,1027,5.0,1252,5.0,968,4.0
62,468,5.0,549,5.0,74,5.0,1036,5.0,1357,,831,3.0
49,369,3.0,1713,4.0,1317,5.0,246,,1048,,31,4.0
44,1088,,162,5.0,402,4.0,466,4.0,116,,158,4.0
23,997,5.0,55,,729,,522,5.0,1003,5.0,619,4.0
170,1377,2.0,227,5.0,779,,508,5.0,429,5.0,1405,
26,803,2.0,819,,438,3.0,1240,3.0,364,5.0,927,
358,624,,293,4.0,1638,3.0,1462,,1337,5.0,1054,3.0
23,871,,1241,5.0,569,,1194,4.0,330,5.0,573,4.0
209,225,,1047,2.0,87,2.0,585,3.0,907,,974,4.0
43,784,,1,5.0,1240,3.0,1002,3.0,730,,571,5.0
16,1266,5.0,1363,,1129,4.0,1707,3.0,1051,4.0,1708,3.0
1,834,2.0,708,3.0,582,,539,4.0,1723,,1196,4.0
15,656,5.0,145,,227,3.0,632,5.0,473,4.0,1517,
49,1393,5.0,274,,899,,1670,4.0,138,4.0,926,4.0
8,1217,,773,5.0,309,5.0,679,3.0,315,,1756,4.0
69,1026,5.0,674,5.0,1556,,166,5.0,954,5.0,875,
375,449,3.0,1010,4.0,995,,740,4.0,644,4.0,1287,
81,1680,5.0,322,5.0,150,5.0,359,5.0,57,,1483,
15,516,,342,,1014,5.0,214,4.0,811,5.0,351,4.0
19,1298,,228,3.0,372,5.0,965,3.0,1485,,1199,3.0
246,276,4.0,311,5.0,249,4.0,186,4.0,942,,1279,
209,770,,290,4.0,1683,4.0,965,4.0,489,4.0,559,
62,992,5.0,483,5.0,243,4.0,1047,5.0,1163,,235,
11,545,,308,5.0,253,5.0,221,5.0,974,4.0,1663,
1,1684,4.0,1493,,422,,631,3.0,520,4.0,943,2.0
81,880,5.0,1364,4.0,1477,,296,5.0,1657,,906,4.0
83,1664,3.0,226,,1510,,664,3.0,1146,4.0,237,2.0
21,1698,5.0,1111,4.0,103,4.0,296,2.0,1308,,1357,4.0
81,980,,1189,5.0,1671,5.0,1738,,847,5.0,351,4.0
15,448,5.0,1666,4.0,1460,4.0,1350,,411,5.0,111,4.0
119,225,4.0,51,5.0,729,4.0,1292,,399,,351,5.0
15,1746,3.0,821,5.0,1751,,843,,732,5.0,1388,3.0
44,1010,4.0,1446,,8,4.0,603,4.0,366,,270,5.0
42,1141,4.0,1432,3.0,650,,602,1.0,1258,4.0,1343,
377,1206,,520,4.0,521,3.0,555,4.0,460,4.0,782,
42,16,3.0,1424,3.0,1552,3.0,1220,4.0,1221,,408,
26,18,4.0,676,5.0,920,,953,5.0,1260,,1583,5.0
44,1346,,99,4.0,520,4.0,1161,3.0,827,,1310,4.0
11,401,4.0,449,5.0,201,,1276,4.0,974,4.0,287,4.0
86,294,5.0,424,3.0,77,3.0,1550,,1198,,1359,4.0
15,128,,977,5.0,1170,4.0,82,4.0,452,4.0,684,
97,406,3.0,1286,3.0,1670,3.0,1399,,1244,5.0,1660,
169,306,,131,,707,2.0,166,4.0,1579,5.0,1564,4.0
23,1504,,1159,5.0,473,5.0,1354,4.0,1179,,734,4.0
86,660,,853,5.0,1703,3.0,602,4.0,1019,,63,2.0
51,513,5.0,1331,,839,5.0,1694,5.0,350,4.0,1535,
183,434,4.0,850,,19,5.0,358,,1047,4.0,473,5.0
23,1488,5.0,561,,852,5.0,645,4.0,365,4.0,351,5.0
16,352,4.0,996,3.0,1013,3.0,1734,,280,3.0,1290,
1,1744,,724,3.0,1499,4.0,1133,,943,2.0,1711,4.0
44,1232,4.0,162,5.0,370,,217,2.0,937,4.0,175,4.0
11,1537,,900,3.0,485,4.0,950,4.0,1339,4.0,189,
44,244,,1654,5.0,1340,5.0,638,4.0,831,5.0,143,3.0
26,880,2.0,436,4.0,1045,,1637,5.0,1261,3.0,1501,5.0
145,97,4.0,50,,483,3.0,340,,1364,3.0,974,5.0
415,544,,1270,3.0,152,,473,5.0,154,3.0,1259,2.0
49,405,4.0,485,,1030,4.0,759,3.0,1255,4.0,1276,5.0
