item,user-1,rating-1,user-2,rating-2,user-3,rating-3,user-4,rating-4,user-5,rating-5,user-6,rating-6,user-7,rating-7
119,768,,1713,4.0,1749,,869,,88,5.0,462,3.0,638,4.0
1,1248,5.0,66,,855,4.0,632,3.0,1337,,1213,5.0,1357,
16,1360,3.0,610,3.0,642,,918,,1270,3.0,278,3.0,1085,
42,1747,3.0,227,3.0,660,,1364,2.0,1317,4.0,667,,1148,3.0
49,1250,4.0,116,4.0,1063,5.0,104,4.0,363,,988,,1343,5.0
106,659,,724,4.0,1622,,697,3.0,394,,1564,3.0,911,4.0
16,177,,482,,37,5.0,549,,1609,5.0,602,2.0,635,3.0
23,1571,,1077,3.0,456,3.0,648,5.0,1417,5.0,395,,1707,5.0
282,1269,4.0,856,,1098,4.0,43,,333,3.0,1374,,831,5.0
43,848,4.0,339,5.0,1364,4.0,1637,5.0,11,5.0,1566,,1647,4.0
26,976,,562,,531,4.0,1652,4.0,1381,5.0,1110,4.0,1672,
8,737,,1057,4.0,1713,4.0,65,,1333,5.0,559,1.0,1087,5.0
61,1010,4.0,1030,,680,3.0,1320,4.0,200,,1180,,797,3.0
81,706,5.0,163,5.0,1335,,839,4.0,1306,,1179,,1567,5.0
149,1536,,784,,912,3.0,865,5.0,1122,3.0,1282,5.0,515,
54,20,5.0,727,4.0,1703,5.0,520,,1480,2.0,857,,463,
76,978,,883,4.0,1652,,439,5.0,794,4.0,1727,1.0,607,5.0
23,1221,,1157,4.0,6,4.0,1542,4.0,56,,1129,5.0,1229,
8,482,,290,5.0,984,,680,5.0,473,5.0,650,5.0,1323,
15,498,,738,5.0,1027,5.0,531,3.0,1699,5.0,934,,335,
193,1280,,64,4.0,949,4.0,726,5.0,936,5.0,1112,,141,4.0
16,882,4.0,436,3.0,1349,3.0,903,5.0,1482,,362,,127,
44,1632,5.0,626,2.0,1235,5.0,1399,4.0,1433,4.0,394,,350,
11,819,3.0,1110,5.0,71,4.0,360,,365,5.0,1645,,175,
8,1280,5.0,596,4.0,1274,4.0,1244,,1341,5.0,1629,5.0,77,5.0
199,162,4.0,1284,,1337,,1162,5.0,603,3.0,1020,,767,3.0
23,753,5.0,340,4.0,583,,231,2.0,1096,2.0,1625,3.0,735,
44,1683,5.0,1669,4.0,1206,3.0,1641,,1610,,924,,1741,4.0
11,993,,417,4.0,962,4.0,1650,,1363,,1364,3.0,174,4.0
43,402,,996,5.0,1096,5.0,1480,,666,3.0,1291,5.0,748,4.0
208,817,4.0,161,4.0,850,,355,,1335,,330,5.0,862,4.0
208,1685,4.0,38,,55,,744,5.0,1083,,429,4.0,717,5.0
83,773,4.0,1591,,583,,1225,4.0,618,4.0,188,5.0,1295,3.0
1,209,4.0,1169,4.0,1745,3.0,628,,1626,,123,,844,2.0
107,80,,4,4.0,1252,3.0,453,4.0,1029,,1564,2.0,1581,
0,1395,,388,,597,3.0,1110,4.0,1310,,1183,5.0,1647,4.0
234,736,3.0,466,,1188,,948,5.0,120,4.0,1275,,397,5.0
1,594,,915,,6,4.0,1193,5.0,1468,,1630,3.0,159,3.0
208,660,,709,,1702,,153,4.0,1242,4.0,747,5.0,428,4.0
49,1696,4.0,1584,5.0,672,,1090,,348,4.0,1039,5.0,1551,
49,272,,146,4.0,1027,,1016,4.0,1017,5.0,779,5.0,973,4.0
11,192,4.0,1697,,449,5.0,921,5.0,604,4.0,909,5.0,1454,3.0
40,865,4.0,612,5.0,309,5.0,54,5.0,1292,4.0,590,,1215,
1,769,4.0,278,,199,,1399,4.0,827,,1661,3.0,511,5.0
26,981,3.0,1638,4.0,870,4.0,953,5.0,1292,4.0,477,2.0,750,
44,32,,1444,4.0,965,5.0,507,,1228,4.0,1501,4.0,1455,
23,852,5.0,1637,4.0,1397,,456,3.0,489,5.0,1004,,1228,4.0
23,848,,1696,5.0,409,5.0,1658,5.0,1611,4.0,350,,1103,5.0
410,290,,947,4.0,341,,885,3.0,1451,5.0,1278,,1631,4.0
23,82,4.0,1730,,1364,5.0,358,,1031,5.0,776,,522,5.0
43,290,5.0,722,4.0,1106,5.0,392,,875,4.0,332,4.0,575,
81,16,,434,,1122,4.0,435,5.0,1241,5.0,1706,4.0,1341,
23,995,,1188,4.0,52,4.0,549,4.0,122,5.0,1085,,703,
354,880,5.0,466,,1045,4.0,411,5.0,124,4.0,670,5.0,958,
62,1377,5.0,1313,5.0,823,5.0,1689,,1388,4.0,1182,4.0,1183,
208,113,,883,2.0,229,5.0,631,5.0,716,,829,,1199,5.0
8,179,3.0,244,,1333,5.0,613,,425,,476,5.0,461,5.0
15,144,3.0,1153,5.0,533,,1558,5.0,1478,,1095,5.0,155,
15,1041,5.0,1474,5.0,995,,406,5.0,1126,,1064,,1209,5.0
81,64,5.0,52,4.0,1189,5.0,1367,5.0,1320,,1611,,1708,5.0
11,1188,4.0,532,3.0,677,4.0,1641,,315,5.0,284,5.0,687,
105,437,1.0,1543,,1032,4.0,552,1.0,1531,,1483,3.0,924,
40,744,3.0,186,3.0,1179,,188,5.0,61,,1247,,671,3.0
43,608,,1637,5.0,118,5.0,151,,424,5.0,1294,4.0,1119,
59,1456,4.0,387,4.0,1397,,1190,,1399,3.0,152,4.0,586,
15,434,5.0,1224,5.0,1114,2.0,620,4.0,29,4.0,381,,655,5.0
183,432,,1745,4.0,818,,1396,3.0,692,5.0,999,5.0,938,
108,885,4.0,1095,,1432,4.0,410,,986,,572,5.0,1549,2.0
161,528,,561,,1716,,837,4.0,1017,3.0,701,3.0,909,4.0
49,1553,,1266,,420,,311,5.0,1016,4.0,1177,4.0,1292,3.0
23,1299,4.0,500,5.0,826,5.0,363,,1323,,972,,1005,5.0
193,152,,1148,1.0,1565,3.0,910,5.0,446,,527,,1391,4.0
51,945,4.0,146,5.0,1059,4.0,612,,372,,1733,2.0,863,
106,800,,931,,758,4.0,330,4.0,891,,1261,5.0,862,4.0
15,656,5.0,1360,,435,,486,4.0,1064,,680,5.0,1677,3.0
119,804,,1508,,405,5.0,1350,4.0,311,5.0,907,5.0,733,
11,144,5.0,1106,,931,,1621,,968,4.0,634,5.0,461,4.0
49,322,4.0,707,,1398,5.0,824,2.0,299,5.0,444,,766,
11,802,,834,4.0,771,5.0,1621,,232,,1561,5.0,1225,3.0
43,1600,3.0,560,4.0,516,3.0,917,5.0,471,2.0,1035,,1307,4.0
11,1680,4.0,259,4.0,1302,5.0,535,4.0,631,5.0,603,5.0,396,
16,624,5.0,1603,5.0,1126,,214,4.0,183,,1467,,1292,4.0
185,1010,5.0,1029,,1621,,86,5.0,1612,3.0,973,,1070,4.0
129,419,5.0,1267,3.0,1445,4.0,919,,330,5.0,1071,5.0,1007,5.0
223,369,,178,5.0,152,,1003,3.0,860,5.0,909,,894,5.0
15,1090,,247,5.0,567,4.0,1581,4.0,1390,,639,4.0,1743,5.0
15,1296,5.0,1186,5.0,1027,5.0,19,5.0,789,5.0,26,,174,
15,994,,467,4.0,646,5.0,1753,,1102,4.0,430,4.0,478,
54,353,4.0,466,,1379,,473,5.0,730,3.0,620,,1551,5.0
292,1047,,361,5.0,1467,,571,5.0,1533,2.0,717,5.0,1087,
113,816,4.0,353,4.0,306,4.0,9,3.0,1739,,1020,3.0,591,
113,112,,1664,4.0,18,3.0,1605,,1543,,681,4.0,63,3.0
238,1600,,1024,5.0,1298,,280,4.0,1675,4.0,76,,1278,3.0
16,1360,3.0,881,3.0,257,5.0,1265,5.0,682,,203,3.0,252,
135,1696,4.0,980,5.0,1524,,245,4.0,794,,1356,2.0,1533,
15,1632,,1283,,246,3.0,983,3.0,760,5.0,216,,619,4.0
16,1600,5.0,1057,4.0,722,4.0,1170,4.0,211,,1300,3.0,1227,
8,148,,1029,,1206,4.0,1703,,1399,4.0,487,2.0,122,4.0
129,34,,1107,,1013,,1319,5.0,841,5.0,889,5.0,1631,1.0
81,1379,,339,2.0,886,,1754,4.0,828,3.0,1180,4.0,1213,
61,1680,4.0,483,5.0,1655,,791,,748,4.0,717,5.0,573,5.0
15,1249,,132,5.0,1434,5.0,59,,1356,3.0,1598,4.0,735,4.0
173,482,,1654,4.0,840,4.0,1256,,601,,251,2.0,1006,4.0
223,240,,1283,,276,3.0,314,2.0,1258,,844,2.0,1388,5.0
26,35,,275,5.0,740,3.0,532,5.0,475,5.0,1084,,623,3.0
113,306,4.0,1010,3.0,211,5.0,1095,,122,5.0,155,,1165,
393,1363,2.0,1235,3.0,996,4.0,1127,,1575,,603,3.0,1695,
23,992,,1441,4.0,1303,4.0,23,,1096,2.0,1064,,826,5.0
183,1077,5.0,519,3.0,1368,,1354,4.0,461,4.0,333,4.0,1006,4.0
193,610,5.0,834,5.0,1012,5.0,405,5.0,150,,286,,430,
8,1249,5.0,914,5.0,181,,200,4.0,1624,,1739,5.0,251,5.0
15,1441,5.0,660,4.0,1412,,774,3.0,535,4.0,1644,5.0,1647,4.0
111,1441,4.0,1220,,405,5.0,1301,3.0,122,4.0,1739,,607,
197,82,4.0,758,4.0,470,3.0,1351,,1480,3.0,1469,,1581,
129,1137,4.0,561,3.0,452,,1557,,311,5.0,1305,,557,5.0
208,1732,4.0,23,,1017,5.0,1050,4.0,891,,702,3.0,895,
222,1009,,1154,,788,4.0,1734,,1400,4.0,1497,4.0,269,4.0
143,337,,789,,491,5.0,461,4.0,1389,1.0,1709,,1054,2.0
15,837,,1398,5.0,1208,5.0,890,4.0,700,,734,5.0,815,5.0
1,385,,322,3.0,981,,1544,4.0,88,3.0,649,,428,3.0
40,452,5.0,196,,534,,1546,5.0,957,,558,4.0,526,5.0
149,786,,1652,4.0,166,4.0,1576,,985,5.0,1020,5.0,1694,4.0
44,244,,341,3.0,1111,,968,4.0,298,4.0,955,4.0,1598,
15,1328,5.0,338,,1269,5.0,550,3.0,344,5.0,829,4.0,559,
49,1395,5.0,869,,826,4.0,188,,1388,4.0,285,,542,2.0
146,1664,3.0,625,,901,2.0,837,,475,3.0,1564,3.0,1341,
43,1698,5.0,1635,3.0,1732,4.0,1013,5.0,534,,871,,557,5.0
222,1587,5.0,997,5.0,566,4.0,621,,509,,926,4.0,1214,
54,960,,1026,5.0,194,5.0,1642,5.0,1134,,815,5.0,175,5.0
183,209,,738,5.0,820,4.0,149,,1596,5.0,1580,2.0,685,
127,626,,1109,,246,5.0,487,,1338,4.0,875,5.0,1631,4.0
1,1429,3.0,1478,4.0,774,,168,,218,2.0,1004,3.0,12,
62,1712,5.0,48,,321,4.0,228,,1655,,954,5.0,1295,2.0
16,820,5.0,532,3.0,1621,,149,5.0,550,3.0,28,,1309,4.0
38,1169,4.0,21,4.0,1366,4.0,1543,,105,,619,4.0,1439,3.0
140,1072,3.0,997,3.0,955,,316,,460,3.0,1118,,879,5.0
43,432,,128,2.0,1568,,677,5.0,502,3.0,1643,,715,1.0
43,482,,706,,196,,824,4.0,1689,4.0,1002,3.0,59,3.0
11,1297,4.0,1619,5.0,772,4.0,1509,,56,,8,4.0,1273,
16,1410,,771,4.0,247,5.0,121,,634,5.0,1323,4.0,557,4.0
23,1073,5.0,1362,5.0,972,,1517,,894,4.0,831,4.0,1487,
51,1633,,1313,5.0,657,4.0,418,,678,,955,5.0,319,4.0
49,288,3.0,1427,,1108,,1161,,1626,5.0,539,4.0,1134,4.0
19,912,1.0,6,4.0,104,,1275,,1036,3.0,1005,4.0,1295,
44,1010,4.0,1235,5.0,899,,1444,4.0,1050,2.0,780,,605,
44,931,,1604,,1012,4.0,101,4.0,1398,,1194,5.0,351,5.0
113,1728,3.0,1377,,465,,1138,,519,5.0,759,3.0,1052,4.0
61,352,5.0,1204,,1637,4.0,726,4.0,1082,5.0,1612,,1213,
43,1587,5.0,117,5.0,1559,5.0,615,5.0,1159,4.0,951,,605,3.0
280,740,5.0,997,,55,,984,3.0,1322,,859,2.0,1564,3.0
81,1393,,1443,4.0,1557,5.0,486,,616,5.0,217,3.0,554,
190,1123,4.0,1284,,998,,1561,5.0,890,3.0,1660,4.0,63,
23,304,,1553,,146,5.0,772,5.0,1113,,1005,5.0,206,5.0
15,112,3.0,1108,5.0,1175,2.0,504,4.0,1241,5.0,714,,1325,
44,1456,,22,,873,3.0,842,3.0,236,,286,3.0,255,4.0
23,211,,1156,5.0,1172,4.0,1207,5.0,856,,508,4.0,157,4.0
173,165,3.0,328,,585,,986,5.0,701,,558,4.0,782,4.0
150,720,,1280,2.0,1157,1.0,901,,1641,,297,1.0,1628,4.0
209,290,4.0,146,1.0,1620,,806,4.0,1707,,1756,2.0,1726,
49,1057,4.0,418,,1395,5.0,1347,5.0,357,5.0,184,5.0,1407,
32,112,,1603,5.0,1077,4.0,1291,3.0,254,5.0,30,,382,
69,544,,948,,532,4.0,1414,4.0,391,4.0,887,4.0,1678,
91,81,,293,4.0,805,,1688,4.0,1513,,619,1.0,415,4.0
40,706,,467,3.0,709,5.0,181,,1462,5.0,1414,5.0,749,
83,738,,866,2.0,260,,341,3.0,822,4.0,999,3.0,174,
37,1009,,1364,4.0,822,5.0,1447,4.0,583,,634,,1278,5.0
40,1012,4.0,308,,901,5.0,1531,,315,,1694,5.0,623,5.0
105,1301,2.0,1510,,472,2.0,730,,650,,443,3.0,988,1.0
11,545,,83,3.0,133,4.0,1302,5.0,456,2.0,1720,4.0,1148,
97,1059,4.0,1013,3.0,1224,,1194,3.0,1082,,1356,,1277,2.0
222,1091,4.0,947,4.0,324,,1334,4.0,427,,1212,4.0,1325,4.0
129,417,,513,4.0,705,,502,3.0,150,,1725,5.0,1598,4.0
282,466,3.0,1428,4.0,86,4.0,1478,,810,,1499,,958,3.0
26,1265,5.0,756,,500,1.0,520,4.0,424,,889,,316,4.0
54,112,,513,4.0,356,5.0,343,,1450,4.0,139,,1564,4.0
129,624,4.0,820,4.0,1205,5.0,1526,,1527,,1112,3.0,265,
26,804,5.0,261,2.0,537,4.0,1435,3.0,1612,4.0,1357,5.0,287,
11,1664,4.0,305,3.0,1716,,1206,1.0,1448,5.0,172,5.0,431,4.0
0,820,4.0,1621,,806,2.0,11,3.0,1579,1.0,540,,350,
8,145,3.0,1267,,6,5.0,231,5.0,105,5.0,927,5.0,1615,5.0
149,1282,5.0,852,,854,,843,5.0,364,4.0,1597,4.0,350,
86,195,,1030,5.0,1479,3.0,938,,1564,5.0,1118,5.0,895,
81,322,5.0,1157,5.0,1686,5.0,1736,5.0,411,4.0,1324,,1391,5.0
1,818,3.0,578,,51,,707,4.0,971,,558,4.0,383,4.0
51,912,,1458,5.0,1029,,713,4.0,809,5.0,1210,4.0,367,
11,161,4.0,756,5.0,39,,1015,,843,5.0,1419,,684,4.0
471,1169,4.0,1713,3.0,451,1.0,1332,5.0,263,,699,,926,
205,417,3.0,485,,140,,1084,3.0,588,3.0,1230,,175,5.0
270,82,4.0,1747,4.0,1493,,1047,5.0,1544,4.0,1581,4.0,543,
63,1344,4.0,645,3.0,1013,5.0,471,,136,4.0,1689,,60,
183,912,2.0,1201,,981,,1561,4.0,345,,269,5.0,894,5.0
43,162,4.0,230,5.0,1209,5.0,1481,,667,,1100,3.0,175,5.0
16,1714,4.0,643,5.0,1396,3.0,998,,584,,1403,3.0,1339,5.0
8,241,,132,5.0,1015,5.0,1560,,666,4.0,1086,5.0,63,2.0
161,610,,101,4.0,741,2.0,870,,1495,3.0,1646,,943,2.0
49,273,,1602,,1720,2.0,521,5.0,1194,5.0,447,5.0,1039,5.0
11,176,4.0,37,5.0,1240,5.0,137,,348,,141,5.0,799,
149,49,3.0,290,4.0,434,4.0,156,,796,4.0,1103,3.0,799,
23,1168,5.0,1281,,1703,,952,3.0,1374,,447,5.0,1375,4.0
42,1057,3.0,580,3.0,1444,3.0,23,,9,,1468,,253,5.0
129,417,,1108,5.0,903,1.0,1688,4.0,392,5.0,1291,,1021,
375,177,4.0,178,,1123,3.0,519,,1305,,1450,3.0,316,3.0
120,1651,4.0,307,,1284,2.0,280,2.0,329,,539,2.0,939,
11,112,5.0,1297,4.0,1601,,1698,,1155,4.0,853,5.0,572,5.0
193,1330,,791,4.0,58,,1242,5.0,1211,,1150,5.0,1103,4.0
51,18,4.0,677,,631,5.0,88,,570,4.0,1083,,1006,5.0
81,192,,129,,1170,5.0,1667,,566,5.0,791,4.0,411,4.0
49,1264,,1329,,1156,1.0,1494,5.0,1367,5.0,1543,,987,5.0
83,497,,1443,5.0,293,3.0,103,,632,,1291,4.0,141,5.0
8,801,,1010,,533,5.0,870,5.0,1674,5.0,1146,5.0,655,
193,339,,1333,4.0,1095,,663,3.0,1402,,540,5.0,589,5.0
119,406,5.0,1286,,311,5.0,1049,,329,4.0,11,5.0,926,
207,1536,4.0,228,1.0,1354,,1660,,1373,,1293,2.0,735,5.0
15,208,5.0,1232,,1249,,241,4.0,502,3.0,70,,506,5.0
127,1205,,262,4.0,986,5.0,458,,107,3.0,1291,5.0,732,4.0
15,1044,4.0,53,,1094,5.0,1144,4.0,972,4.0,1468,,1452,
26,1488,5.0,676,5.0,197,4.0,986,5.0,923,3.0,1726,,767,
0,592,,434,4.0,1747,4.0,612,,1204,,1189,3.0,170,4.0
15,969,4.0,1002,,1370,,1005,4.0,670,5.0,1039,,767,4.0
76,848,4.0,1284,4.0,696,,1626,,1723,2.0,1707,3.0,1454,
149,561,3.0,642,,1250,4.0,1480,,89,,286,1.0,767,3.0
51,1062,,921,4.0,1049,,971,5.0,1676,5.0,61,5.0,1053,
128,1376,,1729,5.0,355,,579,,54,5.0,759,4.0,349,5.0
16,384,,949,3.0,1350,,871,,75,3.0,1470,4.0,734,3.0
206,1459,3.0,996,3.0,246,3.0,326,,471,3.0,728,,1131,
119,145,5.0,563,,645,,1576,4.0,1337,,1418,2.0,1451,5.0
19,640,,643,,1365,2.0,696,3.0,1306,3.0,522,,1310,4.0
33,1392,,1250,3.0,1651,3.0,664,,329,3.0,635,4.0,1087,4.0
223,1603,3.0,166,5.0,264,4.0,794,,1165,,399,,639,3.0
111,1377,4.0,1188,,1638,4.0,1658,3.0,972,,1455,4.0,783,
149,961,5.0,1748,5.0,1188,4.0,695,5.0,456,1.0,538,,205,
106,1475,,1235,5.0,806,2.0,471,4.0,583,,729,,1164,4.0
11,1394,,67,,183,5.0,843,5.0,91,4.0,1164,4.0,1342,
85,320,,1314,,1547,5.0,924,5.0,669,,605,3.0,927,4.0
26,321,3.0,1636,,292,,565,4.0,694,4.0,1399,4.0,461,
107,1458,4.0,4,4.0,504,,1210,1.0,107,2.0,716,,863,
11,1395,,613,5.0,277,5.0,941,,317,3.0,191,3.0,1375,
51,1520,3.0,321,5.0,897,5.0,1523,4.0,1285,,119,,955,5.0
129,978,,1187,5.0,789,5.0,821,,1001,3.0,1322,2.0,750,
11,690,4.0,1603,4.0,1011,,39,,57,,1485,3.0,894,5.0
43,50,5.0,1107,5.0,296,,264,,540,4.0,1517,,447,3.0
23,529,5.0,20,5.0,1636,,1094,3.0,615,5.0,714,,1327,5.0
219,148,,1462,5.0,696,,57,,650,4.0,717,4.0,1423,4.0
274,1506,,452,4.0,260,3.0,1640,,1065,4.0,586,5.0,203,
43,1536,5.0,1269,5.0,504,,1273,,795,5.0,526,5.0,1055,4.0
23,1495,,1351,5.0,119,4.0,1112,,157,4.0,990,5.0,30,
193,1408,,466,5.0,1731,5.0,244,3.0,1019,,892,5.0,927,
54,992,3.0,673,,1016,5.0,1513,4.0,1241,4.0,189,,205,
23,1264,5.0,257,,290,,139,,1435,4.0,1372,4.0,524,4.0
1,1344,4.0,406,5.0,1351,,746,,653,,1005,3.0,1662,3.0
145,1665,,52,,1588,,486,3.0,87,4.0,1629,5.0,542,4.0
23,1073,5.0,370,5.0,412,,45,,1565,5.0,1677,,1534,4.0
61,1104,,1010,4.0,1747,5.0,21,,792,3.0,473,4.0,655,
38,273,5.0,836,5.0,516,,1497,3.0,876,3.0,1052,5.0,668,
8,1344,5.0,851,,1638,5.0,1562,,1663,4.0,415,3.0,1695,4.0
44,1350,5.0,918,1.0,119,,1418,4.0,1437,,477,1.0,991,
43,771,,1411,,1544,5.0,1627,5.0,1116,5.0,1341,,1055,4.0
26,992,5.0,944,,500,1.0,502,3.0,1431,,519,4.0,1245,5.0
49,496,5.0,1073,5.0,868,,1446,,874,5.0,540,4.0,189,5.0
43,1120,,1,5.0,405,5.0,937,,955,5.0,828,5.0,381,
16,1186,4.0,386,,725,5.0,1017,5.0,891,,1084,2.0,31,4.0
15,1587,5.0,1747,5.0,723,3.0,980,,77,4.0,479,5.0,111,4.0
83,163,4.0,1381,4.0,1670,3.0,1206,,586,,138,4.0,12,
274,1601,2.0,1575,,1272,,217,3.0,1580,5.0,477,,397,4.0
44,385,,898,,568,4.0,1051,3.0,411,3.0,1116,,175,4.0
202,129,,1697,3.0,306,5.0,212,3.0,500,5.0,853,4.0,1069,
377,1600,4.0,1057,4.0,1668,,724,3.0,405,3.0,537,,1327,
38,772,4.0,405,5.0,1637,4.0,266,,1483,,1485,,1295,5.0
26,1728,3.0,864,4.0,1650,,870,4.0,792,4.0,1226,,830,
43,258,5.0,564,5.0,1300,5.0,408,,1016,5.0,41,3.0,1081,
8,305,4.0,980,,406,4.0,171,,701,,1246,4.0,191,5.0
73,993,5.0,770,,1043,3.0,99,3.0,868,,741,,1294,4.0
51,1089,,1058,5.0,1013,5.0,795,5.0,1691,,686,,1743,5.0
37,900,5.0,918,5.0,1127,,824,3.0,1211,,973,4.0,1551,
270,1364,4.0,1525,,1670,3.0,105,,43,,974,5.0,910,4.0
190,832,5.0,1010,3.0,1218,,1155,4.0,983,,1081,,1551,3.0
109,1089,5.0,1172,4.0,886,,998,2.0,1447,,1176,4.0,441,
38,736,4.0,1523,5.0,294,5.0,1622,,491,,827,,1421,5.0
11,1472,4.0,482,4.0,167,5.0,1639,,1117,,509,,1309,4.0
16,1027,4.0,708,2.0,1591,4.0,1417,4.0,970,4.0,93,4.0,429,5.0
150,467,3.0,517,1.0,165,,1241,5.0,618,,475,3.0,60,
26,1280,3.0,1040,4.0,1110,4.0,7,,313,,331,3.0,78,
49,209,5.0,753,,386,3.0,579,,261,3.0,182,,1182,3.0
149,611,,1491,,902,,456,1.0,937,4.0,650,4.0,411,5.0
43,18,3.0,306,5.0,292,,570,,1070,5.0,1086,5.0,191,4.0
8,1025,5.0,817,4.0,242,5.0,4,3.0,1492,5.0,648,,650,5.0
110,1137,,227,4.0,1219,,1638,3.0,166,5.0,698,,844,4.0
23,995,,1093,5.0,263,5.0,1273,,313,4.0,1305,1.0,652,5.0
113,1376,,1442,,197,4.0,1607,,1721,3.0,1228,3.0,1117,4.0
190,515,,1301,4.0,486,4.0,1288,,1305,,1225,2.0,1564,3.0
44,1041,4.0,1409,5.0,1382,,344,,426,4.0,381,,1743,3.0
69,1256,,425,5.0,409,3.0,233,,186,4.0,539,5.0,1407,
8,484,,229,4.0,325,5.0,488,5.0,1129,4.0,460,5.0,348,
23,1301,5.0,549,4.0,1078,5.0,1224,,969,,1146,5.0,47,5.0
16,961,3.0,374,2.0,486,3.0,1528,2.0,9,,490,1.0,1647,4.0
26,1345,,1250,3.0,1282,4.0,1635,,1030,3.0,167,4.0,743,5.0
16,1636,,502,4.0,1254,3.0,936,5.0,1353,,1450,4.0,15,
119,386,,67,3.0,339,5.0,276,4.0,1543,,1597,,1295,5.0
38,97,5.0,81,,615,5.0,1433,4.0,282,,1610,,558,4.0
23,529,5.0,1093,5.0,470,,822,4.0,215,4.0,297,,286,4.0
81,1346,,867,,1492,5.0,1654,5.0,71,,347,5.0,363,1.0
54,1408,,356,5.0,821,,505,5.0,334,5.0,783,,815,5.0
49,594,4.0,996,,1129,5.0,1098,4.0,1547,5.0,1709,,1647,4.0
11,1249,4.0,1416,,1514,4.0,908,5.0,1134,,798,4.0,1391,3.0
11,1057,3.0,163,4.0,245,5.0,1510,,42,,795,4.0,509,
43,1377,2.0,178,,996,5.0,182,,1079,5.0,312,,1144,4.0
51,801,4.0,851,4.0,691,4.0,628,,852,5.0,1757,4.0,846,
16,1472,4.0,1474,,313,3.0,809,,1465,,1210,3.0,635,3.0
15,452,4.0,246,3.0,1511,4.0,1559,,887,,905,5.0,989,
129,1072,5.0,420,,1668,5.0,1688,4.0,184,5.0,1274,5.0,1182,4.0
23,1456,,1571,,1527,,167,5.0,456,3.0,955,5.0,397,5.0
181,481,,324,5.0,1381,3.0,311,4.0,91,,732,1.0,830,1.0
11,353,,643,4.0,149,4.0,181,,1353,5.0,428,5.0,1534,3.0
23,1504,,384,5.0,1478,5.0,134,5.0,1080,,937,,1599,5.0
210,145,,417,2.0,1715,4.0,1606,3.0,1064,,473,3.0,1743,4.0
270,1681,,710,4.0,1079,4.0,1719,,1418,4.0,283,,1182,4.0
85,340,4.0,437,,1109,,168,2.0,1033,,1530,4.0,1660,4.0
181,816,2.0,1296,,800,,68,2.0,1158,4.0,617,5.0,1642,3.0
282,1601,,1473,5.0,418,4.0,1174,,126,1.0,575,3.0,1631,
0,624,3.0,1169,3.0,1732,3.0,997,3.0,870,,1462,,857,
208,133,4.0,1033,,889,5.0,123,,1627,5.0,429,4.0,110,
15,1172,4.0,213,,394,4.0,685,,797,4.0,254,3.0,511,4.0
96,1123,,532,3.0,1205,,1432,4.0,105,,1100,2.0,1006,4.0
15,304,2.0,851,5.0,1159,2.0,699,,1756,,412,,1294,5.0
30,244,3.0,263,4.0,1162,,538,,314,,1260,4.0,1052,4.0
16,1076,,548,,1638,2.0,457,4.0,1198,4.0,1502,5.0,1343,
42,704,,961,4.0,467,3.0,628,,246,,1591,2.0,842,3.0
54,1377,5.0,1220,2.0,214,4.0,57,,155,,1644,5.0,767,
22,465,,18,3.0,259,,1684,3.0,1240,4.0,957,,254,3.0
25,1185,,1175,,937,3.0,1418,3.0,826,4.0,1021,4.0,399,
149,193,,691,,1030,4.0,263,4.0,1481,,1193,4.0,1581,4.0
62,979,,85,,311,3.0,1004,5.0,461,4.0,125,,1341,4.0
149,529,,452,4.0,166,4.0,54,3.0,726,4.0,567,,1626,
16,243,5.0,772,4.0,948,,983,,1577,5.0,1065,4.0,383,4.0
86,593,,1622,,618,3.0,218,3.0,604,,207,5.0,847,3.0
146,1521,,545,,1012,4.0,996,3.0,251,2.0,862,2.0,1135,
1,1264,,964,,1076,,1252,3.0,612,5.0,1399,4.0,1177,2.0
183,1296,,1329,4.0,1346,,707,4.0,708,4.0,197,3.0,1741,
32,1506,,567,4.0,1608,3.0,1450,4.0,1004,,253,,29,5.0
81,1602,5.0,1027,5.0,275,,311,4.0,232,,1099,5.0,924,5.0
281,1618,,988,1.0,1196,4.0,1581,3.0,1678,,1567,3.0,863,
16,481,3.0,1666,,1106,,1206,,1401,3.0,490,1.0,730,1.0
208,1187,5.0,1046,,598,5.0,8,4.0,75,,1693,,1294,5.0
15,1057,4.0,1315,,888,4.0,697,5.0,1577,5.0,125,3.0,1357,
44,1552,4.0,849,4.0,354,,165,,839,5.0,375,4.0,458,
1,945,,1652,4.0,1111,4.0,759,,872,5.0,813,,1199,3.0
44,1122,5.0,133,4.0,981,,328,,1161,3.0,1596,5.0,446,
208,915,,1719,,490,1.0,202,4.0,267,,494,5.0,1182,4.0
183,993,,613,,1047,4.0,232,,537,4.0,1084,5.0,1327,5.0
16,17,4.0,1122,3.0,1619,4.0,804,4.0,1161,,1198,4.0,1278,
246,245,5.0,1045,5.0,1320,,1546,4.0,1341,,589,,1470,4.0
16,241,,1219,,563,3.0,249,4.0,1658,3.0,748,,174,4.0
49,1154,3.0,1170,4.0,837,5.0,746,,508,,1212,,878,3.0
81,1712,4.0,547,5.0,595,,1481,4.0,1562,1.0,428,,1118,
108,256,,785,,1410,,738,5.0,1300,4.0,1516,3.0,1212,5.0
223,736,,656,,993,4.0,281,3.0,1470,4.0,1711,3.0,1743,5.0
1,1745,3.0,903,5.0,27,,907,,572,5.0,909,5.0,46,
